,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,3005,138
B5-e003Coalescence-mBHI-p3,884,51
B5-e003Coalescence-mGAM-p3,2994,137
B5-e003Coalescence-mGAM-p5,2989,140
B5-e003Coalescence-mGAM-p7,3007,140
D3-e003Coalescence-Inoculumn-mBHI,3041,141
D3-e003Coalescence-mGAM-p3,2893,128
D3-e003Coalescence-mGAM-p5,3040,139
F5-e003Coalescence-mGAM-p3_S72,3023,141
F5-e003Coalescence-mGAM-p5_S64,2940,133
F5-e003Coalescence-mGAM-p7_S160,3028,140
H3-e003Coalescence-mBHI-p3_S46,841,24
H3-e003Coalescence-mGAM-p3_S94,2907,131
H3-e003Coalescence-mGAM-p5_S86,2976,140
H3-e003Coalescence-mGAM-p7_S182,2975,134
