,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,50056,2935
A11-e003Coalescence-mBHI-p5,41190,2416
A11-e003Coalescence-mBHI-p7,36243,2155
A11-e003Coalescence-mGAM-p3,50057,2939
A11-e003Coalescence-mGAM-p7,49233,2892
A5-e003Coalescence-Inoculumn-mGAM,50038,2937
D2-e003Coalescence-Inoculumn-mGAM,49996,2929
D8-e003Coalescence-mBHI-p5,47362,2786
D8-e003Coalescence-mGAM-p5,50056,2939
E111-e003Coalescence-mBHI-p3_S108,44092,2658
E111-e003Coalescence-mBHI-p5_S8,38325,2201
E111-e003Coalescence-mBHI-p7_S104,49759,2921
E111-e003Coalescence-mGAM-p5_S56,49399,2908
H8-e003Coalescence-mBHI-p5_S41,49229,2903
H8-e003Coalescence-mBHI-p7_S137,49380,2911
H8-e003Coalescence-mGAM-p5_S89,49463,2929
H8-e003Coalescence-mGAM-p7_S185,49970,2933
