,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
D11-e003Coalescence-mBHI-p5,0.15694461266687282,
C8-e003Coalescence-mGAM-p7,0.03850817669777474,
D10-e003Coalescence-mBHI-p3,0.11552453009332421,
A8-e003Coalescence-mBHI-p3,0.406,
B9-e003Coalescence-mGAM-p5,0.266,
C5-e004Assembly-mBHI-p3,0.2986265782046758,
B8-e003Assembly-mGAM-p5,0.026045936684850658,
e004-inoculumn-fecal-AK,0.476,
D3-e004Assembly-mGAM-p7,0.3425,
C8-e003Assembly-mGAM-p3,0.06931471805599453,
D4-e004Assembly-mGAM-p5,0.5,
A11-e003Coalescence-mGAM-p7,0.05331901388922656,
B8-e003Coalescence-mBHI-p5,0.2485,
C2-e003Coalescence-mGAM-p7,0.355,
B11-e003Coalescence-mGAM-p3,0.047765751681222164,
D8-e003Assembly-mGAM-p5,0.278,
A5-e003Coalescence-mGAM-p3,0.05792358687259492,
A2-e003Coalescence-Inoculumn-mGAM,0.062,
E5-e004Assembly-mGAM-p5,0.02252583933934247,
D8-e003Coalescence-mGAM-p5,0.0072928622717581834,
A12-e003Coalescence-mGAM-p3,0.10986122886681098,
D9-e003Coalescence-mGAM-p7,0.15,
D8-e003Assembly-mGAM-p3,0.1875,
A9-e003Coalescence-mGAM-p7,0.154,
B5-e003Coalescence-Inoculumn-mGAM,0.3395,
D9-e003Coalescence-mGAM-p5,0.156,
C8-e003Coalescence-mBHI-p7,0.07701635339554948,
B4-e003Coalescence-mGAM-p5,0.057762265046662105,
BB-Fecal,0.022790194599244324,
C2-e003Coalescence-mGAM-p3,0.15694461266687282,
D8-e003Coalescence-mBHI-p5,0.013022968342425329,
E5-e004Assembly-mGAM-p7,0.027031007207210963,
D5-e003Coalescence-Inoculumn-mGAM,0.026045936684850658,
A10-e003Coalescence-mBHI-p5,0.050683138513520555,
BF-Fecal,0.19908438546978388,
B8-e003Assembly-mGAM-p3,0.09902102579427789,
D5-e003Coalescence-mBHI-p5,0.288,
e003-inoculumn-fecal-inoculumn,0.08664339756999316,
A8-e003Coalescence-mBHI-p7,0.433,
e003-inoculumn-fecal-AC,0.2986265782046758,
B9-e003GlycerolRevival-mGAM-p2,0.5415,
B2-e003Coalescence-Inoculumn-mGAM,0.1865,
A3-e003Coalescence-Inoculumn-mGAM,0.016218604324326577,
C10-e003GlycerolRevival-mGAM-p2,0.111,
A10-e003Coalescence-mGAM-p3,0.182,
A9-e003Coalescence-mBHI-p3,0.375,
A2-e003Coalescence-Inoculumn-mBHI,1.0,
A9-e003Coalescence-mBHI-p5,0.025341569256760278,
