,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,0.5,0.494
A5-e003Coalescence-mBHI-inoculumn-redo,0.494,0.508
A5-e003Coalescence-mBHI-p3,0.22,0.838
A5-e003Coalescence-mBHI-p7,0.059,0.955
A5-e003Coalescence-mGAM-p3,0.171,0.9
D2-e003Coalescence-Inoculumn-mBHI,0.5,0.5
D2-e003Coalescence-mBHI-p3,0.329,0.73
D2-e003Coalescence-mBHI-p5,0.101,0.92
D2-e003Coalescence-mGAM-p5,0.09599999999999997,0.932
E5-e003Coalescence-mBHI-p3_S12,0.227,0.796
E5-e003Coalescence-mBHI-p5_S4,0.113,0.904
E5-e003Coalescence-mBHI-p7_S100,0.068,0.9390000000000001
E5-e003Coalescence-mGAM-p5_S52,0.0,1.0
E5-e003Coalescence-mGAM-p7_S148,0.068,0.943
H2-e003Coalescence-mBHI-p3_S45,0.364,1.0
H2-e003Coalescence-mBHI-p7_S133,0.099,0.919
H2-e003Coalescence-mGAM-p3_S93,0.165,0.872
H2-e003Coalescence-mGAM-p5_S85,0.0,1.0
H2-e003Coalescence-mGAM-p7_S181,0.033,0.976
