,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,7803.0,6476.0
A9-e003Coalescence-mBHI-p3,35232.0,33708.0
A9-e003Coalescence-mBHI-p5,178272.0,173229.0
A9-e003Coalescence-mBHI-p7,516266.0,500429.0
A9-e003Coalescence-mGAM-p5,1911.0,1903.0
A9-e003Coalescence-mGAM-p7,61852.0,59901.0
B2-e003Coalescence-Inoculumn-mGAM,14076.0,12640.0
B8-e003Coalescence-mBHI-p5,380850.0,367388.0
B8-e003Coalescence-mBHI-p7,208712.0,202445.0
B8-e003Coalescence-mGAM-p5,13394.0,13090.0
B8-e003Coalescence-mGAM-p7,118868.0,117099.0
E9-e003Coalescence-mBHI-p5_S6,159098.0,163891.0
E9-e003Coalescence-mBHI-p7_S102,289066.0,276481.0
E9-e003Coalescence-mGAM-p3_S154,8266.0,7521.0
E9-e003Coalescence-mGAM-p5_S54,24508.0,24935.0
E9-e003Coalescence-mGAM-p7_S150,1749.0,2111.0
F8-e003Coalescence-mBHI-p3_S117,205890.0,192192.0
F8-e003Coalescence-mBHI-p5_S17,195592.0,187203.0
F8-e003Coalescence-mBHI-p7_S113,140458.0,135940.0
F8-e003Coalescence-mGAM-p5_S65,62713.0,61772.0
F8-e003Coalescence-mGAM-p7_S161,50866.0,50863.0
