,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,0.35,0.613
A3-e003Coalescence-mBHI-p3,0.894,0.08999999999999997
A3-e003Coalescence-mBHI-p7,0.032,0.963
A3-e003Coalescence-mGAM-p7,0.0,1.0
B2-e003Coalescence-Inoculumn-mBHI,0.333,0.615
B2-e003Coalescence-mBHI-p3,0.855,0.12
B2-e003Coalescence-mBHI-p5,0.895,0.089
B2-e003Coalescence-mBHI-p7,0.875,0.10699999999999998
B2-e003Coalescence-mGAM-p3,0.241,0.727
E3-e003Coalescence-mBHI-p3_S10,0.855,0.116
E3-e003Coalescence-mBHI-p5_S2,0.947,0.04
E3-e003Coalescence-mGAM-p3_S58,0.23099999999999998,0.724
E3-e003Coalescence-mGAM-p5_S50,0.148,0.8160000000000001
E3-e003Coalescence-mGAM-p7_S146,0.053,0.929
F2-e003Coalescence-mBHI-p3_S21,0.909,0.07
F2-e003Coalescence-mBHI-p5_S13,0.927,0.057
F2-e003Coalescence-mGAM-p5_S61,0.0,1.0
F2-e003Coalescence-mGAM-p7_S157,0.052,0.933
