,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,sel_med1,sel_lower1,sel_upper1,sel_med2,sel_lower2,sel_upper2
0,C5-e003Coalescence-Inoculumn-mGAM,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,0,2,C11-AE-AF-mGAM-mBHI,0.557030420253668,0.5437331932751974,0.570846133843746,0.5148742602434355,0.5025588216985007,0.5293064665682959,-0.5578509206756136,-0.5776652003401741,-0.5396058522896445
1,C5-e003Coalescence-Inoculumn-mGAM,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,0,4,C11-AE-AF-mGAM-mBHI,1.2184725534231098,1.181410271212623,1.2601428345544254,1.4683912954458238,1.3976455407334152,1.5497610561531976,-1.203235127381968,-1.2457397011744804,-1.1640787462211049
2,C5-e003Coalescence-Inoculumn-mGAM,C11-e003Coalescence-mBHI-p5,0,5,C11-AE-AF-mGAM-mBHI,1.18747908969547,1.149565190789089,1.2304148439102724,1.3983752539248653,1.3267715844409174,1.4508417188800502,-1.1759228449940213,-1.218430479053583,-1.1381873070312807
3,C5-e003Coalescence-Inoculumn-mGAM,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,0,6,C11-AE-AF-mGAM-mBHI,1.2007709552621588,1.1863012223118368,1.20335820598884,1.2069759572000405,1.2042374037565278,1.2104097295329423,-1.1913194725775735,-1.1947057464510515,-1.1775828280007146
4,C5-e003Coalescence-Inoculumn-mGAM,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,0,7,C11-AE-AF-mGAM-mBHI,1.029310058106206,1.0270931647109995,1.0314498908475769,1.0345508204571776,1.0322034889341667,1.0374940538853792,-1.0217108958708685,-1.0240334969580442,-1.0188140729238444
5,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,2,4,C11-AE-AF-mGAM-mBHI,1.879177962615255,1.8045452658802659,1.9653624514989532,2.421736870840894,2.2809468183134443,2.5845014324636946,-1.8477818830462605,-1.936290105826107,-1.772294166079046
6,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,C11-e003Coalescence-mBHI-p5,2,5,C11-AE-AF-mGAM-mBHI,1.6081453391292937,1.544321857331359,1.68016669897654,1.9849839226291004,1.8691717233472618,2.0707024075711242,-1.5892077743597928,-1.6628553331818614,-1.5249034687733007
7,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,2,6,C11-AE-AF-mGAM-mBHI,1.5218861250179028,1.5008948042763033,1.5269368018472826,1.5530268056783432,1.5530268056783432,1.5530268056783432,-1.5076798271234984,-1.5148642295653376,-1.486011683473286
8,A_C8_C11_AF_AE_mGAM_mBHI_2_S32,Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,2,7,C11-AE-AF-mGAM-mBHI,1.2175089000143222,1.2119913087105565,1.2215494414778263,1.2424214445426747,1.2424214445426747,1.2424214445426747,-1.2061438616987987,-1.2118913836522702,-1.1983727254257646
9,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,C11-e003Coalescence-mBHI-p5,4,5,C11-AE-AF-mGAM-mBHI,1.0610163187004353,0.7901042147372342,1.358797959544879,1.105031552578628,0.6541828717669664,1.5531845527500643,-1.0642522652042397,-1.365189293215191,-0.7910800974873264
10,B_C12_C11_AF_AE_mGAM_mBHI_4_S132,C_C8_C11_AF_AE_mGAM_mBHI_6_S224,4,6,C11-AE-AF-mGAM-mBHI,1.1639260420367934,1.0759461360601277,1.2401796820618478,0.6848149778339805,0.5215447253776576,0.8251067930432419,-1.1670745501001092,-1.244390714403729,-1.0785714256223873
