,index,fixed_diffs,comparisons,sample1,species_id
0,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,0,5946077,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
1,B2-e003Coalescence-mBHI-p3,7,3245289,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
2,B2-e003Coalescence-mBHI-p5,7,6167065,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
3,B5-e003Coalescence-mBHI-p5,3,3829085,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
4,D3-e003Coalescence-mBHI-p7,4,6338656,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
5,D3-e003Coalescence-mGAM-p5,6,6139450,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
6,B5-e003Coalescence-mBHI-p7,4,5502915,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
7,A9-e003Coalescence-mBHI-p7,10,5620035,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
8,A3-e003Coalescence-mBHI-p3,16,6029627,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
9,F5-e003Coalescence-mGAM-p5_S64,0,5566105,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
10,F5-e003Coalescence-mGAM-p7_S160,0,5058575,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
11,F9-e003Coalescence-mBHI-p5_S18,3,2999269,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
12,H3-e003Coalescence-mBHI-p7_S134,0,5881613,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
13,F9-e003Coalescence-mGAM-p5_S66,5,6094812,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
14,E9-e003Coalescence-mBHI-p7_S102,1,4822386,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
15,G3-e003Coalescence-mBHI-p5_S26,11,5572584,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
16,F9-e003Coalescence-mGAM-p7_S162,1,4630963,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,100174
