,sample1,sample2,passage1,passage2,mesocosms,sel_med,sel_lower,sel_upper,sel_med1,sel_lower1,sel_upper1,sel_med2,sel_lower2,sel_upper2
0,A5-e003Coalescence-Inoculumn-mGAM,A11-e003Coalescence-mGAM-p1_S776,0,1,A11-AA-AF-mGAM-mGAM,0.06999237182003515,0.05826890812397592,0.13861829089073557,0.0,0.0,0.040005334613699206,-0.1072750580579685,-0.21263557371579495,-0.0949950206463428
1,A5-e003Coalescence-Inoculumn-mGAM,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,0,2,A11-AA-AF-mGAM-mGAM,-0.07454795458281678,-0.08688193047375385,-0.060783228112483045,-0.10033534773107562,-0.11855229885412655,-0.08029518801480531,0.03662315911591896,0.024413846509869802,0.05098825702333887
2,A11-e003Coalescence-mGAM-p1_S776,A_E8_A11_AF_AA_mGAM_mGAM_2_S56,1,2,A11-AA-AF-mGAM-mGAM,-0.2231435513142094,-0.28768207245178035,-0.19867069479548433,-0.2127994069087659,-0.2411620568168881,-0.18048837571229354,0.18052137628980636,0.16430305129127598,0.28588189194763286
3,D2-e003Coalescence-Inoculumn-mGAM,D8-e003Coalescence-mGAM-p1_S755,0,1,D8-AA-AF-mGAM-mGAM,-0.25320425184561957,-0.2758036720670409,-0.2272913442886616,-0.26646298673298907,-0.29509562993799165,-0.2339205686398134,0.194510391094954,0.16177303793233339,0.2227859458871399
4,D2-e003Coalescence-Inoculumn-mGAM,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,0,2,D8-AA-AF-mGAM-mGAM,-0.06494275300555177,-0.0778003246626623,-0.05251189425779919,-0.0823738565666389,-0.09654874848971032,-0.06830611330630598,0.03670324890973864,0.02136981992320912,0.05096949979491602
5,D8-e003Coalescence-mGAM-p1_S755,A_H5_D8_AA_AF_mGAM_mGAM_2_S89,1,2,D8-AA-AF-mGAM-mGAM,0.12319736309438395,0.09413528103297764,0.14973735140095606,0.10171527359971125,0.06098855890963542,0.13443026908953967,-0.12093178218290683,-0.1492596428934647,-0.09262447602022857
6,A5-e003Coalescence-Inoculumn-mGAM,E11-e003Coalescence-mGAM-p1_S840,0,1,E11-AA-AF-mGAM-mGAM,-0.08226508272803415,-0.10534571217627835,-0.057505914833399806,-0.13219216649694704,-0.16436906878593613,-0.08815469264600058,0.0285684743249337,0.00815076829732092,0.04899038740406486
7,A5-e003Coalescence-Inoculumn-mGAM,B_E8_E11_AF_AA_mGAM_mGAM_2_S152,0,2,E11-AA-AF-mGAM-mGAM,-0.00041826141327758193,-0.010501714908944922,0.011287863938350311,-0.022003550364416202,-0.03201092938246551,-0.0020010548244841432,-0.01641004633937862,-0.028700518136582504,-0.006140018705812822
8,A5-e003Coalescence-Inoculumn-mGAM,Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,0,3,E11-AA-AF-mGAM-mGAM,-1.0700292856827995,-1.0796197045479912,-1.048043296418867,-1.0235335148910727,-1.0342010919197973,-1.0031557673147145,0.95653963727424,0.9465613914892202,0.9681445481842472
9,A5-e003Coalescence-Inoculumn-mGAM,D_E12_E11_AF_AA_mGAM_mGAM_4_S348,0,4,E11-AA-AF-mGAM-mGAM,-1.7619583442271147,-1.767907355459697,-1.6749988761497552,-1.718688011890595,-1.7266886946621385,-1.6321993227328129,1.8012362071746872,1.7981462602279676,1.8043062165275936
