,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,75290.0,57812.0
A5-e003Coalescence-mBHI-inoculumn-redo,191048.0,145028.0
A5-e003Coalescence-mBHI-p3,59104.0,44672.0
A5-e003Coalescence-mBHI-p7,315052.0,230246.0
A5-e003Coalescence-mGAM-p3,37905.0,27768.0
D2-e003Coalescence-Inoculumn-mBHI,98334.0,75226.0
D2-e003Coalescence-mBHI-p3,71165.0,53147.0
D2-e003Coalescence-mBHI-p5,166220.0,123763.0
D2-e003Coalescence-mGAM-p5,146865.0,106829.0
E5-e003Coalescence-mBHI-p3_S12,175933.0,130603.0
E5-e003Coalescence-mBHI-p5_S4,220288.0,164647.0
E5-e003Coalescence-mBHI-p7_S100,644193.0,478288.0
E5-e003Coalescence-mGAM-p5_S52,5816.0,4321.0
E5-e003Coalescence-mGAM-p7_S148,408241.0,295056.0
H2-e003Coalescence-mBHI-p3_S45,7175.0,5558.0
H2-e003Coalescence-mBHI-p7_S133,229700.0,169773.0
H2-e003Coalescence-mGAM-p3_S93,62438.0,46119.0
H2-e003Coalescence-mGAM-p5_S85,23184.0,16226.0
H2-e003Coalescence-mGAM-p7_S181,560611.0,403238.0
