,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,394085.0,296762.0
B5-e003Coalescence-mBHI-p3,465809.0,323527.0
B5-e003Coalescence-mBHI-p5,422855.0,291822.0
B5-e003Coalescence-mBHI-p7,819315.0,571322.0
B5-e003Coalescence-mGAM-p3,88670.0,60977.0
B5-e003Coalescence-mGAM-p5,12819.0,9128.0
B5-e003Coalescence-mGAM-p7,14471.0,10202.0
D3-e003Coalescence-Inoculumn-mBHI,762281.0,572508.0
D3-e003Coalescence-mBHI-p5,336883.0,234906.0
D3-e003Coalescence-mBHI-p7,14308.0,9954.0
D3-e003Coalescence-mGAM-p3,155499.0,109743.0
D3-e003Coalescence-mGAM-p5,533827.0,370702.0
F5-e003Coalescence-mBHI-p3_S24,574380.0,389969.0
F5-e003Coalescence-mBHI-p5_S16,388327.0,264412.0
F5-e003Coalescence-mBHI-p7_S112,78040.0,52369.0
F5-e003Coalescence-mGAM-p5_S64,405942.0,280281.0
F5-e003Coalescence-mGAM-p7_S160,249515.0,169874.0
H3-e003Coalescence-mBHI-p3_S46,16596.0,11507.0
H3-e003Coalescence-mBHI-p5_S38,558804.0,382465.0
H3-e003Coalescence-mBHI-p7_S134,438857.0,299685.0
H3-e003Coalescence-mGAM-p3_S94,168690.0,117434.0
H3-e003Coalescence-mGAM-p5_S86,238540.0,165170.0
H3-e003Coalescence-mGAM-p7_S182,292870.0,204246.0
