,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,480.0,328.0
A9-e003Coalescence-mBHI-p3,1581.0,1118.0
A9-e003Coalescence-mBHI-p5,8337.0,5900.0
A9-e003Coalescence-mBHI-p7,23660.0,16536.0
A9-e003Coalescence-mGAM-p5,313.0,235.0
A9-e003Coalescence-mGAM-p7,2765.0,2013.0
B2-e003Coalescence-Inoculumn-mGAM,679.0,461.0
B8-e003Coalescence-mBHI-p5,17673.0,12547.0
B8-e003Coalescence-mBHI-p7,9256.0,6594.0
B8-e003Coalescence-mGAM-p5,646.0,433.0
B8-e003Coalescence-mGAM-p7,5549.0,3902.0
E9-e003Coalescence-mBHI-p5_S6,7011.0,5465.0
E9-e003Coalescence-mBHI-p7_S102,13363.0,9602.0
E9-e003Coalescence-mGAM-p3_S154,419.0,350.0
E9-e003Coalescence-mGAM-p5_S54,1185.0,955.0
E9-e003Coalescence-mGAM-p7_S150,319.0,230.0
F8-e003Coalescence-mBHI-p3_S117,9855.0,6773.0
F8-e003Coalescence-mBHI-p5_S17,8975.0,6439.0
F8-e003Coalescence-mBHI-p7_S113,6650.0,4870.0
F8-e003Coalescence-mGAM-p5_S65,2876.0,2115.0
F8-e003Coalescence-mGAM-p7_S161,2341.0,1745.0
