,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
D11-e003Coalescence-mBHI-p5,3140,2242
C8-e003Coalescence-mGAM-p7,3342,2398
D10-e003Coalescence-mBHI-p3,2600,1738
A8-e003Coalescence-mBHI-p3,2715,2083
A4-e003Coalescence-mBHI-inoculumn-redo,3125,2215
D10-e003Assembly-mGAM-p5,2131,1500
C4-e003Coalescence-mGAM-p7,3249,2343
D3-e004Assembly-mGAM-p7,3088,2259
C3-e003Coalescence-mGAM-p3,3324,2333
B4-e003Assembly-mBHI-p5,3012,2158
D4-e004Assembly-mGAM-p5,2469,1748
D3-e003Coalescence-Inoculumn-mBHI,3086,2167
D11-e003Coalescence-mGAM-p5,3350,2410
A11-e003Coalescence-mGAM-p7,2924,2167
B10-e003Assembly-mGAM-p5,1476,953
C2-e003Coalescence-mGAM-p7,3355,2413
B11-e003Coalescence-mGAM-p3,2382,1771
C4-e003Coalescence-mBHI-inoculumn-redo,2081,1438
D8-e003Assembly-mGAM-p5,986,789
D5-e003Coalescence-mGAM-p5,3343,2403
A5-e003Coalescence-mGAM-p3,3277,2374
A2-e003Coalescence-Inoculumn-mGAM,3355,2413
E5-e004Assembly-mGAM-p5,3182,2275
D8-e003Coalescence-mGAM-p5,3332,2405
A12-e003Coalescence-mGAM-p3,3102,2249
E4-e004Assembly-mGAM-p7,1003,738
E3-e004Assembly-mGAM-p3,3086,2248
D5-e004Assembly-mGAM-p5,1645,1161
B5-e003Coalescence-Inoculumn-mGAM,3215,2292
D10-e003Coalescence-mBHI-p5,1498,1013
D10-e003Coalescence-mGAM-p5,3351,2405
B11-e003Assembly-mGAM-p5,2925,2134
B4-e003Coalescence-mGAM-p5,3060,2194
D4-e003Coalescence-mGAM-p5,3342,2400
B5-e003Coalescence-mGAM-p5,3303,2361
B5-e003Coalescence-Inoculumn-mBHI,1347,815
C2-e003Coalescence-mGAM-p3,2161,1492
B5-e003Coalescence-mGAM-p7,2979,2132
E5-e004Assembly-mGAM-p7,3202,2331
D5-e003Coalescence-Inoculumn-mGAM,3285,2389
C4-e003Coalescence-mGAM-p5,3310,2339
C5-e003Coalescence-mGAM-p7,3293,2375
C5-e003Coalescence-mBHI-inoculumn-redo,3298,2371
D5-e003Coalescence-mBHI-p5,3321,2374
D4-e003Coalescence-mGAM-p7,3340,2392
