,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
D11-e003Coalescence-mBHI-p5,2735,2241
C8-e003Coalescence-mGAM-p7,2921,2435
D10-e003Coalescence-mBHI-p3,2254,1854
A8-e003Coalescence-mBHI-p3,2435,2114
A4-e003Coalescence-mBHI-inoculumn-redo,2731,2263
D10-e003Assembly-mGAM-p5,1831,1544
C4-e003Coalescence-mGAM-p7,2850,2383
D3-e004Assembly-mGAM-p7,2692,2266
C3-e003Coalescence-mGAM-p3,2901,2418
B4-e003Assembly-mBHI-p5,2659,2204
D4-e004Assembly-mGAM-p5,2176,1782
D3-e003Coalescence-Inoculumn-mBHI,2721,2216
D11-e003Coalescence-mGAM-p5,2929,2440
A11-e003Coalescence-mGAM-p7,2572,2127
B10-e003Assembly-mGAM-p5,1226,1019
C2-e003Coalescence-mGAM-p7,2932,2451
B11-e003Coalescence-mGAM-p3,2090,1743
C4-e003Coalescence-mBHI-inoculumn-redo,1798,1566
D8-e003Assembly-mGAM-p5,850,832
D5-e003Coalescence-mGAM-p5,2919,2423
A5-e003Coalescence-mGAM-p3,2859,2397
A2-e003Coalescence-Inoculumn-mGAM,2932,2451
E5-e004Assembly-mGAM-p5,2779,2355
D8-e003Coalescence-mGAM-p5,2921,2427
A12-e003Coalescence-mGAM-p3,2720,2191
E4-e004Assembly-mGAM-p7,893,794
E3-e004Assembly-mGAM-p3,2681,2252
D5-e004Assembly-mGAM-p5,1424,1298
B5-e003Coalescence-Inoculumn-mGAM,2830,2341
D10-e003Coalescence-mBHI-p5,1298,1094
D10-e003Coalescence-mGAM-p5,2929,2443
B11-e003Assembly-mGAM-p5,2585,2104
B4-e003Coalescence-mGAM-p5,2674,2213
D4-e003Coalescence-mGAM-p5,2926,2439
B5-e003Coalescence-mGAM-p5,2879,2393
B5-e003Coalescence-Inoculumn-mBHI,1209,793
C2-e003Coalescence-mGAM-p3,1853,1534
B5-e003Coalescence-mGAM-p7,2605,2138
E5-e004Assembly-mGAM-p7,2796,2385
D5-e003Coalescence-Inoculumn-mGAM,2932,2451
C4-e003Coalescence-mGAM-p5,2900,2418
C5-e003Coalescence-mGAM-p7,2887,2402
C5-e003Coalescence-mBHI-inoculumn-redo,2897,2402
D5-e003Coalescence-mBHI-p5,2904,2427
D4-e003Coalescence-mGAM-p7,2923,2423
E3-e004Assembly-mGAM-p7,2442,2008
C4-e003Coalescence-mGAM-p3,2918,2441
B2-e003Coalescence-Inoculumn-mGAM,2246,1968
D5-e003Coalescence-mGAM-p7,2014,1592
C5-e003Coalescence-mGAM-p3,2921,2423
A3-e003Coalescence-Inoculumn-mGAM,1089,1040
D10-e003Assembly-mGAM-p3,990,774
C3-e003Coalescence-mGAM-p5,2611,2201
C10-e003GlycerolRevival-mGAM-p2,2288,1854
A10-e003Coalescence-mGAM-p3,2926,2446
D11-e003Assembly-mGAM-p3,1419,1177
D5-e003Coalescence-Inoculumn-mBHI,2818,2317
B2-e003Coalescence-mGAM-p3,2819,2359
B4-e003Assembly-mBHI-p3,919,785
C11-e003Coalescence-mGAM-p5,2915,2430
D5-e004Assembly-mGAM-p7,2800,2367
D2-e003Coalescence-mGAM-p5,2924,2435
D3-e003Coalescence-mGAM-p3,2884,2400
D3-e003Coalescence-mGAM-p5,2931,2446
C10-e003Coalescence-mGAM-p3,2925,2441
A5-e003Coalescence-mBHI-inoculumn-redo,995,785
B11-e003Assembly-mGAM-p3,2323,1929
C3-e003Coalescence-Inoculumn-mGAM,2609,2139
A3-e003Coalescence-mGAM-p7,2615,2205
D4-e003Coalescence-Inoculumn-mBHI,2928,2447
D10-e003Coalescence-mGAM-p7,2932,2451
C12-e003Coalescence-mGAM-p3,2760,2227
C11-e003Coalescence-mGAM-p3,2932,2449
D5-e004Assembly-mGAM-p3,2783,2356
C10-e003Coalescence-mBHI-p7,2562,2139
C11-e003Coalescence-mBHI-p5,2731,2269
E3-e004Assembly-mGAM-p5,2751,2305
D10-e003Coalescence-mGAM-p3,2911,2434
C4-e004Assembly-mBHI-p3,964,798
C2-e003Coalescence-Inoculumn-mGAM,2800,2395
D11-e003Coalescence-mGAM-p7,2928,2438
D5-e003Coalescence-mGAM-p3,2928,2446
E4-e004Assembly-mGAM-p5,1555,1225
E5-e004Assembly-mGAM-p3,2528,2138
B4-e003Coalescence-Inoculumn-mGAM,2808,2353
A10-e003Coalescence-mGAM-p7,2859,2376
C4-e003Coalescence-Inoculumn-mGAM,2829,2366
D4-e003Coalescence-mGAM-p3,2930,2449
D11-e003Assembly-mGAM-p5,1768,1374
C3-e003Coalescence-mGAM-p7,2888,2412
B11-e003GlycerolRevival-mGAM-p2,2496,2020
B3-e003Coalescence-mGAM-p5,2668,2253
D3-e004Assembly-mGAM-p5,2720,2252
D4-e004Assembly-mGAM-p7,2786,2329
C11-e003Coalescence-mGAM-p7,2927,2443
C11-e003Assembly-mGAM-p3,2600,2105
D10-e003Coalescence-mBHI-p7,1255,1057
C11-e003Assembly-mGAM-p5,2816,2303
B10-e003GlycerolRevival-mGAM-p2,1137,914
C2-e003Coalescence-mBHI-inoculumn-redo,2148,1844
A8-e003Coalescence-mGAM-p7,1847,1634
C11-e003GlycerolRevival-mGAM-p2,2715,2204
C10-e003Coalescence-mGAM-p5,2929,2447
A5-e003Coalescence-Inoculumn-mGAM,2887,2434
D4-e003Coalescence-Inoculumn-mGAM,1571,1133
C10-e003Coalescence-mBHI-p5,2605,2142
C3-e003Coalescence-mBHI-inoculumn-redo,2896,2420
e004-inoculumn-fecal-AR,2233,1843
B5-e003Coalescence-mGAM-p3,2727,2232
C2-e003Coalescence-mGAM-p5,2889,2405
B8-e003GlycerolRevival-mGAM-p2,1131,1067
C8-e003Coalescence-mBHI-p5,2258,2035
B4-e003Coalescence-Inoculumn-mBHI,2886,2414
D2-e003Coalescence-Inoculumn-mGAM,2855,2367
D3-e003Coalescence-Inoculumn-mGAM,2914,2420
C5-e003Coalescence-Inoculumn-mGAM,2927,2441
C4-e003Coalescence-mBHI-p5,2921,2443
BC-Fecal,830,677
e004-inoculumn-fecal-BE,1056,869
A11-e003Coalescence-mBHI-p3,2514,2142
A4-e003Coalescence-Inoculumn-mGAM,2927,2447
C10-e003Coalescence-mGAM-p7,2930,2450
A11-e003Coalescence-mGAM-p3,2922,2428
C10-e003Coalescence-mBHI-p3,2825,2364
H111-e003Coalescence-mGAM-p7_S188,2929,2417
H4-e003Coalescence-mGAM-p7_S183,2920,2403
F5-e003Coalescence-mGAM-p5_S64,2918,2411
F5-e003Coalescence-mGAM-p7_S160,2895,2379
E3-e003Coalescence-mGAM-p3_S58,2838,2364
G4-e003Coalescence-mBHI-p5_S27,2924,2438
H111-e003Coalescence-mBHI-p3_S144,2905,2378
G111-e003Coalescence-mGAM-p5_S80,2907,2424
G100-e003Coalescence-mGAM-p3_S179,2735,2243
G111-e003Coalescence-mBHI-p5_S32,2811,2352
H2-e003Coalescence-mGAM-p7_S181,2929,2438
H2-e003Coalescence-mGAM-p5_S85,1223,925
G8-e003Coalescence-mGAM-p3_S177,2923,2430
F2-e003Coalescence-mGAM-p7_S157,2720,2242
H3-e003Coalescence-mGAM-p3_S94,2782,2250
H4-e003Coalescence-mGAM-p3_S95,2164,1496
F3-e003Coalescence-mGAM-p3_S70,1260,1097
H100-e003Coalescence-mGAM-p7_S187,1335,1004
E100-e003Coalescence-mGAM-p3_S155,2905,2426
E3-e003Coalescence-mGAM-p5_S50,2925,2440
F5-e003Coalescence-mGAM-p3_S72,1903,1326
H100-e003Coalescence-mBHI-p5_S43,2542,2066
F2-e003Coalescence-mGAM-p5_S61,2904,2446
H8-e003Coalescence-mBHI-p7_S137,2465,2187
G8-e003Coalescence-mGAM-p5_S77,2913,2437
G100-e003Coalescence-mBHI-p5_S31,2460,2067
H111-e003Coalescence-mGAM-p5_S92,2928,2406
G4-e003Coalescence-mBHI-p3_S35,2927,2441
E8-e003Coalescence-mBHI-p7_S101,2642,2314
H2-e003Coalescence-mGAM-p3_S93,2864,2332
E4-e003Coalescence-mGAM-p5_S51,1310,1103
E8-e003Coalescence-mGAM-p3_S153,2917,2438
G111-e003Coalescence-mGAM-p3_S180,2902,2415
G5-e003Coalescence-mGAM-p3_S84,2854,2344
H8-e003Coalescence-mBHI-p5_S41,2309,2000
G100-e003Coalescence-mGAM-p7_S175,2210,1906
G5-e003Coalescence-mGAM-p5_S76,2925,2412
G5-e003Coalescence-mGAM-p7_S172,2920,2409
G4-e003Coalescence-mGAM-p5_S75,2928,2449
E5-e003Coalescence-mGAM-p3_S60,2824,2286
G2-e003Coalescence-mGAM-p5_S73,2915,2421
E5-e003Coalescence-mGAM-p7_S148,2925,2420
E100-e003Coalescence-mGAM-p5_S55,2787,2323
E8-e003Coalescence-mGAM-p5_S53,2695,2357
H5-e003Coalescence-mGAM-p3_S96,2902,2366
G4-e003Coalescence-mGAM-p3_S83,2898,2428
H3-e003Coalescence-mGAM-p7_S182,2881,2358
H5-e003Coalescence-mGAM-p5_S88,2915,2389
F4-e003Coalescence-mGAM-p5_S63,1317,1142
G4-e003Coalescence-mGAM-p7_S171,2892,2408
H8-e003Coalescence-mGAM-p5_S89,2871,2344
E3-e003Coalescence-mGAM-p7_S146,2880,2394
G100-e003Coalescence-mBHI-p3_S131,2711,2367
