,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
D11-e003Coalescence-mBHI-p5,2002,2338
C8-e003Coalescence-mGAM-p7,2140,2529
D10-e003Coalescence-mBHI-p3,1697,2065
A8-e003Coalescence-mBHI-p3,1737,2084
A4-e003Coalescence-mBHI-inoculumn-redo,1998,2367
D10-e003Assembly-mGAM-p5,1383,1673
C4-e003Coalescence-mGAM-p7,2078,2459
D3-e004Assembly-mGAM-p7,2004,2353
C3-e003Coalescence-mGAM-p3,2106,2514
B4-e003Assembly-mBHI-p5,1961,2290
D4-e004Assembly-mGAM-p5,1550,1830
D3-e003Coalescence-Inoculumn-mBHI,1943,2272
D11-e003Coalescence-mGAM-p5,2149,2528
A11-e003Coalescence-mGAM-p7,1941,2201
B10-e003Assembly-mGAM-p5,881,1137
C2-e003Coalescence-mGAM-p7,2151,2538
B11-e003Coalescence-mGAM-p3,1599,1815
C4-e003Coalescence-mBHI-inoculumn-redo,1292,1619
D8-e003Assembly-mGAM-p5,652,843
D5-e003Coalescence-mGAM-p5,2138,2510
A5-e003Coalescence-mGAM-p3,2118,2484
A2-e003Coalescence-Inoculumn-mGAM,1900,2295
E5-e004Assembly-mGAM-p5,2015,2435
D8-e003Coalescence-mGAM-p5,2144,2514
A12-e003Coalescence-mGAM-p3,2002,2289
E4-e004Assembly-mGAM-p7,717,814
E3-e004Assembly-mGAM-p3,1994,2346
D5-e004Assembly-mGAM-p5,1029,1346
B5-e003Coalescence-Inoculumn-mGAM,2054,2423
D10-e003Coalescence-mBHI-p5,1092,1307
D10-e003Coalescence-mGAM-p5,2148,2531
B11-e003Assembly-mGAM-p5,1901,2172
B4-e003Coalescence-mGAM-p5,1976,2293
D4-e003Coalescence-mGAM-p5,2140,2523
B5-e003Coalescence-mGAM-p5,2112,2493
B5-e003Coalescence-Inoculumn-mBHI,710,802
C2-e003Coalescence-mGAM-p3,1330,1576
B5-e003Coalescence-mGAM-p7,1903,2227
E5-e004Assembly-mGAM-p7,2054,2458
D5-e003Coalescence-Inoculumn-mGAM,2151,2538
C4-e003Coalescence-mGAM-p5,2110,2510
C5-e003Coalescence-mGAM-p7,2119,2486
C5-e003Coalescence-mBHI-inoculumn-redo,2114,2481
D5-e003Coalescence-mBHI-p5,2120,2514
D4-e003Coalescence-mGAM-p7,2137,2510
E3-e004Assembly-mGAM-p7,1756,2077
C4-e003Coalescence-mGAM-p3,2140,2534
B2-e003Coalescence-Inoculumn-mGAM,1679,1996
D5-e003Coalescence-mGAM-p7,1433,1653
C5-e003Coalescence-mGAM-p3,2142,2511
A3-e003Coalescence-Inoculumn-mGAM,894,1030
D10-e003Assembly-mGAM-p3,637,844
C3-e003Coalescence-mGAM-p5,1850,2300
C10-e003GlycerolRevival-mGAM-p2,1619,1932
A10-e003Coalescence-mGAM-p3,2150,2535
D11-e003Assembly-mGAM-p3,1079,1238
D5-e003Coalescence-Inoculumn-mBHI,2075,2386
B2-e003Coalescence-mGAM-p3,2086,2466
B4-e003Assembly-mBHI-p3,586,847
C11-e003Coalescence-mGAM-p5,2135,2523
D5-e004Assembly-mGAM-p7,2019,2448
D2-e003Coalescence-mGAM-p5,2148,2527
D3-e003Coalescence-mGAM-p3,2100,2473
D3-e003Coalescence-mGAM-p5,2151,2534
C10-e003Coalescence-mGAM-p3,2142,2529
A5-e003Coalescence-mBHI-inoculumn-redo,784,846
B11-e003Assembly-mGAM-p3,1710,2011
C3-e003Coalescence-Inoculumn-mGAM,1821,2212
A3-e003Coalescence-mGAM-p7,1934,2280
D4-e003Coalescence-Inoculumn-mBHI,2138,2535
D10-e003Coalescence-mGAM-p7,2149,2537
C12-e003Coalescence-mGAM-p3,1955,2292
C11-e003Coalescence-mGAM-p3,2151,2537
D5-e004Assembly-mGAM-p3,2020,2443
C10-e003Coalescence-mBHI-p7,1836,2224
C11-e003Coalescence-mBHI-p5,2038,2409
E3-e004Assembly-mGAM-p5,2008,2392
D10-e003Coalescence-mGAM-p3,2132,2516
C4-e004Assembly-mBHI-p3,658,765
C2-e003Coalescence-Inoculumn-mGAM,2048,2464
D11-e003Coalescence-mGAM-p7,2150,2530
D5-e003Coalescence-mGAM-p3,2149,2535
E4-e004Assembly-mGAM-p5,1078,1274
E5-e004Assembly-mGAM-p3,1829,2229
B4-e003Coalescence-Inoculumn-mGAM,2059,2431
A10-e003Coalescence-mGAM-p7,2067,2471
C4-e003Coalescence-Inoculumn-mGAM,2151,2538
D4-e003Coalescence-mGAM-p3,2150,2535
D11-e003Assembly-mGAM-p5,1328,1421
C3-e003Coalescence-mGAM-p7,2111,2507
B11-e003GlycerolRevival-mGAM-p2,1811,2105
B3-e003Coalescence-mGAM-p5,1975,2336
D3-e004Assembly-mGAM-p5,1983,2348
D4-e004Assembly-mGAM-p7,1993,2354
C11-e003Coalescence-mGAM-p7,2146,2534
C11-e003Assembly-mGAM-p3,1939,2187
D10-e003Coalescence-mBHI-p7,995,1194
C11-e003Assembly-mGAM-p5,2079,2389
B10-e003GlycerolRevival-mGAM-p2,813,974
C2-e003Coalescence-mBHI-inoculumn-redo,1571,1949
A8-e003Coalescence-mGAM-p7,1342,1579
C11-e003GlycerolRevival-mGAM-p2,2016,2301
C10-e003Coalescence-mGAM-p5,2146,2535
A5-e003Coalescence-Inoculumn-mGAM,2129,2498
D4-e003Coalescence-Inoculumn-mGAM,1103,1214
C10-e003Coalescence-mBHI-p5,1890,2226
C3-e003Coalescence-mBHI-inoculumn-redo,2116,2509
e004-inoculumn-fecal-AR,1648,1957
B5-e003Coalescence-mGAM-p3,1986,2318
C2-e003Coalescence-mGAM-p5,2120,2509
B8-e003GlycerolRevival-mGAM-p2,859,1013
C8-e003Coalescence-mBHI-p5,1600,2091
B4-e003Coalescence-Inoculumn-mBHI,2111,2504
D2-e003Coalescence-Inoculumn-mGAM,2112,2445
D3-e003Coalescence-Inoculumn-mGAM,2135,2511
C5-e003Coalescence-Inoculumn-mGAM,2148,2537
C4-e003Coalescence-mBHI-p5,2143,2529
BC-Fecal,669,708
e004-inoculumn-fecal-BE,746,942
A11-e003Coalescence-mBHI-p3,1871,2182
A4-e003Coalescence-Inoculumn-mGAM,2125,2526
C10-e003Coalescence-mGAM-p7,2151,2537
A11-e003Coalescence-mGAM-p3,2146,2518
C10-e003Coalescence-mBHI-p3,2055,2444
H111-e003Coalescence-mGAM-p7_S188,2150,2490
H4-e003Coalescence-mGAM-p7_S183,2143,2475
F5-e003Coalescence-mGAM-p5_S64,2128,2488
F5-e003Coalescence-mGAM-p7_S160,2125,2440
E3-e003Coalescence-mGAM-p3_S58,2050,2449
G4-e003Coalescence-mBHI-p5_S27,2134,2533
H111-e003Coalescence-mBHI-p3_S144,2124,2449
G111-e003Coalescence-mGAM-p5_S80,2136,2518
G100-e003Coalescence-mGAM-p3_S179,1954,2365
G111-e003Coalescence-mBHI-p5_S32,2065,2469
H2-e003Coalescence-mGAM-p7_S181,2151,2510
H2-e003Coalescence-mGAM-p5_S85,915,985
G8-e003Coalescence-mGAM-p3_S177,2124,2524
F2-e003Coalescence-mGAM-p7_S157,1982,2342
H3-e003Coalescence-mGAM-p3_S94,2006,2305
H4-e003Coalescence-mGAM-p3_S95,1362,1491
F3-e003Coalescence-mGAM-p3_S70,906,1151
H100-e003Coalescence-mGAM-p7_S187,879,1123
E100-e003Coalescence-mGAM-p3_S155,2123,2517
E3-e003Coalescence-mGAM-p5_S50,2138,2532
F5-e003Coalescence-mGAM-p3_S72,1254,1322
H100-e003Coalescence-mBHI-p5_S43,1917,2244
F2-e003Coalescence-mGAM-p5_S61,2111,2528
H8-e003Coalescence-mBHI-p7_S137,1768,2138
G8-e003Coalescence-mGAM-p5_S77,2129,2530
G100-e003Coalescence-mBHI-p5_S31,1747,2154
H111-e003Coalescence-mGAM-p5_S92,2150,2472
G4-e003Coalescence-mBHI-p3_S35,2118,2527
E8-e003Coalescence-mBHI-p7_S101,1862,2261
H2-e003Coalescence-mGAM-p3_S93,2112,2434
E4-e003Coalescence-mGAM-p5_S51,920,1161
E8-e003Coalescence-mGAM-p3_S153,2131,2529
