,0
B2-e003Coalescence-mBHI-p3,78.0
B3-e003Coalescence-mBHI-p3,540.0
B2-e003Coalescence-mBHI-p5,61.0
C3-e003Coalescence-mGAM-p3,53.0
D3-e003Coalescence-Inoculumn-mBHI,130.0
C3-e003Coalescence-mBHI-p7,6.0
B5-e003Coalescence-Inoculumn-mBHI,73.0
A3-e003Coalescence-mBHI-inoculumn-redo,19.0
D3-e003Assembly-mBHI-p5,12.0
C3-e003Coalescence-mBHI-p5,66.0
B3-e003Assembly-mBHI-p5,15.0
B2-e003Coalescence-mGAM-p3,60.0
B3-e003Coalescence-Inoculumn-mBHI,113.0
A3-e003Coalescence-mGAM-p7,7.0
B3-e003Coalescence-mBHI-p7,61.0
C2-e004Assembly-mBHI-p7,17.0
C3-e003GlycerolRevival-mBHI-p2,13.0
B3-e003Coalescence-mGAM-p5,15.0
B3-e003Coalescence-mBHI-p5,33.0
B2-e003Coalescence-Inoculumn-mBHI,16.0
A3-e003Coalescence-mBHI-p3,79.0
C3-e003Coalescence-mBHI-inoculumn-redo,66.0
B2-e004Assembly-mBHI-p7,7.0
B4-e003Coalescence-Inoculumn-mBHI,36.0
B2-e004Assembly-mBHI-p5,13.0
B4-e004Assembly-mBHI-p7,8.0
B2-e003Coalescence-mBHI-p7,22.0
B4-e003Coalescence-mBHI-p3,38.0
E3-e003Coalescence-mGAM-p3_S58,59.0
E3-e003Coalescence-mBHI-p3_S10,132.0
F2-e003Coalescence-mGAM-p7_S157,56.0
E3-e003Coalescence-mGAM-p5_S50,52.0
F2-e003Coalescence-mGAM-p5_S61,17.0
G3-e003Coalescence-mBHI-p3_S34,27.0
G3-e003Coalescence-mBHI-p5_S26,20.0
F2-e003Coalescence-mBHI-p3_S21,26.0
F3-e003Coalescence-mBHI-p3_S22,129.0
F4-e003Coalescence-mGAM-p5_S63,51.0
F3-e003Coalescence-mBHI-p5_S14,83.0
E3-e003Coalescence-mGAM-p7_S146,35.0
F3-e003Coalescence-mGAM-p5_S62,52.0
E3-e003Coalescence-mBHI-p5_S2,80.0
G3-e003Coalescence-mGAM-p3_S82,78.0
F3-e003Coalescence-mGAM-p7_S158,68.0
F3-e003Coalescence-mBHI-p7_S110,65.0
F2-e003Coalescence-mBHI-p5_S13,175.0
F4-e003Coalescence-mBHI-p3_S23,56.0
F4-e003Coalescence-mGAM-p3_S71,28.0
F4-e003Coalescence-mGAM-p7_S159,94.0
