,A2-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A2-e003Coalescence-mBHI-inoculumn-redo,0.9998027249104571,0.001009929951504888
D5-e003Coalescence-Inoculumn-mBHI,0.0005865580448065174,0.9994837194981142
A5-e003Coalescence-Inoculumn-mBHI,0.20891439005548143,0.7569154029712878
A5-e003Coalescence-mBHI-inoculumn-redo,0.2121356836856521,0.7704102070664307
A5-e003Coalescence-mBHI-p3,0.9760969871479739,0.018181741205449936
A5-e003Coalescence-mBHI-p7,0.96649083503055,0.029696097298129498
A5-e003Coalescence-mGAM-p3,0.8768878432474192,0.10074590100839043
D2-e003Coalescence-Inoculumn-mBHI,0.32881585785518647,0.6427423600954507
D2-e003Coalescence-mBHI-p3,0.9489900976192147,0.04577368947733048
D2-e003Coalescence-mBHI-p5,0.9786823512887141,0.019094142098375812
D2-e003Coalescence-mBHI-p7,0.948694149870075,0.03158825340620429
D2-e003Coalescence-mGAM-p5,0.9621606854413933,0.033201678084827976
E5-e003Coalescence-mBHI-p3_S12,0.9555968818034973,0.03472280809791396
E5-e003Coalescence-mBHI-p5_S4,0.9685512325303743,0.016499114771765085
E5-e003Coalescence-mBHI-p7_S100,0.9793593651239554,0.0042009852975136664
E5-e003Coalescence-mGAM-p3_S60,0.8299137579886228,0.10026595335232084
E5-e003Coalescence-mGAM-p5_S52,0.9408435985673151,0.03862558694480796
E5-e003Coalescence-mGAM-p7_S148,0.9822875904206756,0.008719959972288515
H2-e003Coalescence-mBHI-p3_S45,0.9289849708546948,0.057250712031406366
H2-e003Coalescence-mBHI-p7_S133,0.9482532481213568,0.039931260103148354
H2-e003Coalescence-mGAM-p3_S93,0.8749511903925837,0.09857116465245169
H2-e003Coalescence-mGAM-p5_S85,0.9164492590771823,0.007518127934724039
H2-e003Coalescence-mGAM-p7_S181,0.9936308729545615,0.0011884381494881074
