,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,6477.0,12377.0
B11-e003Coalescence-mGAM-p3,11011.0,21766.0
B11-e003Coalescence-mGAM-p7,380.0,661.0
B5-e003Coalescence-Inoculumn-mGAM,2763.0,5559.0
D3-e003Coalescence-Inoculumn-mGAM,231.0,376.0
D9-e003Coalescence-mBHI-p3,729.0,1378.0
D9-e003Coalescence-mBHI-p5,7782.0,15142.0
D9-e003Coalescence-mBHI-p7,6942.0,13495.0
D9-e003Coalescence-mGAM-p3,478.0,857.0
D9-e003Coalescence-mGAM-p5,731.0,1413.0
D9-e003Coalescence-mGAM-p7,7092.0,14248.0
F111-e003Coalescence-mBHI-p3_S120,4552.0,9134.0
F111-e003Coalescence-mBHI-p5_S20,2372.0,4556.0
F111-e003Coalescence-mBHI-p7_S116,4157.0,8989.0
F111-e003Coalescence-mGAM-p3_S168,1045.0,2328.0
F111-e003Coalescence-mGAM-p5_S68,130.0,241.0
F111-e003Coalescence-mGAM-p7_S164,1332.0,2956.0
H9-e003Coalescence-mBHI-p5_S42,8731.0,18010.0
H9-e003Coalescence-mBHI-p7_S138,3577.0,7550.0
H9-e003Coalescence-mGAM-p3_S190,617.0,1353.0
H9-e003Coalescence-mGAM-p5_S90,2265.0,4820.0
H9-e003Coalescence-mGAM-p7_S186,5602.0,11870.0
