,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,0.40900000000000003,0.871
B4-e003Coalescence-mBHI-p3,1.0,1.0
B4-e003Coalescence-mGAM-p5,1.0,1.0
C3-e003Coalescence-mBHI-inoculumn-redo,0.30800000000000005,0.731
C3-e003Coalescence-mBHI-p5,0.0,1.0
C3-e003Coalescence-mBHI-p7,0.0,1.0
C3-e003Coalescence-mGAM-p3,,1.0
C3-e003Coalescence-mGAM-p5,,0.0
C3-e003Coalescence-mGAM-p7,1.0,0.0
F4-e003Coalescence-mBHI-p3_S23,0.625,1.0
F4-e003Coalescence-mBHI-p5_S15,1.0,0.429
F4-e003Coalescence-mBHI-p7_S111,0.5,0.4
F4-e003Coalescence-mGAM-p3_S71,0.0,1.0
F4-e003Coalescence-mGAM-p7_S159,0.0,0.0
G3-e003Coalescence-mBHI-p3_S34,0.0,0.842
G3-e003Coalescence-mBHI-p5_S26,1.0,0.0
G3-e003Coalescence-mBHI-p7_S122,0.364,0.519
G3-e003Coalescence-mGAM-p3_S82,,1.0
G3-e003Coalescence-mGAM-p5_S74,0.44399999999999995,0.333
