,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B3-e003Coalescence-Inoculumn-mBHI,0.934028388928318,0.7389179954441913
C4-e003Coalescence-mBHI-inoculumn-redo,0.6759070262597586,0.9717289293849658
B4-e003Coalescence-Inoculumn-mBHI,0.8447629524485452,0.8461571753986332
B4-e003Coalescence-mBHI-p3,0.9440418736692692,0.9242870159453301
B4-e003Coalescence-mGAM-p5,0.9921973030518096,0.9808929384965831
C3-e003Coalescence-mBHI-inoculumn-redo,0.8511263307310148,0.8538086560364465
C3-e003Coalescence-mBHI-p5,0.944096522356281,0.9392938496583144
C3-e003Coalescence-mBHI-p7,0.9644237047551455,0.958134396355353
C3-e003Coalescence-mGAM-p3,0.9968254080908446,0.9965535307517085
C3-e003Coalescence-mGAM-p5,0.9980078069552875,0.9938132118451025
C3-e003Coalescence-mGAM-p7,0.9997139815471966,0.9992209567198178
F4-e003Coalescence-mBHI-p3_S23,0.9209119943222144,0.9042824601366743
F4-e003Coalescence-mBHI-p5_S15,0.8939148332150462,0.890004555808656
F4-e003Coalescence-mBHI-p7_S111,0.7324485450674237,0.7285763097949887
F4-e003Coalescence-mGAM-p3_S71,0.9931774308019872,0.9922665148063782
F4-e003Coalescence-mGAM-p5_S63,0.9849020581973029,0.9919293849658314
F4-e003Coalescence-mGAM-p7_S159,0.9908573456352022,0.9921412300683372
G3-e003Coalescence-mBHI-p3_S34,0.9287792760823279,0.9377995444191343
G3-e003Coalescence-mBHI-p5_S26,0.7346295244854506,0.7488337129840547
G3-e003Coalescence-mBHI-p7_S122,0.515653655074521,0.5172756264236902
G3-e003Coalescence-mGAM-p3_S82,0.9800958126330731,0.9788906605922552
G3-e003Coalescence-mGAM-p5_S74,0.9986493967352734,0.9875148063781322
