,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
A_C12_C5_AF_AE_mBHI_mBHI_4_S36,7476,7263
A_C4_C5_AF_AE_mBHI_mBHI_2_S28,7389,7081
A_D11_D4_AE_AF_mBHI_mBHI_4_S47,5722,5464
A_D3_D4_AE_AF_mBHI_mBHI_2_S39,4586,4347
A_G4_C5_AF_AE_mBHI_mGAM_2_S76,7549,7327
A_H11_D4_AE_AF_mBHI_mGAM_4_S95,7554,7329
A_H3_D4_AE_AF_mBHI_mGAM_2_S87,7560,7333
B_G4_G5_AF_AE_mBHI_mGAM_2_S172,7500,7298
B_H3_H4_AE_AF_mBHI_mGAM_2_S183,7544,7322
C5-e003Coalescence-mBHI-inoculumn-redo,7560,7327
C5-e003Coalescence-mBHI-p1_S742,5130,5112
C5-e003Coalescence-mBHI-p5,7340,7130
C5-e003Coalescence-mBHI-p7,7546,7320
C5-e003Coalescence-mGAM-p1_S746,7351,7146
C5-e003Coalescence-mGAM-p3,7563,7333
C5-e003Coalescence-mGAM-p7,7562,7330
C_C4_C5_AF_AE_mBHI_mBHI_6_S220,6931,6754
C_D11_H4_AE_AF_mBHI_mBHI_4_S239,7364,7105
C_D3_D4_AE_AF_mBHI_mBHI_6_S231,6691,6504
C_G12_G5_AF_AE_mBHI_mGAM_4_S276,7556,7330
C_G4_C5_AF_AE_mBHI_mGAM_6_S268,7333,7127
C_H11_H4_AE_AF_mBHI_mGAM_4_S287,7511,7278
C_H3_D4_AE_AF_mBHI_mGAM_6_S279,7281,7042
Coalescence-D2-C5-AE-AF-mBHI-mGAM-5_S657,7461,7243
D4-e003Coalescence-Inoculumn-mBHI,7563,7333
D4-e003Coalescence-mBHI-p1_S735,7478,7256
D4-e003Coalescence-mBHI-p3,3094,2975
D4-e003Coalescence-mBHI-p5,2197,2183
D4-e003Coalescence-mBHI-p7,6430,6182
D4-e003Coalescence-mGAM-p1_S739,7551,7331
D4-e003Coalescence-mGAM-p3,7562,7333
D4-e003Coalescence-mGAM-p5,7563,7332
D4-e003Coalescence-mGAM-p7,7563,7333
D_C4_C5_AF_AE_mBHI_mBHI_6_S316,3802,3673
D_D3_D4_AE_AF_mBHI_mBHI_6_S327,4330,4128
D_G4_C5_AF_AE_mBHI_mGAM_6_S364,5081,4998
D_H3_D4_AE_AF_mBHI_mGAM_6_S375,7557,7327
G5-e003Coalescence-mBHI-p1_S806,5883,5782
G5-e003Coalescence-mBHI-p3_S36,1969,1958
G5-e003Coalescence-mBHI-p5_S28,7460,7239
G5-e003Coalescence-mBHI-p7_S124,7406,7172
G5-e003Coalescence-mGAM-p1_S810,7537,7306
G5-e003Coalescence-mGAM-p3_S84,7543,7332
G5-e003Coalescence-mGAM-p5_S76,7559,7331
G5-e003Coalescence-mGAM-p7_S172,7559,7331
H4-e003Coalescence-mBHI-p1_S799,7413,7206
H4-e003Coalescence-mBHI-p3_S47,7108,6794
H4-e003Coalescence-mBHI-p5_S39,6232,5799
H4-e003Coalescence-mBHI-p7_S135,6056,5921
H4-e003Coalescence-mGAM-p1_S803,7447,7234
H4-e003Coalescence-mGAM-p3_S95,7345,7153
H4-e003Coalescence-mGAM-p5_S87,7301,6992
H4-e003Coalescence-mGAM-p7_S183,7487,7249
