,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,8079,8317
B5-e003Coalescence-Inoculumn-mBHI,7799,7956
B5-e003Coalescence-mBHI-p1_S741,7744,8034
B5-e003Coalescence-mBHI-p3,6969,7149
B5-e003Coalescence-mBHI-p5,4759,4943
B5-e003Coalescence-mBHI-p7,7246,7430
B5-e003Coalescence-mGAM-p1_S745,8042,8311
B5-e003Coalescence-mGAM-p3,8041,8256
B5-e003Coalescence-mGAM-p5,7942,8168
B5-e003Coalescence-mGAM-p7,8019,8207
B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,7692,8021
B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,8084,8330
Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,8057,8271
Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,8081,8327
D3-e003Coalescence-Inoculumn-mBHI,8076,8316
D3-e003Coalescence-mBHI-p1_S727,7790,8052
D3-e003Coalescence-mBHI-p5,4111,4213
D3-e003Coalescence-mBHI-p7,8021,8251
D3-e003Coalescence-mGAM-p1_S731,8076,8330
D3-e003Coalescence-mGAM-p3,8063,8310
D3-e003Coalescence-mGAM-p5,8084,8326
F5-e003Coalescence-mBHI-p1_S805,7449,7621
F5-e003Coalescence-mBHI-p3_S24,7239,7378
F5-e003Coalescence-mBHI-p5_S16,3901,3906
F5-e003Coalescence-mBHI-p7_S112,6975,6999
F5-e003Coalescence-mGAM-p1_S809,8066,8328
F5-e003Coalescence-mGAM-p3_S72,7574,7760
F5-e003Coalescence-mGAM-p5_S64,8073,8312
F5-e003Coalescence-mGAM-p7_S160,8071,8317
H3-e003Coalescence-mBHI-p1_S791,7873,8120
H3-e003Coalescence-mBHI-p3_S46,7752,7978
H3-e003Coalescence-mBHI-p5_S38,6060,6236
H3-e003Coalescence-mBHI-p7_S134,6279,6190
H3-e003Coalescence-mGAM-p3_S94,8025,8241
H3-e003Coalescence-mGAM-p5_S86,8041,8267
H3-e003Coalescence-mGAM-p7_S182,6666,6870
