,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p1_S765,8665,8381
B10-e003Coalescence-mBHI-p3,11336,11451
B10-e003Coalescence-mBHI-p5,10485,10737
B10-e003Coalescence-mGAM-p1_S769,11474,11525
B10-e003Coalescence-mGAM-p3,11477,11553
B10-e003Coalescence-mGAM-p7,11358,11482
B4-e003Coalescence-Inoculumn-mGAM,11477,11553
B_C10_C9_ACPP_AE_mGAM_mBHI_4_S130,10633,10897
B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,11478,11552
B_G6_G9_ACPP_AE_mGAM_mGAM_2_S174,11382,11514
C3-e003Coalescence-Inoculumn-mGAM,11478,11553
C9-e003Coalescence-mBHI-p1_S758,11170,10982
C9-e003Coalescence-mBHI-p3,11384,11493
C9-e003Coalescence-mBHI-p5,10762,11039
C9-e003Coalescence-mBHI-p7,7410,7925
C9-e003Coalescence-mGAM-p1_S762,11477,11548
C9-e003Coalescence-mGAM-p3,11477,11553
C9-e003Coalescence-mGAM-p5,11478,11553
C9-e003Coalescence-mGAM-p7,11478,11553
Coalescence-A4-B10-ACPP-AE-mGAM-mBHI-7_S623,10118,10618
Coalescence-B10-G9-ACPP-AE-mGAM-mBHI-7_S641,10887,11124
Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,11477,11553
Coalescence-F5-F10-ACPP-AE-mGAM-mBHI-3_S684,11096,11298
F10-e003Coalescence-mBHI-p1_S829,6720,6293
F10-e003Coalescence-mGAM-p1_S833,11477,11536
F100-e003Coalescence-mBHI-p7_S115,10602,10886
F100-e003Coalescence-mGAM-p3_S167,11024,11337
F100-e003Coalescence-mGAM-p5_S67,11045,11313
F100-e003Coalescence-mGAM-p7_S163,11445,11545
G9-e003Coalescence-mBHI-p1_S822,8059,7565
G9-e003Coalescence-mBHI-p3_S130,9209,9707
G9-e003Coalescence-mBHI-p5_S30,9673,10031
G9-e003Coalescence-mGAM-p1_S826,11478,11547
G9-e003Coalescence-mGAM-p3_S178,11474,11552
G9-e003Coalescence-mGAM-p5_S78,11428,11539
G9-e003Coalescence-mGAM-p7_S174,11448,11543
