,sample,boot_med,boot_low,boot_high,actual_med
0,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,0.483,0.48,0.487,0.483
1,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,0.778,0.778,0.786,0.778
2,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,0.571,0.571,0.583,0.571
3,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,0.6,0.583,0.6,0.6
4,A_G4_C5_AF_AE_mBHI_mGAM_2_S76,0.233,0.231,0.235,0.233
5,A_H11_D4_AE_AF_mBHI_mGAM_4_S95,0.319,0.316,0.321,0.319
6,A_H3_D4_AE_AF_mBHI_mGAM_2_S87,0.248,0.246,0.25,0.248
7,B_G4_G5_AF_AE_mBHI_mGAM_2_S172,0.21399999999999997,0.211,0.21599999999999997,0.21399999999999997
8,B_H3_H4_AE_AF_mBHI_mGAM_2_S183,0.339,0.338,0.341,0.339
9,C5-e003Coalescence-mBHI-inoculumn-redo,0.526,0.524,0.529,0.526
10,C5-e003Coalescence-mBHI-p1_S742,0.4,0.4,0.41700000000000004,0.4
11,C5-e003Coalescence-mBHI-p5,0.444,0.44399999999999995,0.45499999999999996,0.444
12,C5-e003Coalescence-mBHI-p7,0.429,0.428925,0.43200000000000005,0.429
13,C5-e003Coalescence-mGAM-p1_S746,0.464,0.46199999999999997,0.471,0.464
14,C5-e003Coalescence-mGAM-p3,0.125,0.124,0.126,0.125
15,C5-e003Coalescence-mGAM-p7,0.575,0.571,0.578,0.575
16,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,0.44399999999999995,0.42900000000000005,0.444,0.44399999999999995
17,C_D11_H4_AE_AF_mBHI_mBHI_4_S239,0.615,0.611,0.619,0.615
18,C_D3_D4_AE_AF_mBHI_mBHI_6_S231,0.571,0.571,0.579,0.571
19,C_G12_G5_AF_AE_mBHI_mGAM_4_S276,0.205,0.203,0.207,0.205
20,C_G4_C5_AF_AE_mBHI_mGAM_6_S268,0.43799999999999994,0.42900000000000005,0.44,0.43799999999999994
21,C_H11_H4_AE_AF_mBHI_mGAM_4_S287,0.509,0.5,0.512,0.509
22,C_H3_D4_AE_AF_mBHI_mGAM_6_S279,0.647,0.643,0.65,0.647
23,Coalescence-D2-C5-AE-AF-mBHI-mGAM-5_S657,0.391,0.389,0.4,0.391
24,D4-e003Coalescence-Inoculumn-mBHI,0.534,0.532,0.5369999999999999,0.534
25,D4-e003Coalescence-mBHI-p1_S735,0.435,0.429,0.438,0.435
26,D4-e003Coalescence-mBHI-p3,0.6,0.571,0.6,0.6
27,D4-e003Coalescence-mBHI-p7,0.667,0.643,0.667,0.667
28,D4-e003Coalescence-mGAM-p1_S739,0.413,0.41,0.415,0.413
29,D4-e003Coalescence-mGAM-p3,0.202,0.20099999999999996,0.203,0.202
30,D4-e003Coalescence-mGAM-p5,0.547,0.544,0.549,0.547
31,D4-e003Coalescence-mGAM-p7,0.489,0.487,0.492,0.489
32,D_C4_C5_AF_AE_mBHI_mBHI_6_S316,0.583,0.571,0.6,0.583
33,D_D3_D4_AE_AF_mBHI_mBHI_6_S327,0.5,0.5,0.5,0.5
34,D_G4_C5_AF_AE_mBHI_mGAM_6_S364,0.385,0.375,0.4,0.385
35,D_H3_D4_AE_AF_mBHI_mGAM_6_S375,0.509,0.507,0.511,0.509
36,G5-e003Coalescence-mBHI-p1_S806,0.429,0.429,0.438,0.429
37,G5-e003Coalescence-mBHI-p5_S28,0.588,0.583,0.591,0.588
38,G5-e003Coalescence-mBHI-p7_S124,0.622,0.615,0.625,0.622
39,G5-e003Coalescence-mGAM-p1_S810,0.444,0.441,0.448,0.444
40,G5-e003Coalescence-mGAM-p3_S84,0.093,0.092,0.094,0.093
41,G5-e003Coalescence-mGAM-p5_S76,0.264,0.262,0.266,0.264
42,G5-e003Coalescence-mGAM-p7_S172,0.625,0.623,0.629,0.625
43,H4-e003Coalescence-mBHI-p1_S799,0.45,0.444,0.455,0.45
44,H4-e003Coalescence-mBHI-p3_S47,0.692,0.688,0.7,0.692
45,H4-e003Coalescence-mBHI-p5_S39,0.75,0.75,0.762,0.75
46,H4-e003Coalescence-mBHI-p7_S135,0.438,0.429,0.444,0.438
47,H4-e003Coalescence-mGAM-p1_S803,0.364,0.36,0.368,0.364
48,H4-e003Coalescence-mGAM-p3_S95,0.3,0.296,0.30400000000000005,0.3
49,H4-e003Coalescence-mGAM-p5_S87,0.8,0.789,0.8,0.8
50,H4-e003Coalescence-mGAM-p7_S183,0.688,0.684,0.692,0.688
