,sample,boot_med,boot_low,boot_high,actual_med
0,A11-e003Coalescence-mBHI-p1_S772,0.647,0.645,0.65,0.647
1,A11-e003Coalescence-mBHI-p3,0.904,0.904,0.905,0.904
2,A11-e003Coalescence-mBHI-p5,0.895,0.889,0.9,0.895
3,A11-e003Coalescence-mBHI-p7,0.929,0.923,0.929,0.929
4,A11-e003Coalescence-mGAM-p1_S776,0.643,0.636,0.643,0.643
5,A11-e003Coalescence-mGAM-p3,0.916,0.915,0.917,0.916
6,A11-e003Coalescence-mGAM-p7,0.9,0.9,0.9,0.9
7,A5-e003Coalescence-Inoculumn-mGAM,0.512,0.51,0.514,0.512
8,A8-e003Coalescence-mBHI-p1_S748,0.0025723066344440614,0.002392296498846774,0.002754423839678314,0.002575179678783633
9,A8-e003Coalescence-mBHI-p3,8.204492415402567e-05,6.075402427259285e-05,0.00010491944467847054,8.206587153955574e-05
10,A8-e003Coalescence-mBHI-p5,0.004211315948840207,0.003960179643149848,0.004473677030937388,0.004205970027359222
11,A8-e003Coalescence-mBHI-p7,0.00010916831938986347,8.582442359444322e-05,0.00013401408632311563,0.00010919017288444041
12,A8-e003Coalescence-mGAM-p1_S752,0.00026045505921666915,0.00021123454618890915,0.00030999999324877065,0.0002605222734254992
13,A8-e003Coalescence-mGAM-p7,0.00021397156728075398,0.00018386920964609201,0.0002441658108477517,0.00021398722507353732
14,A_A5_A8_AA_AA_mGAM_mBHI_2_S5,0.0002463931906709436,0.00020754664011159426,0.00029136843427403304,0.00024843405094119854
15,A_A8_A11_AF_AA_mGAM_mBHI_2_S8,0.933,0.933,0.935,0.933
16,A_D5_D8_AA_AF_mGAM_mBHI_2_S41,0.952,0.951,0.952,0.952
17,A_D8_D11_AF_AF_mGAM_mBHI_2_S44,0.9993272932305275,0.999297210507993,0.9993605338924616,0.9993277334129315
18,A_E5_A8_AA_AA_mGAM_mGAM_2_S53,0.0002905237758168796,0.00026981764717535193,0.00030988585083015826,0.0002896156166904044
