,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,11751,26542
A9-e003Coalescence-mBHI-p1_S756,11488,26061
A9-e003Coalescence-mBHI-p3,11754,26535
A9-e003Coalescence-mBHI-p5,10004,21875
A9-e003Coalescence-mBHI-p7,11750,26486
A9-e003Coalescence-mGAM-p1_S760,11756,26543
A9-e003Coalescence-mGAM-p5,11761,26553
A9-e003Coalescence-mGAM-p7,11632,26287
B2-e003Coalescence-Inoculumn-mGAM,11761,26554
B8-e003Coalescence-mBHI-p1_S749,9916,22313
B8-e003Coalescence-mBHI-p5,11636,26159
B8-e003Coalescence-mBHI-p7,5020,10989
B8-e003Coalescence-mGAM-p1_S753,11717,26433
B8-e003Coalescence-mGAM-p5,11755,26545
B8-e003Coalescence-mGAM-p7,11760,26546
B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,11627,26082
B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,11757,26539
B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,11757,26504
Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,11758,26547
Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,11756,26498
Coalescence-E2-B8-AA-ACPP-mGAM-mGAM-3_S669,6740,14241
E9-e003Coalescence-mBHI-p1_S820,11591,26214
E9-e003Coalescence-mBHI-p5_S6,11323,24984
E9-e003Coalescence-mBHI-p7_S102,11378,25284
E9-e003Coalescence-mGAM-p1_S824,11706,26420
E9-e003Coalescence-mGAM-p3_S154,11759,26530
E9-e003Coalescence-mGAM-p5_S54,11691,26217
E9-e003Coalescence-mGAM-p7_S150,3700,7263
F8-e003Coalescence-mBHI-p1_S813,4654,10138
F8-e003Coalescence-mBHI-p3_S117,10833,23642
F8-e003Coalescence-mBHI-p5_S17,11247,24740
F8-e003Coalescence-mBHI-p7_S113,9992,21550
F8-e003Coalescence-mGAM-p1_S817,11737,26491
F8-e003Coalescence-mGAM-p3_S165,5881,10824
F8-e003Coalescence-mGAM-p5_S65,11746,26441
F8-e003Coalescence-mGAM-p7_S161,11574,25798
