,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p1_S772,12107,27576
A11-e003Coalescence-mBHI-p3,12178,27694
A11-e003Coalescence-mBHI-p5,11885,26822
A11-e003Coalescence-mBHI-p7,11184,25085
A11-e003Coalescence-mGAM-p1_S776,11780,26735
A11-e003Coalescence-mGAM-p3,12178,27705
A11-e003Coalescence-mGAM-p7,11980,27240
A5-e003Coalescence-Inoculumn-mGAM,12174,27720
A_A8_A11_AF_AA_mGAM_mBHI_2_S8,12162,27586
A_D5_D8_AA_AF_mGAM_mBHI_2_S41,12176,27615
A_E8_A11_AF_AA_mGAM_mGAM_2_S56,12159,27553
A_H5_D8_AA_AF_mGAM_mGAM_2_S89,12133,27407
B_A12_A11_AF_AA_mGAM_mBHI_4_S108,12173,27649
B_A8_E11_AF_AA_mGAM_mBHI_2_S104,8038,17014
B_D5_H8_AA_AF_mGAM_mBHI_2_S137,7217,15521
B_E12_A11_AF_AA_mGAM_mGAM_4_S156,12139,27511
B_E8_E11_AF_AA_mGAM_mGAM_2_S152,12164,27481
B_H5_H8_AA_AF_mGAM_mGAM_2_S185,12177,27614
B_H9_D8_AA_AF_mGAM_mGAM_4_S189,12033,27180
C_D5_D8_AA_AF_mGAM_mBHI_6_S233,12173,27678
C_E8_A11_AF_AA_mGAM_mGAM_6_S248,12181,27718
C_H5_D8_AA_AF_mGAM_mGAM_6_S281,11877,26629
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,12173,27628
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,12165,27611
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,12172,27685
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,12172,27627
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,12182,27713
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,12179,27698
D2-e003Coalescence-Inoculumn-mGAM,12166,27696
D8-e003Coalescence-mBHI-p1_S751,11891,27051
D8-e003Coalescence-mBHI-p5,12076,27451
D8-e003Coalescence-mGAM-p1_S755,12175,27706
D8-e003Coalescence-mGAM-p5,12158,27608
D_A12_E11_AF_AA_mGAM_mBHI_4_S300,12181,27699
D_A8_A11_AF_AA_mGAM_mBHI_6_S296,12179,27702
D_D5_D8_AA_AF_mGAM_mBHI_6_S329,12154,27561
D_E12_E11_AF_AA_mGAM_mGAM_4_S348,12174,27661
D_E8_A11_AF_AA_mGAM_mGAM_6_S344,12177,27678
D_H5_D8_AA_AF_mGAM_mGAM_6_S377,12180,27688
D_H9_H8_AA_AF_mGAM_mGAM_4_S381,12095,27246
E11-e003Coalescence-mBHI-p1_S836,12175,27710
E11-e003Coalescence-mGAM-p1_S840,12174,27708
E111-e003Coalescence-mBHI-p3_S108,11744,26244
E111-e003Coalescence-mBHI-p5_S8,12036,27106
E111-e003Coalescence-mBHI-p7_S104,12170,27543
E111-e003Coalescence-mGAM-p5_S56,12128,27350
H8-e003Coalescence-mBHI-p1_S815,12105,27617
H8-e003Coalescence-mBHI-p5_S41,12137,27415
H8-e003Coalescence-mBHI-p7_S137,12157,27462
H8-e003Coalescence-mGAM-p1_S819,12165,27705
H8-e003Coalescence-mGAM-p5_S89,12139,27294
H8-e003Coalescence-mGAM-p7_S185,12174,27659
