,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p1_S773,5791,5581
B11-e003Coalescence-mBHI-p3,9705,9695
B11-e003Coalescence-mGAM-p3,10450,10407
B11-e003Coalescence-mGAM-p7,10373,10346
B5-e003Coalescence-Inoculumn-mGAM,10451,10407
B_D10_D9_ACPP_AF_mGAM_mBHI_4_S142,9046,9001
B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,9331,9540
B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,10398,10388
Coalescence-C11-B11-ACPP-AF-mGAM-mBHI-5_S654,10402,10357
Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,10451,10406
D3-e003Coalescence-Inoculumn-mGAM,10450,10407
D9-e003Coalescence-mBHI-p1_S759,6601,6582
D9-e003Coalescence-mBHI-p5,9095,9156
D9-e003Coalescence-mBHI-p7,8346,8398
D9-e003Coalescence-mGAM-p1_S763,10450,10404
D9-e003Coalescence-mGAM-p3,10443,10401
D9-e003Coalescence-mGAM-p5,10447,10406
D9-e003Coalescence-mGAM-p7,10439,10404
F11-e003Coalescence-mBHI-p1_S837,8015,7878
F11-e003Coalescence-mGAM-p1_S841,10421,10364
F111-e003Coalescence-mBHI-p3_S120,5697,5766
F111-e003Coalescence-mBHI-p5_S20,2813,2863
F111-e003Coalescence-mBHI-p7_S116,8283,8141
F111-e003Coalescence-mGAM-p3_S168,10233,10287
F111-e003Coalescence-mGAM-p5_S68,10179,10213
F111-e003Coalescence-mGAM-p7_S164,9801,9898
H9-e003Coalescence-mBHI-p1_S823,10146,10094
H9-e003Coalescence-mBHI-p5_S42,9735,9720
H9-e003Coalescence-mBHI-p7_S138,3716,3840
H9-e003Coalescence-mGAM-p1_S827,10448,10407
H9-e003Coalescence-mGAM-p3_S190,10191,10246
H9-e003Coalescence-mGAM-p5_S90,10391,10369
H9-e003Coalescence-mGAM-p7_S186,10374,10357
