,A2-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A10-e003Coalescence-mBHI-p1_S764,12098,27736
A10-e003Coalescence-mBHI-p5,8475,19111
A10-e003Coalescence-mBHI-p7,10348,23026
A10-e003Coalescence-mGAM-p1_S768,12105,27845
A10-e003Coalescence-mGAM-p3,12118,27921
A10-e003Coalescence-mGAM-p7,12117,27896
A4-e003Coalescence-Inoculumn-mGAM,12119,27926
A8-e003Coalescence-mBHI-p1_S748,11277,27060
A8-e003Coalescence-mBHI-p3,11797,27666
A8-e003Coalescence-mBHI-p5,11131,26426
A8-e003Coalescence-mBHI-p7,11818,27764
A8-e003Coalescence-mGAM-p1_S752,11450,27447
A8-e003Coalescence-mGAM-p7,11815,27760
A_A5_A8_AA_AA_mGAM_mBHI_2_S5,11587,27619
A_C5_C8_AA_AE_mGAM_mBHI_2_S29,11924,27152
A_E5_A8_AA_AA_mGAM_mGAM_2_S53,11706,27866
A_G5_C8_AA_AE_mGAM_mGAM_2_S77,12119,27909
B_A11_A10_AE_AA_mGAM_mBHI_4_S107,12047,27535
B_A5_E8_AA_AA_mGAM_mBHI_2_S101,11509,27494
B_A7_E10_AE_AA_mGAM_mBHI_2_S103,12022,27453
B_A9_A8_AA_AA_mGAM_mBHI_4_S105,11296,27375
B_C11_C10_AE_AE_mGAM_mBHI_4_S131,11626,26154
B_C7_G10_AE_AE_mGAM_mBHI_2_S127,11906,26957
B_C9_C8_AA_AE_mGAM_mBHI_4_S129,8521,18292
B_E11_A10_AE_AA_mGAM_mGAM_4_S155,12085,27600
B_E5_E8_AA_AA_mGAM_mGAM_2_S149,11622,27819
B_E7_E10_AE_AA_mGAM_mGAM_2_S151,12118,27913
B_E9_A8_AA_AA_mGAM_mGAM_4_S153,11918,27594
B_G11_C10_AE_AE_mGAM_mGAM_4_S179,12116,27877
B_G5_G8_AA_AE_mGAM_mGAM_2_S173,12081,27587
B_G7_G10_AE_AE_mGAM_mGAM_2_S175,12119,27912
B_G9_C8_AA_AE_mGAM_mGAM_4_S177,12109,27875
C10-e003Coalescence-mBHI-p3,11841,26993
C10-e003Coalescence-mBHI-p5,11879,27149
C10-e003Coalescence-mBHI-p7,11793,27043
C10-e003Coalescence-mGAM-p1_S770,12096,27763
C10-e003Coalescence-mGAM-p3,12109,27840
C10-e003Coalescence-mGAM-p5,12119,27904
