,0
e004-inoculumn-fecal-BD,8.0
B5-e004Assembly-mBHI-p7,4.0
e004-inoculumn-fecal-AK,4.0
e003-inoculumn-fecal-AA,6.0
B11-e003Coalescence-mGAM-p3,4.0
E5-e004Assembly-mGAM-p5,4.0
D9-e003Coalescence-mGAM-p7,4.0
BB-Fecal,28.0
Coalescence-H12-AA-fecal-0_S715,77.0
BF-Fecal,22.0
AM-Fecal,160.0
e003-inoculumn-fecal-inoculumn,8.0
e003-inoculumn-fecal-AC,7.0
D5-e004Assembly-mGAM-p7,4.0
BG-Fecal,7.0
D5-e004Assembly-mGAM-p3,7.0
e004-inoculumn-fecal-AR,73.0
BK-Fecal,19.0
e003-inoculumn-fecal-AE,35.0
BC-Fecal,42.0
e004-inoculumn-fecal-BE,58.0
BA-Fecal,7.0
e003-inoculumn-fecal-AF,6.0
