,index,fixed_diffs,comparisons,sample1,species_id
0,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,0,1298944,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
1,A_A12_A5_AF_AA_mBHI_mBHI_4_S12,0,1298639,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
2,A_C2_C3_ACPP_AE_mBHI_mBHI_2_S26,0,1279718,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
3,A_C4_C5_AF_AE_mBHI_mBHI_2_S28,0,1298212,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
4,A_C10_C3_ACPP_AE_mBHI_mBHI_4_S34,1,1299374,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
5,A_C12_C5_AF_AE_mBHI_mBHI_4_S36,0,1084682,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
6,A_D1_D2_AA_AF_mBHI_mBHI_2_S37,0,1251568,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
7,A_D2_D3_ACPP_AF_mBHI_mBHI_2_S38,0,1292056,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
8,A_D3_D4_AE_AF_mBHI_mBHI_2_S39,0,1296591,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
9,A_D4_D5_AF_AF_mBHI_mBHI_2_S40,0,1296426,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
10,A_D9_D2_AA_AF_mBHI_mBHI_4_S45,0,1303002,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
11,A_D11_D4_AE_AF_mBHI_mBHI_4_S47,0,1296215,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
12,A_D12_D5_AF_AF_mBHI_mBHI_4_S48,0,1296415,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
13,A_E4_A5_AF_AA_mBHI_mGAM_2_S52,0,1282767,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
14,A_E12_A5_AF_AA_mBHI_mGAM_4_S60,0,831805,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
15,A_G4_C5_AF_AE_mBHI_mGAM_2_S76,1,1290778,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
16,A_H1_D2_AA_AF_mBHI_mGAM_2_S85,0,1298890,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
17,A_H3_D4_AE_AF_mBHI_mGAM_2_S87,1,1293580,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
18,A_H4_D5_AF_AF_mBHI_mGAM_2_S88,0,1294313,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
19,A_H9_D2_AA_AF_mBHI_mGAM_4_S93,0,1298797,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
20,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,1,1292705,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
21,A_H12_D5_AF_AF_mBHI_mGAM_4_S96,0,1276239,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
22,B_A4_E5_AF_AA_mBHI_mBHI_2_S100,0,1303240,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
23,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,3,1152324,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
24,B_C4_G5_AF_AE_mBHI_mBHI_2_S124,0,1297416,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
25,B_D1_H2_AA_AF_mBHI_mBHI_2_S133,0,1196838,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
26,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,0,1297269,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
27,B_D3_H4_AE_AF_mBHI_mBHI_2_S135,0,1297317,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
28,B_D4_H5_AF_AF_mBHI_mBHI_2_S136,0,1297723,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
29,B_E4_E5_AF_AA_mBHI_mGAM_2_S148,0,1300082,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
30,B_G4_G5_AF_AE_mBHI_mGAM_2_S172,1,1269876,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
31,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,0,1296938,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
32,B_H3_H4_AE_AF_mBHI_mGAM_2_S183,0,1277625,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
33,B_H4_H5_AF_AF_mBHI_mGAM_2_S184,0,1295483,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
34,C_A4_A5_AF_AA_mBHI_mBHI_6_S196,0,842087,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
35,C_C4_C5_AF_AE_mBHI_mBHI_6_S220,1,1297330,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
36,C_C12_G5_AF_AE_mBHI_mBHI_4_S228,0,1295684,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
37,C_D3_D4_AE_AF_mBHI_mBHI_6_S231,2,1299156,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
38,C_D9_H2_AA_AF_mBHI_mBHI_4_S237,0,1306401,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
39,C_D11_H4_AE_AF_mBHI_mBHI_4_S239,0,1297488,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
40,C_E4_A5_AF_AA_mBHI_mGAM_6_S244,0,1265478,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
41,C_G12_G5_AF_AE_mBHI_mGAM_4_S276,1,973562,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
42,C_H3_D4_AE_AF_mBHI_mGAM_6_S279,3,859858,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
43,C_H4_D5_AF_AF_mBHI_mGAM_6_S280,0,1292787,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
44,C_H9_H2_AA_AF_mBHI_mGAM_4_S285,0,1249063,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
45,C_H11_H4_AE_AF_mBHI_mGAM_4_S287,1,1238141,A_A4_A5_AF_AA_mBHI_mBHI_2_S4,103727
