,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
C3-e003Coalescence-mGAM-p7,23053,2237
B11-e003GlycerolRevival-mGAM-p2,21636,2101
B3-e003Coalescence-mGAM-p5,23053,2238
D3-e004Assembly-mGAM-p5,21691,2092
D12-e003Coalescence-mBHI-p3,9902,963
D4-e004Assembly-mGAM-p7,11812,1145
C11-e003Coalescence-mGAM-p7,17350,1767
C11-e003Assembly-mGAM-p3,22383,2187
D10-e003Coalescence-mBHI-p7,14666,1427
A2-e003Coalescence-mBHI-p3,17527,1691
B8-e003Coalescence-mGAM-p5,21920,2125
C3-e004Assembly-mBHI-p3,22654,2166
C11-e003Assembly-mGAM-p5,22871,2214
C2-e003Coalescence-mBHI-inoculumn-redo,20831,2070
A8-e003Coalescence-mGAM-p7,22703,2202
C11-e003GlycerolRevival-mGAM-p2,9095,986
B2-e003Coalescence-Inoculumn-mBHI,22528,2190
A11-e003Coalescence-mBHI-p5,19291,1945
C10-e003Coalescence-mGAM-p5,6438,678
A5-e003Coalescence-Inoculumn-mGAM,23026,2235
A3-e003Coalescence-mBHI-p3,21405,2094
AG-Fecal,22924,2188
D4-e003Coalescence-Inoculumn-mGAM,13336,1348
A2-e003Coalescence-mBHI-p5,22349,2164
B9-e003Coalescence-mBHI-p3,14127,1331
C3-e003Coalescence-mBHI-inoculumn-redo,22994,2233
e004-inoculumn-fecal-AR,22911,2206
B5-e003Coalescence-mGAM-p3,22726,2219
BK-Fecal,22533,2176
C3-e003Assembly-mBHI-p5,19937,1984
A4-e003Coalescence-mBHI-p3,20200,1964
F3-e004Assembly-epsilon-p5,8123,776
C9-e003Coalescence-mGAM-p5,22290,2144
A2-e003Coalescence-mBHI-inoculumn-redo,22901,2218
C2-e003Coalescence-mGAM-p5,22996,2233
B8-e003GlycerolRevival-mGAM-p2,22645,2183
C8-e003Coalescence-mBHI-p5,22969,2232
B8-e003Coalescence-mGAM-p7,22431,2156
B4-e003Coalescence-Inoculumn-mBHI,23009,2231
D2-e003Coalescence-Inoculumn-mGAM,23008,2232
B3-e004Assembly-mBHI-p3,21921,2104
D3-e003Coalescence-Inoculumn-mGAM,22916,2211
C5-e003Coalescence-Inoculumn-mGAM,22813,2205
G3-e004Assembly-epsilon-p5,18535,1801
BC-Fecal,22917,2220
e004-inoculumn-fecal-BE,22856,2190
BA-Fecal,22940,2223
e003-inoculumn-fecal-AF,22083,2164
A11-e003Coalescence-mBHI-p3,22983,2227
A4-e003Coalescence-Inoculumn-mGAM,22952,2222
B4-e003Coalescence-mBHI-p3,11825,1082
A5-e003Coalescence-Inoculumn-mBHI,14870,1557
A9-e003Coalescence-mGAM-p5,21951,2090
C10-e003Coalescence-mGAM-p7,16539,1692
A11-e003Coalescence-mGAM-p3,22994,2228
D2-e003Coalescence-mBHI-p3,21478,2092
C5-e003GlycerolRevival-mBHI-p2,18982,1932
H5-e003Coalescence-mBHI-p5_S40,22320,2187
E2-e003Coalescence-mGAM-p7_S145,21864,2153
G5-e003Coalescence-mBHI-p7_S124,12800,1331
H111-e003Coalescence-mGAM-p7_S188,22876,2210
H4-e003Coalescence-mGAM-p7_S183,22695,2209
F5-e003Coalescence-mGAM-p5_S64,22445,2194
F5-e003Coalescence-mGAM-p7_S160,22909,2230
H3-e003Coalescence-mBHI-p3_S46,6481,763
H2-e003Coalescence-mBHI-p7_S133,21423,2103
E5-e003Coalescence-mBHI-p3_S12,19132,1926
E3-e003Coalescence-mGAM-p3_S58,22686,2224
G4-e003Coalescence-mBHI-p5_S27,15250,1441
E8-e003Coalescence-mBHI-p5_S5,21800,2116
G2-e003Coalescence-mBHI-p3_S33,22573,2189
H111-e003Coalescence-mBHI-p3_S144,22942,2213
G111-e003Coalescence-mGAM-p5_S80,16947,1795
F111-e003Coalescence-mGAM-p5_S68,13287,1265
G111-e003Coalescence-mBHI-p5_S32,22032,2158
H2-e003Coalescence-mGAM-p7_S181,22983,2236
E3-e003Coalescence-mBHI-p3_S10,21848,2128
H2-e003Coalescence-mGAM-p5_S85,7232,772
G8-e003Coalescence-mGAM-p3_S177,22371,2177
F2-e003Coalescence-mGAM-p7_S157,22713,2215
H3-e003Coalescence-mGAM-p3_S94,22181,2189
H4-e003Coalescence-mGAM-p3_S95,21067,2115
E5-e003Coalescence-mBHI-p7_S100,22315,2184
F3-e003Coalescence-mGAM-p3_S70,21947,2161
E100-e003Coalescence-mBHI-p7_S103,22613,2212
F9-e003Coalescence-mGAM-p5_S66,21485,2063
E100-e003Coalescence-mGAM-p3_S155,22900,2222
E3-e003Coalescence-mGAM-p5_S50,22971,2236
F5-e003Coalescence-mGAM-p3_S72,22910,2225
E5-e003Coalescence-mBHI-p5_S4,20027,1997
F111-e003Coalescence-mGAM-p7_S164,12406,1162
E111-e003Coalescence-mBHI-p5_S8,17916,1849
F2-e003Coalescence-mGAM-p5_S61,22957,2235
F8-e003Coalescence-mGAM-p5_S65,9331,844
H8-e003Coalescence-mBHI-p7_S137,22752,2222
G9-e003Coalescence-mGAM-p5_S78,17936,1674
E2-e003Coalescence-mBHI-p5_S1,21614,2124
E2-e003Coalescence-mBHI-p3_S9,18078,1783
G8-e003Coalescence-mGAM-p5_S77,21568,2112
G3-e003Coalescence-mBHI-p3_S34,21050,2010
E111-e003Coalescence-mBHI-p3_S108,20679,2055
G3-e003Coalescence-mBHI-p5_S26,10753,1024
H111-e003Coalescence-mGAM-p5_S92,22825,2191
H9-e003Coalescence-mGAM-p5_S90,19883,1891
H2-e003Coalescence-mBHI-p3_S45,22360,2187
E8-e003Coalescence-mBHI-p7_S101,22838,2220
E4-e003Coalescence-mBHI-p5_S3,21724,2120
H2-e003Coalescence-mGAM-p3_S93,23003,2237
E4-e003Coalescence-mGAM-p5_S51,21658,2130
G9-e003Coalescence-mGAM-p7_S174,22766,2193
F2-e003Coalescence-mBHI-p3_S21,20522,2013
G5-e003Coalescence-mGAM-p3_S84,22708,2216
H8-e003Coalescence-mBHI-p5_S41,22746,2224
E100-e003Coalescence-mBHI-p5_S7,22183,2187
G100-e003Coalescence-mGAM-p7_S175,9939,1026
F9-e003Coalescence-mGAM-p7_S162,12631,1154
F8-e003Coalescence-mGAM-p7_S161,8960,825
F3-e003Coalescence-mBHI-p3_S22,22761,2221
G5-e003Coalescence-mGAM-p5_S76,22523,2188
G5-e003Coalescence-mGAM-p7_S172,22762,2207
G4-e003Coalescence-mGAM-p5_S75,17356,1637
G8-e003Coalescence-mBHI-p3_S129,22856,2215
E5-e003Coalescence-mGAM-p3_S60,22966,2231
G2-e003Coalescence-mGAM-p5_S73,22812,2226
E5-e003Coalescence-mGAM-p7_S148,22794,2220
H9-e003Coalescence-mGAM-p7_S186,21421,2046
E100-e003Coalescence-mGAM-p5_S55,22609,2209
E8-e003Coalescence-mGAM-p5_S53,22694,2201
H5-e003Coalescence-mGAM-p3_S96,22352,2178
G4-e003Coalescence-mGAM-p3_S83,13542,1251
H3-e003Coalescence-mGAM-p7_S182,22796,2227
H5-e003Coalescence-mGAM-p5_S88,17176,1791
F4-e003Coalescence-mGAM-p5_S63,18223,1714
G4-e003Coalescence-mGAM-p7_S171,19512,1817
H8-e003Coalescence-mGAM-p5_S89,22807,2217
F3-e003Coalescence-mBHI-p5_S14,17175,1740
E3-e003Coalescence-mGAM-p7_S146,22983,2229
F100-e003Coalescence-mGAM-p3_S167,21484,2032
G100-e003Coalescence-mBHI-p3_S131,22768,2209
E9-e003Coalescence-mGAM-p3_S154,21185,2057
F3-e003Coalescence-mGAM-p5_S62,22993,2234
E3-e003Coalescence-mBHI-p5_S2,21264,2083
G111-e003Coalescence-mBHI-p7_S128,13155,1269
G3-e003Coalescence-mGAM-p3_S82,18250,1745
F111-e003Coalescence-mGAM-p3_S168,14809,1353
F3-e003Coalescence-mGAM-p7_S158,22777,2223
G8-e003Coalescence-mBHI-p7_S125,22421,2200
H111-e003Coalescence-mBHI-p5_S44,22878,2199
E111-e003Coalescence-mBHI-p7_S104,22907,2213
E2-e003Coalescence-mGAM-p3_S57,21607,2127
F2-e003Coalescence-mBHI-p5_S13,22947,2228
F4-e003Coalescence-mBHI-p3_S23,8645,823
F2-e003Coalescence-mGAM-p3_S69,22940,2232
E9-e003Coalescence-mGAM-p5_S54,9118,777
G3-e003Coalescence-mGAM-p5_S74,22793,2188
E111-e003Coalescence-mGAM-p5_S56,22733,2203
G100-e003Coalescence-mGAM-p5_S79,10744,1158
E4-e003Coalescence-mGAM-p7_S147,22940,2232
E4-e003Coalescence-mGAM-p3_S59,13217,1384
F4-e003Coalescence-mGAM-p3_S71,23044,2224
H100-e003Coalescence-mBHI-p7_S139,8535,792
G8-e003Coalescence-mBHI-p5_S29,22501,2191
G2-e003Coalescence-mBHI-p5_S25,21737,2143
G8-e003Coalescence-mGAM-p7_S173,22730,2207
E4-e003Coalescence-mBHI-p3_S11,22378,2191
E2-e003Coalescence-mGAM-p5_S49,21917,2134
H9-e003Coalescence-mBHI-p5_S42,14684,1260
H111-e003Coalescence-mGAM-p3_S192,22945,2211
E8-e003Coalescence-mBHI-p3_S105,22354,2177
E8-e003Coalescence-mGAM-p7_S149,22873,2219
F4-e003Coalescence-mGAM-p7_S159,22732,2196
H3-e003Coalescence-mGAM-p5_S86,22612,2188
E4-e003Coalescence-mBHI-p7_S99,22042,2137
H4-e003Coalescence-mGAM-p5_S87,22536,2202
E100-e003Coalescence-mGAM-p7_S151,21411,2086
G9-e003Coalescence-mGAM-p3_S178,22982,2224
H8-e003Coalescence-mGAM-p7_S185,22924,2220
G2-e003Coalescence-mGAM-p3_S81,22109,2176
E5-e003Coalescence-mGAM-p5_S52,22715,2220
