,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,0.9545777146912704,0.9453551912568307
D11-e003Coalescence-mBHI-p5,0.9698367636621718,0.9470628415300546
C9-e003Coalescence-mGAM-p7,0.9595457771469127,0.9515027322404371
C8-e003Coalescence-mGAM-p7,0.01312987934705465,0.02971311475409836
F3-e004Assembly-epsilon-p3,0.4623846699787083,0.5307377049180327
B2-e003Coalescence-mBHI-p3,0.0014194464158978,0.9357923497267759
A8-e003Coalescence-mBHI-p3,0.03584102200141945,0.0
e004-inoculumn-fecal-BD,0.421930447125621,0.576844262295082
A4-e003Coalescence-mBHI-p7,0.0,0.9460382513661202
B9-e003Coalescence-mGAM-p5,0.9581263307310149,0.9487704918032787
A4-e003Coalescence-mBHI-inoculumn-redo,0.0010645848119233499,0.9709699453551912
B3-e003Coalescence-mBHI-p3,0.585166784953868,0.5655737704918032
C2-e003Coalescence-mBHI-p5,0.0,0.7636612021857924
B3-e004Assembly-mBHI-p7,0.5787792760823279,0.6649590163934426
B5-e004Assembly-mBHI-p7,0.3545067423704755,0.34938524590163933
C4-e003GlycerolRevival-mBHI-p2,0.6266855926188787,0.6335382513661202
G5-e004Assembly-epsilon-p3,0.9652235628105039,0.950136612021858
B2-e003Assembly-mBHI-p5,0.00035486160397445,0.8603142076502732
C3-e004Assembly-mBHI-p5,0.5635202271114266,0.6523224043715847
B2-e003Coalescence-mBHI-p5,0.22036905606813342,0.8350409836065574
B8-e003Assembly-mGAM-p5,0.5798438608942512,0.0034153005464480873
C4-e003Coalescence-mGAM-p7,0.716820440028389,0.7032103825136612
e004-inoculumn-fecal-AK,0.9591909155429382,0.9542349726775956
D3-e004Assembly-mGAM-p7,0.4439318665720369,0.5150273224043715
C8-e003Assembly-mGAM-p3,0.7601135557132718,0.0
C3-e003Coalescence-mGAM-p3,0.9730305180979418,0.967896174863388
D4-e004Assembly-mGAM-p5,0.2540809084457062,0.8630464480874317
D3-e003Coalescence-Inoculumn-mBHI,0.4073811213626686,0.3422131147540984
C8-e003Assembly-mGAM-p5,0.6724627395315826,0.00034153005464480874
C3-e003Coalescence-mBHI-p7,0.9673527324343506,0.9603825136612022
D11-e003Coalescence-mGAM-p5,0.9648687012065295,0.9443306010928961
A11-e003Coalescence-mGAM-p7,0.9577714691270405,0.0
C2-e003Coalescence-mGAM-p7,0.0,0.9986338797814208
B11-e003Coalescence-mGAM-p3,0.9730305180979418,0.9675546448087432
B5-e003Assembly-mBHI-p5,0.4496096522356281,0.4385245901639344
D2-e003Coalescence-mBHI-p5,0.5592618878637331,0.5706967213114754
D8-e003Assembly-mGAM-p5,0.19446415897799857,0.0023907103825136613
D5-e003Coalescence-mGAM-p5,0.5550035486160397,0.5505464480874317
A5-e003Coalescence-mGAM-p3,0.0,0.42725409836065575
A2-e003Coalescence-Inoculumn-mGAM,0.7629524485450674,0.0
D8-e003Coalescence-mGAM-p5,0.007097232079488999,0.0
A12-e003Coalescence-mGAM-p3,0.085166784953868,0.0
C2-e003Coalescence-mBHI-p3,0.0,0.987363387978142
D9-e003Coalescence-mGAM-p7,0.9414478353442157,0.9388661202185792
D8-e003Assembly-mGAM-p3,0.3747338537970192,0.0
E4-e004Assembly-mGAM-p7,0.21965933286018452,0.733948087431694
B10-e003Coalescence-mGAM-p3,0.9520936834634492,0.9532103825136612
A9-e003Coalescence-mGAM-p7,0.36728176011355573,0.375
B5-e003Coalescence-Inoculumn-mGAM,0.9481902058197303,0.9286202185792349
D5-e003Coalescence-mBHI-p3,0.4957416607523066,0.3876366120218579
D9-e003Coalescence-mGAM-p5,0.9449964513839603,0.9402322404371585
D10-e003Coalescence-mGAM-p5,0.2320794889992903,0.19262295081967212
C8-e003Coalescence-mBHI-p7,0.007097232079488999,0.8712431693989071
B11-e003Assembly-mGAM-p5,0.9414478353442157,0.9190573770491803
G3-e004Assembly-epsilon-p7,0.42938254080908445,0.5136612021857924
B4-e003Coalescence-mGAM-p5,0.8970901348474095,0.924863387978142
D4-e003Coalescence-mGAM-p5,0.47196593328601844,0.3753415300546448
C3-e004Assembly-mBHI-p7,0.5787792760823279,0.6680327868852459
B5-e003Coalescence-mGAM-p5,0.4936124911284599,0.43510928961748635
BB-Fecal,0.43080198722498225,0.42110655737704916
B5-e003Coalescence-Inoculumn-mBHI,0.5145493257629524,0.462431693989071
G3-e004Assembly-epsilon-p3,0.4737402413058907,0.5358606557377049
C2-e003Coalescence-mGAM-p3,0.0,0.6154371584699454
B5-e003Coalescence-mGAM-p7,0.5301632363378282,0.44330601092896177
D8-e003Coalescence-mBHI-p5,0.9488999290276792,0.07137978142076502
F5-e004Assembly-epsilon-p5,0.47196593328601844,0.45491803278688525
D5-e003Coalescence-Inoculumn-mGAM,0.9677075940383251,0.9460382513661202
B3-e004Assembly-mBHI-p5,0.46132008516678497,0.5235655737704918
B5-e003Coalescence-mBHI-p3,0.25833924769339955,0.21618852459016394
C5-e003Coalescence-mGAM-p7,0.4723207948899929,0.3743169398907104
C5-e003Coalescence-mBHI-inoculumn-redo,0.6022001419446416,0.5741120218579235
A2-e003Coalescence-mBHI-p7,0.0,0.6526639344262295
A10-e003Coalescence-mBHI-p5,0.00532292405961675,0.6752049180327869
BF-Fecal,0.5809084457061746,0.5710382513661202
AM-Fecal,0.9655784244144784,0.9651639344262295
B8-e003Assembly-mGAM-p3,0.37863733144073813,0.0
A4-e003Coalescence-mGAM-p5,0.6557842441447835,0.47062841530054644
D5-e003Coalescence-mBHI-p5,0.0,0.9972677595628415
D3-e003Assembly-mBHI-p3,0.4311568488289567,0.3746584699453552
e003-inoculumn-fecal-inoculumn,0.025904897090134847,0.24931693989071038
D4-e003Coalescence-mGAM-p7,0.4723207948899929,0.3739754098360656
A8-e003Coalescence-mBHI-p7,0.6820440028388929,0.0
e003-inoculumn-fecal-AC,0.752306600425834,0.7079918032786885
C4-e003Coalescence-mGAM-p3,0.7920511000709723,0.7759562841530054
B2-e003Coalescence-Inoculumn-mGAM,0.8537970191625266,0.0
C5-e003Coalescence-mGAM-p3,0.4581263307310149,0.36953551912568305
A3-e003Coalescence-mBHI-inoculumn-redo,0.16997870830376152,0.45901639344262296
D9-e003Assembly-mGAM-p5,0.33995741660752304,0.3360655737704918
B12-e003Coalescence-mGAM-p3,0.5191625266146203,0.5443989071038251
A11-e003Coalescence-mBHI-p7,0.04045422285308729,0.733948087431694
A3-e003Coalescence-Inoculumn-mGAM,0.921930447125621,0.0006830601092896175
C3-e003Coalescence-mGAM-p5,0.8644428672817601,0.9112021857923497
D3-e003Assembly-mBHI-p5,0.6323633782824698,0.5782103825136612
A10-e003Coalescence-mGAM-p3,0.007097232079488999,0.00819672131147541
A9-e003Coalescence-mBHI-p3,0.6671398154719659,0.11099726775956284
A2-e003Coalescence-Inoculumn-mBHI,0.0,0.9989754098360656
D11-e003Assembly-mGAM-p3,0.5202271114265437,0.3787568306010929
D2-e003Assembly-mBHI-p3,0.007452093683463449,0.3900273224043716
B3-e003Assembly-mBHI-p5,0.5092264017033357,0.45799180327868855
D5-e003Coalescence-Inoculumn-mBHI,0.5017743080198722,0.4299863387978142
B2-e003Coalescence-mGAM-p3,0.33321504613200853,0.5741120218579235
C11-e003Coalescence-mGAM-p5,0.35486160397445,0.2974726775956284
B3-e003Coalescence-Inoculumn-mBHI,0.6259758694109298,0.569672131147541
A8-e003Coalescence-mBHI-p5,0.8353442157558553,0.0
D5-e004Assembly-mGAM-p7,0.9659332860184529,0.9504781420765027
D5-e003Assembly-mBHI-p5,0.5628105039034776,0.557035519125683
A5-e003Coalescence-mBHI-p7,0.5734563520227112,0.5925546448087432
BG-Fecal,0.8797019162526615,0.8644125683060109
D2-e003Coalescence-mGAM-p5,0.0,0.6239754098360656
B9-e003Assembly-mGAM-p5,0.37260468417317244,0.3787568306010929
D3-e003Coalescence-mGAM-p3,0.4641589779985806,0.44091530054644806
D9-e003Coalescence-mGAM-p3,0.9606103619588361,0.9542349726775956
D3-e003Coalescence-mGAM-p5,0.39034776437189495,0.41120218579234974
A5-e003Coalescence-mBHI-inoculumn-redo,0.025195173882185947,0.7103825136612022
B11-e003Assembly-mGAM-p3,0.7625975869410929,0.7551229508196722
B9-e003Coalescence-mGAM-p7,0.5546486870120653,0.530396174863388
B11-e003Coalescence-mGAM-p7,0.8704755145493258,0.8644125683060109
C3-e003Coalescence-Inoculumn-mGAM,0.734208658623137,0.6902322404371585
A3-e003Coalescence-mGAM-p7,0.0,0.7581967213114754
D4-e003Coalescence-Inoculumn-mBHI,0.5440028388928317,0.4812158469945355
A4-e003Coalescence-mBHI-p5,0.0,0.9477459016393442
B3-e003Coalescence-mBHI-p7,0.6802696948190206,0.6591530054644809
D10-e003Coalescence-mGAM-p7,0.6291696238466998,0.5331284153005464
C11-e003Coalescence-mGAM-p3,0.5748757984386089,0.4887295081967213
A10-e003Coalescence-mBHI-p7,0.00603264726756565,0.9081284153005464
C11-e003Coalescence-mBHI-p5,0.6422995031937544,0.632172131147541
A2-e003Coalescence-mGAM-p7,0.0,0.9784836065573771
F5-e004Assembly-epsilon-p3,0.9581263307310149,0.9436475409836066
E3-e004Assembly-mGAM-p5,0.3293115684882896,0.382172131147541
E2-e004Assembly-mGAM-p5,0.7452093683463449,0.7400956284153005
C3-e003GlycerolRevival-mBHI-p2,0.6110716820440029,0.5607923497267759
D10-e003Coalescence-mGAM-p3,0.6000709723207949,0.5017076502732241
C4-e004Assembly-mBHI-p3,0.14762242725337119,0.4641393442622951
A9-e003Coalescence-mBHI-p7,0.8871540099361249,0.14651639344262296
C2-e003Coalescence-Inoculumn-mGAM,0.7487579843860894,0.0
B3-e003Coalescence-Inoculumn-mGAM,0.9279630943931867,0.9183743169398907
D11-e003Coalescence-mGAM-p7,0.950319375443577,0.921448087431694
D5-e003Coalescence-mGAM-p3,0.46699787083037614,0.36851092896174864
E4-e004Assembly-mGAM-p5,0.2540809084457062,0.8630464480874317
D2-e003Coalescence-Inoculumn-mBHI,0.0525195173882186,0.7383879781420765
B4-e003Coalescence-Inoculumn-mGAM,0.7700496806245565,0.6939890710382514
B2-e003Assembly-mBHI-p3,0.0010645848119233499,0.6222677595628415
C4-e003Coalescence-Inoculumn-mGAM,0.24308019872249823,0.20560109289617487
D4-e003Coalescence-mGAM-p3,0.46486870120652946,0.36953551912568305
A2-e003Coalescence-mGAM-p5,0.0,0.9918032786885246
D11-e003Assembly-mGAM-p5,0.32185947480482613,0.2657103825136612
C3-e003Coalescence-mGAM-p7,0.9740951029098651,0.9702868852459017
B11-e003GlycerolRevival-mGAM-p2,0.9123491838183109,0.8866120218579235
B3-e003Coalescence-mGAM-p5,0.6266855926188787,0.5683060109289617
D3-e004Assembly-mGAM-p5,0.5553584102200142,0.6355874316939891
D12-e003Coalescence-mBHI-p3,0.4254790631653655,0.40539617486338797
D4-e004Assembly-mGAM-p7,0.13662171753016322,0.4532103825136612
C11-e003Coalescence-mGAM-p7,0.5369056068133428,0.4484289617486339
C11-e003Assembly-mGAM-p3,0.4900638750887154,0.38456284153005466
D10-e003Coalescence-mBHI-p7,0.6284599006387509,0.6188524590163934
A2-e003Coalescence-mBHI-p3,0.0,0.7728825136612022
B8-e003Coalescence-mGAM-p5,0.9063165365507452,0.9211065573770492
C3-e004Assembly-mBHI-p3,0.5762952448545068,0.6663251366120219
C11-e003Assembly-mGAM-p5,0.47799858055358413,0.38558743169398907
C2-e003Coalescence-mBHI-inoculumn-redo,0.00035486160397445,0.9279371584699454
A8-e003Coalescence-mGAM-p7,0.9811923349893541,0.0
C11-e003GlycerolRevival-mGAM-p2,0.2654364797728886,0.20799180327868852
B2-e003Coalescence-Inoculumn-mBHI,0.13520227111426544,0.585724043715847
A11-e003Coalescence-mBHI-p5,0.22924059616749468,0.44603825136612024
C10-e003Coalescence-mGAM-p5,0.20191625266146204,0.1646174863387978
A5-e003Coalescence-Inoculumn-mGAM,0.8594748048261178,0.0
A3-e003Coalescence-mBHI-p3,0.01029098651525905,0.9009562841530054
AG-Fecal,0.9638041163946061,0.9576502732240437
D4-e003Coalescence-Inoculumn-mGAM,0.5652945351312988,0.5522540983606558
A2-e003Coalescence-mBHI-p5,0.0,0.9760928961748634
B9-e003Coalescence-mBHI-p3,0.5457771469127041,0.5286885245901639
C3-e003Coalescence-mBHI-inoculumn-redo,0.627040454222853,0.5648907103825137
e004-inoculumn-fecal-AR,0.5773598296664301,0.6673497267759563
B5-e003Coalescence-mGAM-p3,0.511000709723208,0.4764344262295082
BK-Fecal,0.5915542938254081,0.6721311475409836
C3-e003Assembly-mBHI-p5,0.5574875798438609,0.51775956284153
A4-e003Coalescence-mBHI-p3,0.0,0.8818306010928961
