,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,0.022332506203473945,0.3150868520425678
D11-e003Coalescence-mBHI-p5,0.0,0.992113971850326
C9-e003Coalescence-mGAM-p7,0.017920595533498757,0.30563783041537934
C8-e003Coalescence-mGAM-p7,0.9760595533498758,0.025404737384140064
F3-e004Assembly-epsilon-p3,0.7419354838709677,0.02265705458290422
B2-e003Coalescence-mBHI-p3,0.8520198511166254,0.05613182286302781
A8-e003Coalescence-mBHI-p3,0.9713275434243176,0.027385169927909375
e004-inoculumn-fecal-BD,0.9275707196029777,0.027135942327497425
A4-e003Coalescence-mBHI-p7,0.9280397022332506,0.02334363199450738
B9-e003Coalescence-mGAM-p5,0.019851116625310174,0.3127607277720563
A4-e003Coalescence-mBHI-inoculumn-redo,0.9071910669975186,0.046302437349811196
B3-e003Coalescence-mBHI-p3,0.8840471464019851,0.048179196704428426
C2-e003Coalescence-mBHI-p5,0.7444168734491315,0.015714040508067285
B3-e004Assembly-mBHI-p7,0.925317617866005,0.03135942327497425
B5-e004Assembly-mBHI-p7,0.01240694789081886,0.11603158256093375
C4-e003GlycerolRevival-mBHI-p2,0.01488833746898263,0.2121524201853759
G5-e004Assembly-epsilon-p3,0.019851116625310174,0.3464102300034329
B2-e003Assembly-mBHI-p5,0.9262208436724566,0.022234809474768285
C3-e004Assembly-mBHI-p5,0.8982630272952854,0.0312392722279437
B2-e003Coalescence-mBHI-p5,0.24485111662531017,0.15077205629934773
B8-e003Assembly-mGAM-p5,0.94224317617866,0.02704909028492963
C4-e003Coalescence-mGAM-p7,0.01488833746898263,0.25609337452797803
e004-inoculumn-fecal-AK,0.02737468982630273,0.3513127360109852
D3-e004Assembly-mGAM-p7,0.6972704714640199,0.024577411603158253
C8-e003Assembly-mGAM-p3,0.9772605459057072,0.03032234809474768
C3-e003Coalescence-mGAM-p3,0.022449131513647646,0.32128252660487466
D4-e004Assembly-mGAM-p5,0.9801488833746899,0.023973223480947478
D3-e003Coalescence-Inoculumn-mBHI,0.6287096774193548,0.28924167524888433
C8-e003Assembly-mGAM-p5,0.71712158808933,0.023481634054239617
C3-e003Coalescence-mBHI-p7,0.022332506203473945,0.316520768966701
D11-e003Coalescence-mGAM-p5,0.0,0.979963611397185
A11-e003Coalescence-mGAM-p7,0.9638957816377173,0.03012770339855819
C2-e003Coalescence-mGAM-p7,0.9797965260545908,0.024039478201167183
B11-e003Coalescence-mGAM-p3,0.022699751861042183,0.32127497425334706
B5-e003Assembly-mBHI-p5,0.22133250620347394,0.27902368692070034
D2-e003Coalescence-mBHI-p5,0.8834416873449131,0.05386955029179541
D8-e003Assembly-mGAM-p5,0.9562282878411911,0.02769378647442499
D5-e003Coalescence-mGAM-p5,0.6230843672456575,0.30684792310332987
A5-e003Coalescence-mGAM-p3,0.9788064516129032,0.026519739100583594
A2-e003Coalescence-Inoculumn-mGAM,0.9743548387096774,0.029743906625472025
D8-e003Coalescence-mGAM-p5,0.972744416873449,0.03156917267421901
A12-e003Coalescence-mGAM-p3,0.9602307692307692,0.03677960865087539
C2-e003Coalescence-mBHI-p3,0.9602977667493796,0.02438105046343975
D9-e003Coalescence-mGAM-p7,0.022332506203473945,0.31160830758668034
D8-e003Assembly-mGAM-p3,0.976967741935484,0.02990902849296258
E4-e004Assembly-mGAM-p7,0.7806029776674938,0.02038928939237899
B10-e003Coalescence-mGAM-p3,0.022332506203473945,0.31066323377960864
A9-e003Coalescence-mGAM-p7,0.009925558312655087,0.11259869550291796
B5-e003Coalescence-Inoculumn-mGAM,0.005821339950372209,0.8137796086508754
D5-e003Coalescence-mBHI-p3,0.8802009925558313,0.09435049776862339
