,0
C9-e003Coalescence-mGAM-p3,18.0
D2-e004Assembly-mGAM-p7,4.0
D11-e003Coalescence-mBHI-p5,34.0
C9-e003Coalescence-mGAM-p7,18.0
C8-e003Coalescence-mGAM-p7,19.0
D10-e003Coalescence-mBHI-p3,4.0
F3-e004Assembly-epsilon-p3,7.0
B2-e003Coalescence-mBHI-p3,14.0
A8-e003Coalescence-mBHI-p3,23.0
e004-inoculumn-fecal-BD,12.0
A4-e003Coalescence-mBHI-p7,10.0
B9-e003Coalescence-mGAM-p5,18.0
A4-e003Coalescence-mBHI-inoculumn-redo,12.0
B3-e003Coalescence-mBHI-p3,119.0
C2-e003Coalescence-mBHI-p5,7.0
B3-e004Assembly-mBHI-p7,17.0
B5-e004Assembly-mBHI-p7,5.0
C4-e003GlycerolRevival-mBHI-p2,6.0
G5-e004Assembly-epsilon-p3,36.0
B2-e003Assembly-mBHI-p5,10.0
C3-e004Assembly-mBHI-p5,13.0
B2-e003Coalescence-mBHI-p5,8.0
B8-e003Assembly-mGAM-p5,11.0
C4-e003Coalescence-mGAM-p7,8.0
e004-inoculumn-fecal-AK,73.0
D3-e004Assembly-mGAM-p7,7.0
C8-e003Assembly-mGAM-p3,64.0
C3-e003Coalescence-mGAM-p3,81.0
D4-e004Assembly-mGAM-p5,26.0
D3-e003Coalescence-Inoculumn-mBHI,45.0
C8-e003Assembly-mGAM-p5,7.0
C3-e003Coalescence-mBHI-p7,17.0
D11-e003Coalescence-mGAM-p5,28.0
A11-e003Coalescence-mGAM-p7,15.0
B8-e003Coalescence-mBHI-p5,4.0
C2-e003Coalescence-mGAM-p7,163.0
B11-e003Coalescence-mGAM-p3,35.0
B5-e003Assembly-mBHI-p5,6.0
D2-e003Coalescence-mBHI-p5,10.0
D8-e003Assembly-mGAM-p5,17.0
D5-e003Coalescence-mGAM-p5,10.0
A5-e003Coalescence-mGAM-p3,46.0
A2-e003Coalescence-Inoculumn-mGAM,50.0
E5-e004Assembly-mGAM-p5,3.0
D8-e003Coalescence-mGAM-p5,79.0
A12-e003Coalescence-mGAM-p3,25.0
C2-e003Coalescence-mBHI-p3,21.0
C4-e004Assembly-mBHI-p5,3.0
D9-e003Coalescence-mGAM-p7,14.0
D8-e003Assembly-mGAM-p3,54.0
E4-e004Assembly-mGAM-p7,8.0
B10-e003Coalescence-mGAM-p3,14.0
A9-e003Coalescence-mGAM-p7,5.0
D5-e004Assembly-mGAM-p5,3.0
B5-e003Coalescence-Inoculumn-mGAM,21.0
D10-e003Coalescence-mBHI-p5,4.0
D5-e003Coalescence-mBHI-p3,13.0
D9-e003Coalescence-mGAM-p5,26.0
D10-e003Coalescence-mGAM-p5,5.0
C8-e003Coalescence-mBHI-p7,8.0
B11-e003Assembly-mGAM-p5,14.0
G3-e004Assembly-epsilon-p7,7.0
B4-e003Coalescence-mGAM-p5,13.0
D4-e003Coalescence-mGAM-p5,26.0
C3-e004Assembly-mBHI-p7,42.0
B5-e003Coalescence-mGAM-p5,15.0
BB-Fecal,7.0
B5-e003Coalescence-Inoculumn-mBHI,16.0
G3-e004Assembly-epsilon-p3,7.0
C2-e003Coalescence-mGAM-p3,6.0
B5-e003Coalescence-mGAM-p7,16.0
D8-e003Coalescence-mBHI-p5,11.0
F5-e004Assembly-epsilon-p5,5.0
D5-e003Coalescence-Inoculumn-mGAM,49.0
B3-e004Assembly-mBHI-p5,7.0
B5-e003Coalescence-mBHI-p3,5.0
C4-e003Coalescence-mGAM-p5,4.0
C5-e003Coalescence-mGAM-p7,29.0
C5-e003Coalescence-mBHI-inoculumn-redo,15.0
A2-e003Coalescence-mBHI-p7,6.0
A10-e003Coalescence-mBHI-p5,7.0
BF-Fecal,36.0
AM-Fecal,20.0
B8-e003Assembly-mGAM-p3,41.0
A4-e003Coalescence-mGAM-p5,19.0
