,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
B10-e003Coalescence-mBHI-p3,0.6318466961434643,0.42079669793471547
B10-e003Coalescence-mBHI-p5,0.6162003769367396,0.42598340198764306
B10-e003Coalescence-mGAM-p3,0.9678291230529505,0.04683455326609044
B10-e003Coalescence-mGAM-p7,0.9993677634203864,0.0007229636119147548
B4-e003Coalescence-Inoculumn-mGAM,0.5823808298026281,0.556338107198747
C3-e003Coalescence-Inoculumn-mGAM,0.5159667135101329,0.6615179792966496
C9-e003Coalescence-mBHI-p3,0.661084323196386,0.4192231841105857
C9-e003Coalescence-mBHI-p5,0.6489057433266392,0.4241774474896621
C9-e003Coalescence-mBHI-p7,0.6143836180644844,0.4218816074042034
C9-e003Coalescence-mGAM-p3,0.9650547979398842,0.04898079285952503
C9-e003Coalescence-mGAM-p5,0.9920151483306598,0.011485477789091838
C9-e003Coalescence-mGAM-p7,0.9969833691344272,0.00249918689087398
F100-e003Coalescence-mBHI-p7_S115,0.6012138348837681,0.3762412962060919
F100-e003Coalescence-mGAM-p3_S167,0.9663061271735774,0.0413058281691723
F100-e003Coalescence-mGAM-p5_S67,0.9915804455088439,0.010139210391884989
F100-e003Coalescence-mGAM-p7_S163,0.9928680380456694,0.0062968881167233814
G9-e003Coalescence-mBHI-p3_S130,0.6285294900126481,0.4506023918094866
G9-e003Coalescence-mBHI-p5_S30,0.5638032119776899,0.49153113197269027
G9-e003Coalescence-mGAM-p3_S178,0.9681873152822718,0.042208194737091316
G9-e003Coalescence-mGAM-p5_S78,0.996500651211253,0.003335975438626332
G9-e003Coalescence-mGAM-p7_S174,0.9982420727110357,0.0012858957529737266
