,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
B11-e003Coalescence-mBHI-p3,741178.0,949849.0
B11-e003Coalescence-mGAM-p3,1191322.0,1571694.0
B11-e003Coalescence-mGAM-p7,170276.0,241592.0
B5-e003Coalescence-Inoculumn-mGAM,267483.0,360062.0
D3-e003Coalescence-Inoculumn-mGAM,190666.0,257623.0
D9-e003Coalescence-mBHI-p3,102815.0,133287.0
D9-e003Coalescence-mBHI-p5,610274.0,817166.0
D9-e003Coalescence-mBHI-p7,519978.0,718986.0
D9-e003Coalescence-mGAM-p3,311080.0,414867.0
D9-e003Coalescence-mGAM-p5,531163.0,746601.0
D9-e003Coalescence-mGAM-p7,508238.0,726798.0
F111-e003Coalescence-mBHI-p3_S120,639763.0,808127.0
F111-e003Coalescence-mBHI-p5_S20,287772.0,387580.0
F111-e003Coalescence-mBHI-p7_S116,559341.0,783411.0
F111-e003Coalescence-mGAM-p3_S168,234181.0,304092.0
F111-e003Coalescence-mGAM-p5_S68,150086.0,201073.0
F111-e003Coalescence-mGAM-p7_S164,212244.0,282508.0
H9-e003Coalescence-mBHI-p5_S42,895130.0,1170504.0
H9-e003Coalescence-mBHI-p7_S138,421742.0,585672.0
H9-e003Coalescence-mGAM-p3_S190,90599.0,119108.0
H9-e003Coalescence-mGAM-p5_S90,267288.0,370071.0
H9-e003Coalescence-mGAM-p7_S186,411870.0,585283.0
