,A2-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mBHI
A3-e003Coalescence-mBHI-inoculumn-redo,0.485,0.511
A3-e003Coalescence-mBHI-p3,0.54,0.486
A3-e003Coalescence-mGAM-p7,0.256,0.8765000000000001
B2-e003Coalescence-Inoculumn-mBHI,0.508,0.487
B2-e003Coalescence-mBHI-p3,0.51,0.514
B2-e003Coalescence-mBHI-p5,0.17900000000000005,0.944
B2-e003Coalescence-mBHI-p7,0.19999999999999996,0.9777877267659761
B2-e003Coalescence-mGAM-p3,0.236,0.837
E3-e003Coalescence-mBHI-p3_S10,0.484,0.519
E3-e003Coalescence-mBHI-p5_S2,0.527,0.472
E3-e003Coalescence-mGAM-p3_S58,0.21299999999999997,0.845
E3-e003Coalescence-mGAM-p5_S50,0.17600000000000005,0.888
E3-e003Coalescence-mGAM-p7_S146,0.21899999999999997,0.908
F2-e003Coalescence-mBHI-p3_S21,0.496,0.53
F2-e003Coalescence-mBHI-p5_S13,0.5369999999999999,0.463
F2-e003Coalescence-mBHI-p7_S109,0.08081512848350607,0.9105088285753011
F2-e003Coalescence-mGAM-p3_S69,0.244,0.857
F2-e003Coalescence-mGAM-p5_S61,0.16300000000000003,0.892
F2-e003Coalescence-mGAM-p7_S157,0.19199999999999995,0.886
