,B3-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
B4-e003Coalescence-Inoculumn-mBHI,200349.0,2720534.0
B4-e003Coalescence-mBHI-p3,119110.0,1596082.0
B4-e003Coalescence-mBHI-p5,9708.0,120420.0
B4-e003Coalescence-mGAM-p5,29015.0,381290.0
C3-e003Coalescence-mBHI-inoculumn-redo,283186.0,3875546.0
C3-e003Coalescence-mBHI-p5,192953.0,2650149.0
C3-e003Coalescence-mBHI-p7,172239.0,2374970.0
C3-e003Coalescence-mGAM-p3,91340.0,1224460.0
C3-e003Coalescence-mGAM-p5,30453.0,403004.0
C3-e003Coalescence-mGAM-p7,106010.0,1259898.0
F4-e003Coalescence-mBHI-p3_S23,118136.0,1578058.0
F4-e003Coalescence-mBHI-p5_S15,81412.0,1066734.0
F4-e003Coalescence-mBHI-p7_S111,140333.0,1798376.0
F4-e003Coalescence-mGAM-p3_S71,52409.0,705172.0
F4-e003Coalescence-mGAM-p5_S63,32800.0,441534.0
F4-e003Coalescence-mGAM-p7_S159,66962.0,910015.0
G3-e003Coalescence-mBHI-p3_S34,149635.0,1974579.0
G3-e003Coalescence-mBHI-p5_S26,273440.0,3546156.0
G3-e003Coalescence-mBHI-p7_S122,206841.0,2600924.0
G3-e003Coalescence-mGAM-p3_S82,49921.0,686210.0
G3-e003Coalescence-mGAM-p5_S74,37152.0,518263.0
