,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,448758.0,379109.0
A9-e003Coalescence-mBHI-p3,3758725.0,2990802.0
A9-e003Coalescence-mBHI-p5,1496690.0,1179510.0
A9-e003Coalescence-mBHI-p7,4917276.0,3894776.0
A9-e003Coalescence-mGAM-p5,526410.0,413780.0
A9-e003Coalescence-mGAM-p7,381257.0,306581.0
B2-e003Coalescence-Inoculumn-mGAM,860218.0,725105.0
B8-e003Coalescence-mBHI-p5,3151097.0,2485068.0
B8-e003Coalescence-mBHI-p7,1557754.0,1236464.0
B8-e003Coalescence-mGAM-p5,466727.0,365529.0
B8-e003Coalescence-mGAM-p7,647985.0,509493.0
E9-e003Coalescence-mBHI-p5_S6,1733699.0,1348369.0
E9-e003Coalescence-mBHI-p7_S102,1998173.0,1564694.0
E9-e003Coalescence-mGAM-p3_S154,699505.0,548382.0
E9-e003Coalescence-mGAM-p5_S54,311588.0,241831.0
F8-e003Coalescence-mBHI-p3_S117,1615613.0,1248396.0
F8-e003Coalescence-mBHI-p5_S17,1951152.0,1508619.0
F8-e003Coalescence-mBHI-p7_S113,1601537.0,1256906.0
F8-e003Coalescence-mGAM-p5_S65,346601.0,265773.0
F8-e003Coalescence-mGAM-p7_S161,293590.0,229053.0
