,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
A11-e003Coalescence-mBHI-p3,0.0003908922114726864,
A11-e003Coalescence-mBHI-p5,0.648587901886055,
A11-e003Coalescence-mBHI-p7,0.966969608130558,
A11-e003Coalescence-mGAM-p3,0.6300205218411024,
A11-e003Coalescence-mGAM-p7,0.9861233264927196,
A5-e003Coalescence-Inoculumn-mGAM,0.0,
D2-e003Coalescence-Inoculumn-mGAM,0.0,
D8-e003Coalescence-mBHI-p5,0.7280367438678784,
D8-e003Coalescence-mGAM-p5,0.9634515782273039,
E111-e003Coalescence-mBHI-p3_S108,0.21039773282517346,
E111-e003Coalescence-mBHI-p5_S8,0.5855565327860842,
E111-e003Coalescence-mBHI-p7_S104,0.1992573047982019,
E111-e003Coalescence-mGAM-p5_S56,0.9823121274308609,
H8-e003Coalescence-mBHI-p5_S41,0.668034789406821,
H8-e003Coalescence-mBHI-p7_S137,0.32590638131535227,
H8-e003Coalescence-mGAM-p5_S89,0.9775236978403206,
H8-e003Coalescence-mGAM-p7_S185,0.9752760676243526,
A11-e003Coalescence-mBHI-p3,,0.0
A11-e003Coalescence-mBHI-p5,,0.0
A11-e003Coalescence-mBHI-p7,,0.0
A11-e003Coalescence-mGAM-p3,,0.0
A11-e003Coalescence-mGAM-p7,,0.0
A5-e003Coalescence-Inoculumn-mGAM,,0.0
D2-e003Coalescence-Inoculumn-mGAM,,9.676795045480937e-05
D8-e003Coalescence-mBHI-p5,,0.0
D8-e003Coalescence-mGAM-p5,,0.0
E111-e003Coalescence-mBHI-p3_S108,,0.0
E111-e003Coalescence-mBHI-p5_S8,,0.0
E111-e003Coalescence-mBHI-p7_S104,,0.0
E111-e003Coalescence-mGAM-p5_S56,,0.0
H8-e003Coalescence-mBHI-p5_S41,,0.0
H8-e003Coalescence-mBHI-p7_S137,,0.0
H8-e003Coalescence-mGAM-p5_S89,,0.0
H8-e003Coalescence-mGAM-p7_S185,,0.0
