,A2-e003Coalescence-Inoculumn-mBHI,C4-e003Coalescence-mBHI-inoculumn-redo
A4-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
A4-e003Coalescence-mBHI-p3,0.001668604945138292,0.0
A4-e003Coalescence-mBHI-p5,5.056378621631188e-05,0.0
A4-e003Coalescence-mBHI-p7,0.0,0.0
A4-e003Coalescence-mGAM-p5,0.325226272943318,0.6035300974107068
C2-e003Coalescence-mBHI-inoculumn-redo,0.0,0.0
C2-e003Coalescence-mBHI-p3,0.0,0.0
C2-e003Coalescence-mBHI-p5,0.00035394650351418315,0.0
C2-e003Coalescence-mBHI-p7,0.14931486069676897,0.0020814253600865873
C2-e003Coalescence-mGAM-p3,0.26551044142185365,0.0
C2-e003Coalescence-mGAM-p5,0.18632755220710928,0.0
C2-e003Coalescence-mGAM-p7,0.0062193457046063605,0.0
E4-e003Coalescence-mBHI-p3_S11,0.00030338271729787126,0.0
E4-e003Coalescence-mBHI-p5_S3,0.0,0.0
E4-e003Coalescence-mBHI-p7_S99,0.00015169135864893563,0.005328448921821664
E4-e003Coalescence-mGAM-p3_S59,0.21757597208879,8.32570144034635e-05
E4-e003Coalescence-mGAM-p5_S51,0.09885220205288972,0.40421280492881523
E4-e003Coalescence-mGAM-p7_S147,0.004449613187035445,0.17841978186662227
G2-e003Coalescence-mBHI-p3_S33,5.056378621631188e-05,0.0
G2-e003Coalescence-mBHI-p5_S25,5.056378621631188e-05,0.0
G2-e003Coalescence-mBHI-p7_S121,0.008140769580826213,0.0002497710432103905
G2-e003Coalescence-mGAM-p3_S81,0.09632401274207412,0.0
G2-e003Coalescence-mGAM-p5_S73,0.1051726753299287,0.0
