,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p3,0.16800000000000004,0.804
C11-e003Coalescence-mBHI-p5,0.216,0.764
C11-e003Coalescence-mGAM-p3,0.165,0.84
C11-e003Coalescence-mGAM-p5,0.1,0.9299999999999999
C11-e003Coalescence-mGAM-p7,0.119,0.963
C5-e003Coalescence-Inoculumn-mGAM,0.578,0.512
D10-e003Coalescence-mBHI-p3,0.3055,0.706
D10-e003Coalescence-mBHI-p5,0.435,0.63
D10-e003Coalescence-mBHI-p7,0.471,0.607
D10-e003Coalescence-mGAM-p3,0.125,0.846
D10-e003Coalescence-mGAM-p5,0.11599999999999999,0.94
D10-e003Coalescence-mGAM-p7,0.109,0.937
D4-e003Coalescence-Inoculumn-mGAM,0.595,0.545
G111-e003Coalescence-mBHI-p3_S132,0.312,0.765
G111-e003Coalescence-mBHI-p5_S32,0.418,0.624
G111-e003Coalescence-mBHI-p7_S128,0.459,0.591
G111-e003Coalescence-mGAM-p3_S180,0.128,0.875
G111-e003Coalescence-mGAM-p5_S80,0.082,0.959
G111-e003Coalescence-mGAM-p7_S176,0.08514265388517994,0.8983393859712054
H100-e003Coalescence-mBHI-p5_S43,0.444,0.602
H100-e003Coalescence-mBHI-p7_S139,0.30700000000000005,0.6890000000000001
H100-e003Coalescence-mGAM-p5_S91,0.30600000000000005,0.8085
H100-e003Coalescence-mGAM-p7_S187,0.16700000000000004,0.9755807441439406
