,0.975,0.975
B10-e003Coalescence-mBHI-p3,0.87,0.626
B10-e003Coalescence-mBHI-p5,0.839,0.624
B10-e003Coalescence-mGAM-p3,1.0,0.156
B10-e003Coalescence-mGAM-p7,1.0,0.0
B4-e003Coalescence-Inoculumn-mGAM,0.908,0.7372749999999996
C3-e003Coalescence-Inoculumn-mGAM,0.917,0.861
C9-e003Coalescence-mBHI-p3,0.899,0.583
C9-e003Coalescence-mBHI-p5,0.89,0.604
C9-e003Coalescence-mBHI-p7,0.877,0.683
C9-e003Coalescence-mGAM-p3,1.0,0.14300000000000002
C9-e003Coalescence-mGAM-p5,1.0,0.07172499999999944
C9-e003Coalescence-mGAM-p7,1.0,0.04700000000000004
F100-e003Coalescence-mBHI-p7_S115,0.787,0.604
F100-e003Coalescence-mGAM-p3_S167,1.0,0.179
F100-e003Coalescence-mGAM-p5_S67,1.0,0.143
F100-e003Coalescence-mGAM-p7_S163,1.0,0.05900000000000005
G9-e003Coalescence-mBHI-p3_S130,0.902,0.652
G9-e003Coalescence-mBHI-p5_S30,0.8180000000000001,0.692
G9-e003Coalescence-mGAM-p3_S178,1.0,0.11
G9-e003Coalescence-mGAM-p5_S78,1.0,0.06399999999999995
G9-e003Coalescence-mGAM-p7_S174,1.0,0.026274999999999653
