,C4-e003Coalescence-mBHI-inoculumn-redo,D5-e003Coalescence-Inoculumn-mBHI
C5-e003Coalescence-mBHI-inoculumn-redo,4710944.0,6253500.0
C5-e003Coalescence-mBHI-p3,748443.0,976081.0
C5-e003Coalescence-mBHI-p5,4102243.0,5303380.0
C5-e003Coalescence-mBHI-p7,4057678.0,5215542.0
C5-e003Coalescence-mGAM-p3,1464582.0,1908940.0
C5-e003Coalescence-mGAM-p7,429365.0,551214.0
D4-e003Coalescence-Inoculumn-mBHI,3050766.0,4051977.0
D4-e003Coalescence-mBHI-p3,1286915.0,1682337.0
D4-e003Coalescence-mBHI-p5,1210114.0,1573799.0
D4-e003Coalescence-mBHI-p7,1269396.0,1649121.0
D4-e003Coalescence-mGAM-p3,1079997.0,1410270.0
D4-e003Coalescence-mGAM-p5,1644119.0,2149777.0
D4-e003Coalescence-mGAM-p7,829542.0,1070025.0
G5-e003Coalescence-mBHI-p3_S36,1597657.0,2079693.0
G5-e003Coalescence-mBHI-p5_S28,4849219.0,6212081.0
G5-e003Coalescence-mBHI-p7_S124,5656229.0,7193230.0
G5-e003Coalescence-mGAM-p3_S84,904726.0,1168668.0
G5-e003Coalescence-mGAM-p5_S76,691795.0,893725.0
G5-e003Coalescence-mGAM-p7_S172,1679357.0,2116487.0
H4-e003Coalescence-mBHI-p3_S47,2717970.0,3509487.0
H4-e003Coalescence-mBHI-p5_S39,3528907.0,4509375.0
H4-e003Coalescence-mBHI-p7_S135,3349557.0,4264527.0
H4-e003Coalescence-mGAM-p3_S95,343985.0,438711.0
H4-e003Coalescence-mGAM-p5_S87,750510.0,955800.0
H4-e003Coalescence-mGAM-p7_S183,2930864.0,3734587.0
