,index,fixed_diffs,num_int_sites,sample1,species_id
0,e004-inoculumn-fecal-AK,0,1656780,e004-inoculumn-fecal-AK,100217
1,BB-Fecal,5748,2552695,e004-inoculumn-fecal-AK,100217
2,Coalescence-H12-AA-fecal-0_S715,3947,2522741,e004-inoculumn-fecal-AK,100217
3,BF-Fecal,5502,2577603,e004-inoculumn-fecal-AK,100217
4,AM-Fecal,2864,1289001,e004-inoculumn-fecal-AK,100217
5,BG-Fecal,2119,549046,e004-inoculumn-fecal-AK,100217
6,BC-Fecal,4481,720647,e004-inoculumn-fecal-AK,100217
7,e004-inoculumn-fecal-BE,5843,2661378,e004-inoculumn-fecal-AK,100217
0,e004-inoculumn-fecal-AK,6790,1656780,BB-Fecal,100217
1,BB-Fecal,0,2552695,BB-Fecal,100217
2,Coalescence-H12-AA-fecal-0_S715,8745,2522741,BB-Fecal,100217
3,BF-Fecal,11704,2577603,BB-Fecal,100217
4,AM-Fecal,6446,1289001,BB-Fecal,100217
5,BG-Fecal,4326,549046,BB-Fecal,100217
6,BC-Fecal,11413,720647,BB-Fecal,100217
7,e004-inoculumn-fecal-BE,11614,2661378,BB-Fecal,100217
0,e004-inoculumn-fecal-AK,3342,1656780,Coalescence-H12-AA-fecal-0_S715,100217
1,BB-Fecal,5666,2552695,Coalescence-H12-AA-fecal-0_S715,100217
2,Coalescence-H12-AA-fecal-0_S715,0,2522741,Coalescence-H12-AA-fecal-0_S715,100217
3,BF-Fecal,5795,2577603,Coalescence-H12-AA-fecal-0_S715,100217
4,AM-Fecal,3236,1289001,Coalescence-H12-AA-fecal-0_S715,100217
5,BG-Fecal,3296,549046,Coalescence-H12-AA-fecal-0_S715,100217
6,BC-Fecal,7895,720647,Coalescence-H12-AA-fecal-0_S715,100217
7,e004-inoculumn-fecal-BE,6235,2661378,Coalescence-H12-AA-fecal-0_S715,100217
0,e004-inoculumn-fecal-AK,6221,1656780,BF-Fecal,100217
1,BB-Fecal,10940,2552695,BF-Fecal,100217
2,Coalescence-H12-AA-fecal-0_S715,8266,2522741,BF-Fecal,100217
3,BF-Fecal,0,2577603,BF-Fecal,100217
4,AM-Fecal,6076,1289001,BF-Fecal,100217
5,BG-Fecal,4121,549046,BF-Fecal,100217
6,BC-Fecal,9535,720647,BF-Fecal,100217
7,e004-inoculumn-fecal-BE,11499,2661378,BF-Fecal,100217
0,e004-inoculumn-fecal-AK,3354,1656780,AM-Fecal,100217
1,BB-Fecal,6361,2552695,AM-Fecal,100217
2,Coalescence-H12-AA-fecal-0_S715,4585,2522741,AM-Fecal,100217
3,BF-Fecal,6387,2577603,AM-Fecal,100217
4,AM-Fecal,0,1289001,AM-Fecal,100217
5,BG-Fecal,1924,549046,AM-Fecal,100217
6,BC-Fecal,5157,720647,AM-Fecal,100217
7,e004-inoculumn-fecal-BE,6212,2661378,AM-Fecal,100217
0,e004-inoculumn-fecal-AK,2276,1656780,BG-Fecal,100217
1,BB-Fecal,4197,2552695,BG-Fecal,100217
2,Coalescence-H12-AA-fecal-0_S715,3682,2522741,BG-Fecal,100217
3,BF-Fecal,4080,2577603,BG-Fecal,100217
4,AM-Fecal,1841,1289001,BG-Fecal,100217
5,BG-Fecal,0,549046,BG-Fecal,100217
6,BC-Fecal,581,720647,BG-Fecal,100217
7,e004-inoculumn-fecal-BE,4254,2661378,BG-Fecal,100217
0,e004-inoculumn-fecal-AK,6416,1656780,BC-Fecal,100217
1,BB-Fecal,11296,2552695,BC-Fecal,100217
2,Coalescence-H12-AA-fecal-0_S715,9601,2522741,BC-Fecal,100217
3,BF-Fecal,10764,2577603,BC-Fecal,100217
4,AM-Fecal,5317,1289001,BC-Fecal,100217
5,BG-Fecal,1041,549046,BC-Fecal,100217
6,BC-Fecal,0,720647,BC-Fecal,100217
7,e004-inoculumn-fecal-BE,11954,2661378,BC-Fecal,100217
0,e004-inoculumn-fecal-AK,6918,1656780,e004-inoculumn-fecal-BE,100217
1,BB-Fecal,11577,2552695,e004-inoculumn-fecal-BE,100217
2,Coalescence-H12-AA-fecal-0_S715,9211,2522741,e004-inoculumn-fecal-BE,100217
3,BF-Fecal,12191,2577603,e004-inoculumn-fecal-BE,100217
4,AM-Fecal,6293,1289001,e004-inoculumn-fecal-BE,100217
5,BG-Fecal,4402,549046,e004-inoculumn-fecal-BE,100217
6,BC-Fecal,12006,720647,e004-inoculumn-fecal-BE,100217
7,e004-inoculumn-fecal-BE,0,2661378,e004-inoculumn-fecal-BE,100217
