,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.086,0.886
C9-e003Coalescence-mGAM-p3,0.3845,0.354
B5-e004Assembly-mBHI-p3,0.5265,0.027577749607354374
C11-e003Coalescence-mBHI-p3,0.08799999999999998,0.88
D11-e003Coalescence-mBHI-p5,0.077,0.915
C9-e003Coalescence-mGAM-p7,0.1915,0.092
C8-e003Coalescence-mGAM-p7,0.2905,0.16800000000000004
D10-e003Coalescence-mBHI-p3,0.1,0.861
F3-e004Assembly-epsilon-p3,0.9337629789146532,0.05733742814719572
B2-e003Coalescence-mBHI-p3,0.20503050941039502,0.429
A8-e003Coalescence-mBHI-p3,0.006355605219411492,0.004353943099839704
A4-e003Coalescence-mBHI-p7,0.9453797189056427,0.037299058458216336
B9-e003Coalescence-mGAM-p5,0.08499999999999996,0.896
A4-e003Coalescence-mBHI-inoculumn-redo,0.15000000000000002,0.030000000000000027
B3-e003Coalescence-mBHI-p3,0.9925883474652161,0.004998011102070953
D4-e003Coalescence-mBHI-p5,0.265,0.433
C2-e003Coalescence-mBHI-p5,0.8395094368797251,0.1293917601144286
B3-e004Assembly-mBHI-p7,0.9934319211645105,0.005728603090356169
B5-e004Assembly-mBHI-p7,0.449,0.016581759247538113
D4-e003Coalescence-mBHI-p3,0.25,0.28600000000000003
C4-e003GlycerolRevival-mBHI-p2,0.9924677465925977,0.00508827671914341
C5-e004Assembly-mBHI-p3,0.525,0.02400211602282061
D10-e003Assembly-mGAM-p5,0.932,0.006792898004789668
C3-e004Assembly-mBHI-p5,0.9896920228465017,0.00897513525011117
B8-e003Assembly-mGAM-p5,0.01141414814914717,0.00785769661939423
F4-e004Assembly-epsilon-p5,0.09394959377043922,0.07524452603212108
C4-e003Coalescence-mGAM-p7,0.6034999999999999,0.163
B12-e003Coalescence-mBHI-p3,0.01978477023821664,0.9772983087469186
D3-e004Assembly-mGAM-p7,0.9968777437064809,0.002647286067251779
C8-e003Assembly-mGAM-p3,0.023008831440172503,0.01578399912956242
C3-e003Coalescence-mGAM-p3,0.4045,0.1195
B4-e003Assembly-mBHI-p5,0.095,0.0070025531670606074
D4-e004Assembly-mGAM-p5,0.0039923077120950865,0.0028883954876271337
D3-e003Coalescence-Inoculumn-mBHI,0.775,0.215
C8-e003Assembly-mGAM-p5,0.06816011895628843,0.048164374231919896
C3-e003Coalescence-mBHI-p7,0.16150000000000003,0.009276873494769076
D11-e003Coalescence-mGAM-p5,0.08,0.918
A11-e003Coalescence-mGAM-p7,0.132,0.862
B8-e003Coalescence-mBHI-p5,0.0037436457729449813,0.9945420635882581
B10-e003Assembly-mGAM-p5,0.8095000000000001,0.05600000000000005
C2-e003Coalescence-mGAM-p7,0.0009010244257972557,0.0005531340335131899
D3-e003Coalescence-mBHI-p5,0.22699999999999998,0.673
B11-e003Coalescence-mGAM-p3,0.018,0.982
C4-e003Coalescence-mBHI-inoculumn-redo,0.05,0.008402713417107192
B5-e003Assembly-mBHI-p5,0.348,0.649
D2-e003Coalescence-mBHI-p5,0.30000000000000004,0.706
D8-e003Assembly-mGAM-p5,0.022962986162947605,0.015741271690926064
D5-e003Coalescence-mGAM-p5,0.756,0.238
B5-e003Coalescence-mBHI-p5,0.21699999999999997,0.639
D5-e003Coalescence-mBHI-p7,0.13,0.866
C9-e003Coalescence-mBHI-p5,0.1285,0.589
A10-e003Coalescence-mBHI-p3,0.214,0.04640154860953011
A5-e003Coalescence-mGAM-p3,0.42600000000000005,0.508
A2-e003Coalescence-Inoculumn-mGAM,0.002548715768063568,0.0017249970333591508
E5-e004Assembly-mGAM-p5,0.4435,0.018838720152797226
D8-e003Coalescence-mGAM-p5,0.08899999999999998,0.907
A12-e003Coalescence-mGAM-p3,0.261,0.6599999999999999
C2-e003Coalescence-mBHI-p3,0.5,0.06552885555760886
C4-e004Assembly-mBHI-p5,0.007534481538442781,0.0053821754683901005
D9-e003Coalescence-mGAM-p7,0.702,0.274
D4-e003Coalescence-mBHI-p7,0.657,0.005731861878490497
D8-e003Assembly-mGAM-p3,0.03410697030899659,0.023857950784336012
E4-e004Assembly-mGAM-p7,0.006331084630821471,0.004545739956252198
E3-e004Assembly-mGAM-p3,0.9950341131961249,0.004309014065496007
B10-e003Coalescence-mGAM-p3,0.611,0.28600000000000003
A9-e003Coalescence-mGAM-p7,0.001094540693788186,0.9980119577124928
D5-e004Assembly-mGAM-p5,0.5355000000000001,0.01909669419072516
B5-e003Coalescence-Inoculumn-mGAM,0.006767239416393361,0.978
D10-e003Coalescence-mBHI-p5,0.108,0.843
D5-e003Coalescence-mBHI-p3,0.635,0.349
C5-e003Coalescence-mBHI-p3,0.131,0.093
D9-e003Coalescence-mGAM-p5,0.473,0.4965
C9-e003Coalescence-mBHI-p3,0.24,0.519
D10-e003Coalescence-mGAM-p5,0.01,0.687
C8-e003Coalescence-mBHI-p7,0.29800000000000004,0.1275
B11-e003Assembly-mGAM-p5,0.20799999999999996,0.778
G3-e004Assembly-epsilon-p7,0.9687273107253389,0.027076953987470655
B4-e003Coalescence-mGAM-p5,0.07299999999999995,0.0040945541882118925
D4-e003Coalescence-mGAM-p5,0.038,0.478
C3-e004Assembly-mBHI-p7,0.9962941737326081,0.003190953438769376
B5-e003Coalescence-mGAM-p5,0.6,0.387
B5-e003Coalescence-Inoculumn-mBHI,0.77,0.218
G3-e004Assembly-epsilon-p3,0.9241539804911504,0.06660662219572747
C2-e003Coalescence-mGAM-p3,0.06399999999999995,0.0036918911950556328
B5-e003Coalescence-mGAM-p7,0.42200000000000004,0.568
D8-e003Coalescence-mBHI-p5,0.535,0.192
E5-e004Assembly-mGAM-p7,0.5,0.043479521556895835
C10-e003Assembly-mGAM-p3,0.6745000000000001,0.109
B10-e003Coalescence-mBHI-p5,0.247,0.631
D5-e003Coalescence-Inoculumn-mGAM,0.062000000000000055,0.93
B3-e004Assembly-mBHI-p5,0.9880644475064757,0.010377035025717045
B5-e003Coalescence-mBHI-p3,0.46599999999999997,0.45999999999999996
G4-e004Assembly-epsilon-p5,0.06636118471351257,0.05136338909528931
C4-e003Coalescence-mGAM-p5,0.178,0.027000000000000024
C5-e003Coalescence-mGAM-p7,0.02300000000000002,0.448
C5-e003Coalescence-mBHI-inoculumn-redo,0.5854999999999999,0.14300000000000002
A2-e003Coalescence-mBHI-p7,0.2563112866554747,0.21119195099124458
A10-e003Coalescence-mBHI-p5,0.20599999999999996,0.019587322802087692
B8-e003Assembly-mGAM-p3,0.04486774638318561,0.03229644965848184
A4-e003Coalescence-mGAM-p5,0.043,0.952
D5-e003Coalescence-mBHI-p5,0.0008973510891440643,0.0005778366963709553
D4-e003Coalescence-mGAM-p7,0.007,0.594
E4-e004Assembly-mGAM-p3,0.007689802533923375,0.009652633515158132
A8-e003Coalescence-mBHI-p7,0.004993689815251887,0.0034220035547140354
E3-e004Assembly-mGAM-p7,0.9954474832405167,0.00393075374427781
B9-e003GlycerolRevival-mGAM-p2,0.002992855737731847,0.9969366464150812
C4-e003Coalescence-mGAM-p3,0.506,0.197
B2-e003Coalescence-Inoculumn-mGAM,0.021,0.392
D5-e003Coalescence-mGAM-p7,0.786,0.21399999999999997
C5-e003Coalescence-mBHI-p5,0.0375,0.258
C5-e003Coalescence-mGAM-p3,0.264,0.03400000000000003
D9-e003Assembly-mGAM-p5,0.8729638369511755,0.11264988788872819
B12-e003Coalescence-mGAM-p3,0.002205931518597068,0.9974209341088234
A11-e003Coalescence-mBHI-p7,0.524,0.18849999999999997
A3-e003Coalescence-Inoculumn-mGAM,0.006386746582276441,0.404
D10-e003Assembly-mGAM-p3,0.634,0.11399999999999999
C3-e003Coalescence-mGAM-p5,0.129,0.022
B4-e004Assembly-mBHI-p5,0.011684803059790496,0.008390428263070958
C10-e003GlycerolRevival-mGAM-p2,0.581,0.02475944426632408
D3-e003Assembly-mBHI-p5,0.7841143610213304,0.18933768305121693
A10-e003Coalescence-mGAM-p3,0.07499999999999996,0.02100000000000002
A9-e003Coalescence-mBHI-p3,0.03700000000000003,0.951
A2-e003Coalescence-Inoculumn-mBHI,0.06639016124634835,0.04701797151761243
D3-e003Coalescence-mBHI-p7,0.003326131289048948,0.9954558032762898
C3-e003Coalescence-mBHI-p5,0.3925,0.03203547032624926
D11-e003Assembly-mGAM-p3,0.167,0.8240000000000001
D2-e003Assembly-mBHI-p3,0.05645241524967723,0.03869039266721067
A9-e003Coalescence-mBHI-p5,0.003596577718694285,0.9943715041352454
D5-e003Coalescence-Inoculumn-mBHI,0.816,0.215
B2-e003Coalescence-mGAM-p3,0.733,0.019893523151861825
B4-e003Assembly-mBHI-p3,0.5,0.167
