,A2-e003Coalescence-Inoculumn-mBHI,A2-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,8,6
C9-e003Coalescence-mGAM-p3,8,6
B5-e004Assembly-mBHI-p3,8,6
C11-e003Coalescence-mBHI-p3,8,6
D11-e003Coalescence-mBHI-p5,8,6
C9-e003Coalescence-mGAM-p7,8,6
C8-e003Coalescence-mGAM-p7,8,6
D10-e003Coalescence-mBHI-p3,8,6
F3-e004Assembly-epsilon-p3,2,6
B2-e003Coalescence-mBHI-p3,1,4
A8-e003Coalescence-mBHI-p3,8,6
A4-e003Coalescence-mBHI-p7,2,6
B9-e003Coalescence-mGAM-p5,8,6
A4-e003Coalescence-mBHI-inoculumn-redo,8,6
B3-e003Coalescence-mBHI-p3,3,6
D4-e003Coalescence-mBHI-p5,8,6
C2-e003Coalescence-mBHI-p5,1,2
B3-e004Assembly-mBHI-p7,2,6
B5-e004Assembly-mBHI-p7,8,6
D4-e003Coalescence-mBHI-p3,8,6
C4-e003GlycerolRevival-mBHI-p2,3,6
C5-e004Assembly-mBHI-p3,8,6
D10-e003Assembly-mGAM-p5,6,6
C3-e004Assembly-mBHI-p5,2,6
B8-e003Assembly-mGAM-p5,8,5
F4-e004Assembly-epsilon-p5,7,5
C4-e003Coalescence-mGAM-p7,8,6
B12-e003Coalescence-mBHI-p3,8,6
D3-e004Assembly-mGAM-p7,2,6
C8-e003Assembly-mGAM-p3,8,6
C3-e003Coalescence-mGAM-p3,8,6
B4-e003Assembly-mBHI-p5,8,6
D4-e004Assembly-mGAM-p5,8,6
D3-e003Coalescence-Inoculumn-mBHI,7,6
C8-e003Assembly-mGAM-p5,3,6
C3-e003Coalescence-mBHI-p7,8,6
D11-e003Coalescence-mGAM-p5,8,6
A11-e003Coalescence-mGAM-p7,8,6
B8-e003Coalescence-mBHI-p5,8,6
B10-e003Assembly-mGAM-p5,6,6
C2-e003Coalescence-mGAM-p7,8,6
D3-e003Coalescence-mBHI-p5,8,6
B11-e003Coalescence-mGAM-p3,8,6
C4-e003Coalescence-mBHI-inoculumn-redo,8,6
B5-e003Assembly-mBHI-p5,8,6
D2-e003Coalescence-mBHI-p5,8,6
D8-e003Assembly-mGAM-p5,8,6
D5-e003Coalescence-mGAM-p5,7,6
B5-e003Coalescence-mBHI-p5,8,6
D5-e003Coalescence-mBHI-p7,8,6
C9-e003Coalescence-mBHI-p5,8,6
A10-e003Coalescence-mBHI-p3,7,6
A5-e003Coalescence-mGAM-p3,8,6
A2-e003Coalescence-Inoculumn-mGAM,8,6
E5-e004Assembly-mGAM-p5,8,6
D8-e003Coalescence-mGAM-p5,8,6
A12-e003Coalescence-mGAM-p3,8,6
C2-e003Coalescence-mBHI-p3,8,6
C4-e004Assembly-mBHI-p5,8,6
D9-e003Coalescence-mGAM-p7,1,6
D4-e003Coalescence-mBHI-p7,7,6
D8-e003Assembly-mGAM-p3,8,6
E4-e004Assembly-mGAM-p7,8,6
E3-e004Assembly-mGAM-p3,2,6
B10-e003Coalescence-mGAM-p3,8,6
A9-e003Coalescence-mGAM-p7,8,6
D5-e004Assembly-mGAM-p5,8,6
B5-e003Coalescence-Inoculumn-mGAM,8,6
D10-e003Coalescence-mBHI-p5,8,6
D5-e003Coalescence-mBHI-p3,8,6
C5-e003Coalescence-mBHI-p3,8,6
D9-e003Coalescence-mGAM-p5,8,6
C9-e003Coalescence-mBHI-p3,8,6
D10-e003Coalescence-mGAM-p5,8,6
C8-e003Coalescence-mBHI-p7,8,6
B11-e003Assembly-mGAM-p5,8,6
G3-e004Assembly-epsilon-p7,2,6
B4-e003Coalescence-mGAM-p5,8,6
D4-e003Coalescence-mGAM-p5,8,6
C3-e004Assembly-mBHI-p7,2,6
B5-e003Coalescence-mGAM-p5,7,6
B5-e003Coalescence-Inoculumn-mBHI,7,6
G3-e004Assembly-epsilon-p3,2,6
C2-e003Coalescence-mGAM-p3,8,6
B5-e003Coalescence-mGAM-p7,7,6
D8-e003Coalescence-mBHI-p5,8,6
E5-e004Assembly-mGAM-p7,7,6
C10-e003Assembly-mGAM-p3,8,5
B10-e003Coalescence-mBHI-p5,8,6
D5-e003Coalescence-Inoculumn-mGAM,8,6
B3-e004Assembly-mBHI-p5,2,6
B5-e003Coalescence-mBHI-p3,7,6
G4-e004Assembly-epsilon-p5,7,6
C4-e003Coalescence-mGAM-p5,8,6
C5-e003Coalescence-mGAM-p7,8,6
C5-e003Coalescence-mBHI-inoculumn-redo,8,6
A2-e003Coalescence-mBHI-p7,2,3
A10-e003Coalescence-mBHI-p5,8,6
B8-e003Assembly-mGAM-p3,8,6
A4-e003Coalescence-mGAM-p5,8,6
D5-e003Coalescence-mBHI-p5,8,6
D4-e003Coalescence-mGAM-p7,8,6
E4-e004Assembly-mGAM-p3,8,6
A8-e003Coalescence-mBHI-p7,8,6
E3-e004Assembly-mGAM-p7,2,6
B9-e003GlycerolRevival-mGAM-p2,8,6
C4-e003Coalescence-mGAM-p3,8,6
B2-e003Coalescence-Inoculumn-mGAM,8,6
D5-e003Coalescence-mGAM-p7,7,6
C5-e003Coalescence-mBHI-p5,8,6
C5-e003Coalescence-mGAM-p3,8,6
D9-e003Assembly-mGAM-p5,1,1
B12-e003Coalescence-mGAM-p3,8,6
A11-e003Coalescence-mBHI-p7,8,6
A3-e003Coalescence-Inoculumn-mGAM,8,6
D10-e003Assembly-mGAM-p3,8,6
C3-e003Coalescence-mGAM-p5,8,6
B4-e004Assembly-mBHI-p5,8,6
C10-e003GlycerolRevival-mGAM-p2,6,6
D3-e003Assembly-mBHI-p5,1,1
A10-e003Coalescence-mGAM-p3,8,6
A9-e003Coalescence-mBHI-p3,8,6
A2-e003Coalescence-Inoculumn-mBHI,8,6
D3-e003Coalescence-mBHI-p7,8,6
C3-e003Coalescence-mBHI-p5,7,6
D11-e003Assembly-mGAM-p3,8,6
D2-e003Assembly-mBHI-p3,7,6
A9-e003Coalescence-mBHI-p5,8,6
D5-e003Coalescence-Inoculumn-mBHI,7,6
B2-e003Coalescence-mGAM-p3,3,6
B4-e003Assembly-mBHI-p3,8,6
C11-e003Coalescence-mGAM-p5,8,6
G4-e004Assembly-epsilon-p3,8,6
B3-e003Coalescence-Inoculumn-mBHI,3,6
A8-e003Coalescence-mBHI-p5,8,6
D5-e004Assembly-mGAM-p7,8,6
D9-e003Coalescence-mBHI-p3,8,6
D5-e003Assembly-mBHI-p5,8,6
A5-e003Coalescence-mBHI-p7,8,6
BG-Fecal,1,4
D2-e003Coalescence-mGAM-p5,8,6
B9-e003Assembly-mGAM-p5,8,6
D3-e003Coalescence-mGAM-p3,8,6
D9-e003Coalescence-mGAM-p3,8,6
D3-e003Coalescence-mGAM-p5,7,6
C10-e003Coalescence-mGAM-p3,8,6
A5-e003Coalescence-mBHI-inoculumn-redo,7,6
B11-e003Assembly-mGAM-p3,7,5
B9-e003Coalescence-mGAM-p7,8,6
B11-e003Coalescence-mGAM-p7,8,6
C3-e003Coalescence-Inoculumn-mGAM,8,6
B5-e003Coalescence-mBHI-p7,8,6
A3-e003Coalescence-mGAM-p7,2,6
D4-e003Coalescence-Inoculumn-mBHI,8,6
A4-e003Coalescence-mBHI-p5,3,6
B3-e003Coalescence-mBHI-p7,1,6
D10-e003Coalescence-mGAM-p7,8,6
C12-e003Coalescence-mGAM-p3,8,6
C11-e003Coalescence-mGAM-p3,8,6
D5-e004Assembly-mGAM-p3,7,6
A10-e003Coalescence-mBHI-p7,8,6
C10-e003Coalescence-mBHI-p7,8,6
B9-e003Coalescence-mBHI-p5,8,6
F4-e004Assembly-epsilon-p3,1,4
B10-e003Coalescence-mBHI-p3,8,6
C11-e003Coalescence-mBHI-p5,8,6
A2-e003Coalescence-mGAM-p7,8,6
C5-e003Assembly-mBHI-p3,8,6
E3-e004Assembly-mGAM-p5,2,6
