,C4-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-mBHI-inoculumn-redo
B11-e003Assembly-mGAM-p5,9,27034
G3-e004Assembly-epsilon-p7,8,25746
B4-e003Coalescence-mGAM-p5,7,27445
D4-e003Coalescence-mGAM-p5,9,27877
C3-e004Assembly-mBHI-p7,9,25899
B5-e003Coalescence-mGAM-p5,9,27782
B5-e003Coalescence-Inoculumn-mBHI,9,27743
G3-e004Assembly-epsilon-p3,8,23789
C2-e003Coalescence-mGAM-p3,7,27736
B5-e003Coalescence-mGAM-p7,9,27733
D8-e003Coalescence-mBHI-p5,9,27800
E5-e004Assembly-mGAM-p7,9,26084
C10-e003Assembly-mGAM-p3,9,27149
B10-e003Coalescence-mBHI-p5,9,27874
D5-e003Coalescence-Inoculumn-mGAM,9,27537
B3-e004Assembly-mBHI-p5,8,25889
B5-e003Coalescence-mBHI-p3,9,27834
G4-e004Assembly-epsilon-p5,9,23910
C4-e003Coalescence-mGAM-p5,9,27825
C5-e003Coalescence-mGAM-p7,9,27870
C5-e003Coalescence-mBHI-inoculumn-redo,9,27878
A2-e003Coalescence-mBHI-p7,4,10697
A10-e003Coalescence-mBHI-p5,9,27404
B8-e003Assembly-mGAM-p3,9,26225
A4-e003Coalescence-mGAM-p5,9,27773
D5-e003Coalescence-mBHI-p5,6,27555
D4-e003Coalescence-mGAM-p7,9,27879
E4-e004Assembly-mGAM-p3,9,27472
A8-e003Coalescence-mBHI-p7,9,27517
E3-e004Assembly-mGAM-p7,9,25979
B9-e003GlycerolRevival-mGAM-p2,9,27654
C4-e003Coalescence-mGAM-p3,9,27856
B2-e003Coalescence-Inoculumn-mGAM,9,27692
D5-e003Coalescence-mGAM-p7,9,26508
C5-e003Coalescence-mBHI-p5,9,27846
C5-e003Coalescence-mGAM-p3,9,27780
D9-e003Assembly-mGAM-p5,4,17920
B12-e003Coalescence-mGAM-p3,9,27548
A11-e003Coalescence-mBHI-p7,9,27531
A3-e003Coalescence-Inoculumn-mGAM,9,27672
D10-e003Assembly-mGAM-p3,9,27709
C3-e003Coalescence-mGAM-p5,7,27713
B4-e004Assembly-mBHI-p5,9,27514
C10-e003GlycerolRevival-mGAM-p2,9,27258
D3-e003Assembly-mBHI-p5,5,11666
A10-e003Coalescence-mGAM-p3,7,27750
A9-e003Coalescence-mBHI-p3,9,27823
A2-e003Coalescence-Inoculumn-mBHI,8,24775
D3-e003Coalescence-mBHI-p7,9,27802
C3-e003Coalescence-mBHI-p5,7,26546
D11-e003Assembly-mGAM-p3,9,27503
D2-e003Assembly-mBHI-p3,9,25880
A9-e003Coalescence-mBHI-p5,9,27649
D5-e003Coalescence-Inoculumn-mBHI,9,27720
B2-e003Coalescence-mGAM-p3,9,27347
B4-e003Assembly-mBHI-p3,9,27532
C11-e003Coalescence-mGAM-p5,9,27869
G4-e004Assembly-epsilon-p3,9,26670
B3-e003Coalescence-Inoculumn-mBHI,8,26620
A8-e003Coalescence-mBHI-p5,9,27392
D5-e004Assembly-mGAM-p7,8,27216
D9-e003Coalescence-mBHI-p3,9,25998
D5-e003Assembly-mBHI-p5,9,27664
A5-e003Coalescence-mBHI-p7,9,27366
BG-Fecal,4,15845
D2-e003Coalescence-mGAM-p5,9,27875
B9-e003Assembly-mGAM-p5,9,27388
D3-e003Coalescence-mGAM-p3,9,27692
D9-e003Coalescence-mGAM-p3,9,27839
D3-e003Coalescence-mGAM-p5,9,27749
C10-e003Coalescence-mGAM-p3,9,27836
A5-e003Coalescence-mBHI-inoculumn-redo,9,27753
B11-e003Assembly-mGAM-p3,9,26834
B9-e003Coalescence-mGAM-p7,9,27844
B11-e003Coalescence-mGAM-p7,8,26895
C3-e003Coalescence-Inoculumn-mGAM,9,27879
B5-e003Coalescence-mBHI-p7,9,27813
A3-e003Coalescence-mGAM-p7,9,27442
D4-e003Coalescence-Inoculumn-mBHI,9,27878
A4-e003Coalescence-mBHI-p5,8,27227
B3-e003Coalescence-mBHI-p7,8,25024
D10-e003Coalescence-mGAM-p7,9,27873
C12-e003Coalescence-mGAM-p3,9,27826
C11-e003Coalescence-mGAM-p3,9,27879
D5-e004Assembly-mGAM-p3,8,27562
A10-e003Coalescence-mBHI-p7,9,27575
C10-e003Coalescence-mBHI-p7,9,27759
B9-e003Coalescence-mBHI-p5,9,27800
F4-e004Assembly-epsilon-p3,6,17587
B10-e003Coalescence-mBHI-p3,9,27803
C11-e003Coalescence-mBHI-p5,9,27863
A2-e003Coalescence-mGAM-p7,9,27159
C5-e003Assembly-mBHI-p3,9,27611
E3-e004Assembly-mGAM-p5,9,25962
C3-e003GlycerolRevival-mBHI-p2,9,14980
D10-e003Coalescence-mGAM-p3,9,27775
B10-e003Coalescence-mGAM-p7,8,27171
C4-e004Assembly-mBHI-p3,9,27538
A9-e003Coalescence-mBHI-p7,9,27836
C2-e003Coalescence-Inoculumn-mGAM,9,27824
B3-e003Coalescence-Inoculumn-mGAM,9,27763
D11-e003Coalescence-mGAM-p7,9,27692
D5-e003Coalescence-mGAM-p3,9,27723
D4-e004Assembly-mGAM-p3,9,27448
E4-e004Assembly-mGAM-p5,9,27525
E5-e004Assembly-mGAM-p3,6,26026
D2-e003Coalescence-Inoculumn-mBHI,9,27707
B4-e003Coalescence-Inoculumn-mGAM,9,27884
A10-e003Coalescence-mGAM-p7,9,27790
B2-e003Assembly-mBHI-p3,9,25095
F4-e004Assembly-epsilon-p7,9,21490
D9-e003Coalescence-mBHI-p5,9,27778
C4-e003Coalescence-Inoculumn-mGAM,9,27884
D4-e003Coalescence-mGAM-p3,9,27854
B9-e003Coalescence-mBHI-p7,9,27547
A2-e003Coalescence-mGAM-p5,9,27337
D11-e003Assembly-mGAM-p5,5,22008
C3-e003Coalescence-mGAM-p7,8,27818
B11-e003GlycerolRevival-mGAM-p2,9,26858
C5-e004Assembly-mBHI-p7,5,14703
B3-e003Coalescence-mGAM-p5,8,27606
D9-e003Coalescence-mBHI-p7,9,27752
B10-e003Assembly-mGAM-p3,9,26636
D3-e004Assembly-mGAM-p5,8,25973
C5-e003Coalescence-mBHI-p7,9,27870
D12-e003Coalescence-mBHI-p3,9,23257
D4-e004Assembly-mGAM-p7,9,27565
C11-e003Coalescence-mGAM-p7,9,27877
C11-e003Assembly-mGAM-p3,9,27686
D10-e003Coalescence-mBHI-p7,9,27854
C9-e003Coalescence-mBHI-p7,9,27663
A2-e003Coalescence-mBHI-p3,6,17362
B8-e003Coalescence-mGAM-p5,9,27847
C3-e004Assembly-mBHI-p3,9,25877
C11-e003Assembly-mGAM-p5,9,27656
B10-e003GlycerolRevival-mGAM-p2,9,27809
B3-e003Coalescence-mBHI-p5,8,27112
C2-e003Coalescence-mBHI-inoculumn-redo,8,27739
A8-e003Coalescence-mGAM-p7,9,27419
C11-e003GlycerolRevival-mGAM-p2,9,27773
B2-e003Coalescence-Inoculumn-mBHI,9,22799
A11-e003Coalescence-mBHI-p5,9,27747
C10-e003Coalescence-mGAM-p5,9,27861
C4-e003Assembly-mBHI-p5,8,27461
C9-e003Assembly-mGAM-p5,9,23949
A5-e003Coalescence-Inoculumn-mGAM,9,27515
D4-e003Coalescence-Inoculumn-mGAM,9,27685
A2-e003Coalescence-mBHI-p5,8,19668
B5-e004Assembly-mBHI-p5,9,27153
C5-e003Assembly-mBHI-p5,9,26902
C10-e003Coalescence-mBHI-p5,9,27426
B9-e003Coalescence-mBHI-p3,9,27467
C3-e003Coalescence-mBHI-inoculumn-redo,9,27844
B5-e003Coalescence-mGAM-p3,9,27508
BK-Fecal,9,25027
A5-e003Coalescence-mBHI-p3,4,16043
C4-e004Assembly-mBHI-p7,9,27470
A4-e003Coalescence-mBHI-p3,0,12369
C9-e003GlycerolRevival-mGAM-p2,8,25816
B4-e004Assembly-mBHI-p3,9,27516
F3-e004Assembly-epsilon-p5,6,16723
C9-e003Coalescence-mGAM-p5,9,27762
A2-e003Coalescence-mBHI-inoculumn-redo,9,26053
C2-e003Coalescence-mGAM-p5,7,27707
B8-e003GlycerolRevival-mGAM-p2,9,27342
C8-e003Coalescence-mBHI-p5,9,27528
B8-e003Coalescence-mGAM-p7,9,27843
B4-e003Coalescence-Inoculumn-mBHI,8,27773
D2-e003Coalescence-Inoculumn-mGAM,9,27473
B8-e003Coalescence-mBHI-p7,9,27748
B3-e004Assembly-mBHI-p3,9,25854
D3-e003Coalescence-Inoculumn-mGAM,9,27791
B11-e003Coalescence-mBHI-p3,9,27682
C5-e003Coalescence-Inoculumn-mGAM,9,27884
C4-e003Coalescence-mBHI-p5,8,27713
G3-e004Assembly-epsilon-p5,9,25580
BC-Fecal,4,10191
e004-inoculumn-fecal-BE,6,14665
A11-e003Coalescence-mBHI-p3,9,27855
B4-e004Assembly-mBHI-p7,9,27469
A4-e003Coalescence-Inoculumn-mGAM,9,27858
B4-e003Coalescence-mBHI-p3,7,19309
A5-e003Coalescence-Inoculumn-mBHI,9,27329
A9-e003Coalescence-mGAM-p5,9,27826
C10-e003Coalescence-mGAM-p7,9,27855
F3-e004Assembly-epsilon-p7,8,20201
A11-e003Coalescence-mGAM-p3,9,27825
C10-e003Coalescence-mBHI-p3,9,27838
D2-e003Coalescence-mBHI-p3,9,27765
C5-e003GlycerolRevival-mBHI-p2,9,27614
H5-e003Coalescence-mBHI-p5_S40,9,27795
E2-e003Coalescence-mGAM-p7_S145,9,27267
G5-e003Coalescence-mBHI-p7_S124,9,27821
H111-e003Coalescence-mGAM-p7_S188,9,27731
H4-e003Coalescence-mGAM-p7_S183,9,27858
F5-e003Coalescence-mGAM-p5_S64,9,27412
F5-e003Coalescence-mGAM-p7_S160,9,27649
F8-e003Coalescence-mBHI-p3_S117,9,27593
H3-e003Coalescence-mBHI-p3_S46,9,27645
H2-e003Coalescence-mBHI-p7_S133,9,27317
E5-e003Coalescence-mBHI-p3_S12,9,27601
F100-e003Coalescence-mGAM-p7_S163,9,26869
F9-e003Coalescence-mBHI-p5_S18,9,27525
H3-e003Coalescence-mBHI-p7_S134,9,27636
E3-e003Coalescence-mGAM-p3_S58,8,27243
G4-e003Coalescence-mBHI-p5_S27,7,27288
E8-e003Coalescence-mBHI-p5_S5,9,27294
G2-e003Coalescence-mBHI-p3_S33,6,16982
E9-e003Coalescence-mBHI-p5_S6,9,27612
H111-e003Coalescence-mBHI-p3_S144,9,27816
G111-e003Coalescence-mGAM-p5_S80,9,27844
G100-e003Coalescence-mGAM-p3_S179,8,27701
F111-e003Coalescence-mGAM-p5_S68,9,27529
G111-e003Coalescence-mBHI-p5_S32,9,27835
G5-e003Coalescence-mBHI-p3_S36,9,27673
H2-e003Coalescence-mGAM-p7_S181,9,27861
H9-e003Coalescence-mGAM-p3_S190,8,26585
E3-e003Coalescence-mBHI-p3_S10,3,8437
H2-e003Coalescence-mGAM-p5_S85,9,27082
G8-e003Coalescence-mGAM-p3_S177,9,27802
F2-e003Coalescence-mGAM-p7_S157,8,27367
H3-e003Coalescence-mGAM-p3_S94,9,27505
H4-e003Coalescence-mGAM-p3_S95,8,26777
E5-e003Coalescence-mBHI-p7_S100,9,27582
G111-e003Coalescence-mBHI-p3_S132,5,11080
F3-e003Coalescence-mGAM-p3_S70,9,27166
E100-e003Coalescence-mBHI-p7_S103,9,27196
F9-e003Coalescence-mGAM-p5_S66,9,27698
G111-e003Coalescence-mGAM-p7_S176,9,26134
H100-e003Coalescence-mGAM-p7_S187,9,27805
E100-e003Coalescence-mGAM-p3_S155,8,27408
E3-e003Coalescence-mGAM-p5_S50,8,27409
F5-e003Coalescence-mGAM-p3_S72,9,26891
E9-e003Coalescence-mBHI-p7_S102,9,27678
E5-e003Coalescence-mBHI-p5_S4,9,27459
F111-e003Coalescence-mGAM-p7_S164,7,27011
E111-e003Coalescence-mBHI-p5_S8,9,27770
H100-e003Coalescence-mBHI-p5_S43,9,27820
F2-e003Coalescence-mGAM-p5_S61,8,27454
F5-e003Coalescence-mBHI-p5_S16,9,27673
F8-e003Coalescence-mGAM-p5_S65,9,27769
H8-e003Coalescence-mBHI-p7_S137,9,27696
G9-e003Coalescence-mGAM-p5_S78,9,27671
E2-e003Coalescence-mBHI-p5_S1,4,13933
E2-e003Coalescence-mBHI-p3_S9,8,20353
G8-e003Coalescence-mGAM-p5_S77,9,27720
G3-e003Coalescence-mBHI-p3_S34,9,26586
G100-e003Coalescence-mBHI-p5_S31,9,27704
F9-e003Coalescence-mBHI-p3_S118,4,19587
E111-e003Coalescence-mBHI-p3_S108,9,27432
F8-e003Coalescence-mGAM-p3_S165,3,21887
G3-e003Coalescence-mBHI-p5_S26,7,27150
G5-e003Coalescence-mBHI-p5_S28,9,27855
H111-e003Coalescence-mGAM-p5_S92,9,27645
G4-e003Coalescence-mBHI-p3_S35,8,27486
H9-e003Coalescence-mGAM-p5_S90,9,27554
H2-e003Coalescence-mBHI-p3_S45,9,27700
E8-e003Coalescence-mBHI-p7_S101,9,27377
E4-e003Coalescence-mBHI-p5_S3,8,27374
H2-e003Coalescence-mGAM-p3_S93,9,27723
E4-e003Coalescence-mGAM-p5_S51,6,26882
G9-e003Coalescence-mGAM-p7_S174,9,27607
E8-e003Coalescence-mGAM-p3_S153,9,27746
G111-e003Coalescence-mGAM-p3_S180,9,27837
G5-e003Coalescence-mGAM-p3_S84,9,27529
H8-e003Coalescence-mBHI-p5_S41,9,27806
E100-e003Coalescence-mBHI-p5_S7,9,27425
G100-e003Coalescence-mGAM-p7_S175,7,26607
F9-e003Coalescence-mGAM-p7_S162,9,27671
F8-e003Coalescence-mGAM-p7_S161,9,27747
F3-e003Coalescence-mBHI-p3_S22,8,26805
G3-e003Coalescence-mBHI-p7_S122,8,26878
G5-e003Coalescence-mGAM-p5_S76,9,27779
G5-e003Coalescence-mGAM-p7_S172,9,27702
G4-e003Coalescence-mGAM-p5_S75,9,27572
G8-e003Coalescence-mBHI-p3_S129,9,27390
E5-e003Coalescence-mGAM-p3_S60,9,27587
G2-e003Coalescence-mGAM-p5_S73,8,26925
E5-e003Coalescence-mGAM-p7_S148,9,27816
H9-e003Coalescence-mGAM-p7_S186,9,27768
E100-e003Coalescence-mGAM-p5_S55,9,27683
E8-e003Coalescence-mGAM-p5_S53,9,27265
H5-e003Coalescence-mGAM-p3_S96,9,27622
G4-e003Coalescence-mGAM-p3_S83,9,27642
F4-e003Coalescence-mBHI-p7_S111,8,25248
H3-e003Coalescence-mGAM-p7_S182,9,27734
H5-e003Coalescence-mGAM-p5_S88,9,27656
F4-e003Coalescence-mGAM-p5_S63,7,27103
G4-e003Coalescence-mGAM-p7_S171,8,27545
H8-e003Coalescence-mGAM-p5_S89,9,27713
F3-e003Coalescence-mBHI-p5_S14,9,26149
F100-e003Coalescence-mBHI-p7_S115,9,27778
E3-e003Coalescence-mGAM-p7_S146,9,26562
F100-e003Coalescence-mGAM-p3_S167,9,25931
G100-e003Coalescence-mBHI-p3_S131,9,27091
G4-e003Coalescence-mBHI-p7_S123,8,27225
E9-e003Coalescence-mGAM-p3_S154,9,27793
F3-e003Coalescence-mGAM-p5_S62,9,26253
H4-e003Coalescence-mBHI-p7_S135,9,27831
E3-e003Coalescence-mBHI-p5_S2,5,13123
G111-e003Coalescence-mBHI-p7_S128,9,27793
H3-e003Coalescence-mBHI-p5_S38,9,27817
G3-e003Coalescence-mGAM-p3_S82,9,27327
F111-e003Coalescence-mGAM-p3_S168,9,27644
F3-e003Coalescence-mGAM-p7_S158,8,24217
F8-e003Coalescence-mBHI-p7_S113,9,27461
G2-e003Coalescence-mBHI-p7_S121,1,9123
H4-e003Coalescence-mBHI-p3_S47,9,27780
F3-e003Coalescence-mBHI-p7_S110,3,10744
F100-e003Coalescence-mGAM-p5_S67,9,26556
G8-e003Coalescence-mBHI-p7_S125,9,27377
F4-e003Coalescence-mBHI-p5_S15,9,27051
H111-e003Coalescence-mBHI-p5_S44,9,27761
E111-e003Coalescence-mBHI-p7_S104,9,27739
E2-e003Coalescence-mGAM-p3_S57,9,27044
F2-e003Coalescence-mBHI-p5_S13,9,26420
F4-e003Coalescence-mBHI-p3_S23,6,14657
F2-e003Coalescence-mGAM-p3_S69,9,27275
E9-e003Coalescence-mGAM-p5_S54,9,27802
G3-e003Coalescence-mGAM-p5_S74,9,27801
E111-e003Coalescence-mGAM-p5_S56,9,27704
G100-e003Coalescence-mGAM-p5_S79,9,27647
H100-e003Coalescence-mGAM-p5_S91,9,27798
G9-e003Coalescence-mBHI-p3_S130,9,27417
E4-e003Coalescence-mGAM-p7_S147,8,27513
E4-e003Coalescence-mGAM-p3_S59,7,27439
H4-e003Coalescence-mBHI-p5_S39,9,27804
F4-e003Coalescence-mGAM-p3_S71,9,27791
H100-e003Coalescence-mBHI-p7_S139,9,27814
G8-e003Coalescence-mBHI-p5_S29,9,27435
G2-e003Coalescence-mBHI-p5_S25,8,26016
G8-e003Coalescence-mGAM-p7_S173,9,27748
E2-e003Coalescence-mGAM-p5_S49,9,27164
H9-e003Coalescence-mBHI-p5_S42,9,27614
H111-e003Coalescence-mGAM-p3_S192,9,27668
F5-e003Coalescence-mBHI-p3_S24,9,27829
E8-e003Coalescence-mBHI-p3_S105,9,27040
E8-e003Coalescence-mGAM-p7_S149,9,27296
E9-e003Coalescence-mGAM-p7_S150,7,19768
H5-e003Coalescence-mBHI-p7_S136,9,27483
G9-e003Coalescence-mBHI-p5_S30,9,27720
F111-e003Coalescence-mBHI-p7_S116,9,27605
F5-e003Coalescence-mBHI-p7_S112,9,27592
F4-e003Coalescence-mGAM-p7_S159,8,27174
F111-e003Coalescence-mBHI-p3_S120,9,26965
H3-e003Coalescence-mGAM-p5_S86,9,27483
E4-e003Coalescence-mBHI-p7_S99,8,27367
H4-e003Coalescence-mGAM-p5_S87,9,27667
E100-e003Coalescence-mGAM-p7_S151,9,27588
G9-e003Coalescence-mGAM-p3_S178,9,27861
H9-e003Coalescence-mBHI-p7_S138,9,27074
H8-e003Coalescence-mGAM-p7_S185,9,27790
G2-e003Coalescence-mGAM-p3_S81,8,27772
F111-e003Coalescence-mBHI-p5_S20,9,27050
F8-e003Coalescence-mBHI-p5_S17,9,27679
G100-e003Coalescence-mBHI-p7_S127,9,27735
E5-e003Coalescence-mGAM-p5_S52,9,27734
