,B3-e003Coalescence-Inoculumn-mBHI,B3-e003Coalescence-Inoculumn-mGAM
C12-e003Coalescence-mBHI-p3,0.08166570000617017,0.8514395107684127
C9-e003Coalescence-mGAM-p3,0.3492765471709755,0.43096184525392184
B5-e004Assembly-mBHI-p3,0.37089726661319183,0.30899534698218556
C11-e003Coalescence-mBHI-p3,0.08851095205775285,0.8508236506248339
D11-e003Coalescence-mBHI-p5,0.01870728697476399,0.9454935522467429
C9-e003Coalescence-mGAM-p7,0.38564990436231256,0.32458149428343525
C8-e003Coalescence-mGAM-p7,0.3058957240698464,0.37091830630151557
D10-e003Coalescence-mBHI-p3,0.10746325661751097,0.8289438314278118
F3-e004Assembly-epsilon-p3,0.471335287221571,0.24369456261632544
B2-e003Coalescence-mBHI-p3,0.10850583081384588,0.18928336878489765
A8-e003Coalescence-mBHI-p3,0.16295884494354293,0.5041939643711779
A4-e003Coalescence-mBHI-p7,0.9471272906768681,0.00047367721350704596
B9-e003Coalescence-mGAM-p5,0.07058524094527055,0.9038029114597183
A4-e003Coalescence-mBHI-inoculumn-redo,0.3436197322144752,0.34204154480191445
B3-e003Coalescence-mBHI-p3,0.9949605108903561,0.0006823982983249139
D4-e003Coalescence-mBHI-p5,0.20119985191583883,0.586173889922893
C2-e003Coalescence-mBHI-p5,0.5999804405503795,0.0011625897367721352
B3-e004Assembly-mBHI-p7,0.5108350712655025,0.2636199149162457
B5-e004Assembly-mBHI-p7,0.40030511507373356,0.3004711512895507
D4-e003Coalescence-mBHI-p3,0.25297642993768127,0.48951887795798993
C4-e003GlycerolRevival-mBHI-p2,0.9922580366508299,0.0006438447221483651
C5-e004Assembly-mBHI-p3,0.37089658789411983,0.3001617920765754
D10-e003Assembly-mGAM-p5,0.541286234343185,0.2158030444030843
C3-e004Assembly-mBHI-p5,0.5094864564694268,0.26248451209784635
B8-e003Assembly-mGAM-p5,0.1611575245264392,0.5002321855889391
F4-e004Assembly-epsilon-p5,0.11753291787499229,0.3561829300717894
C4-e003Coalescence-mGAM-p7,0.7781556117726908,0.10395911991491624
B12-e003Coalescence-mBHI-p3,0.03259967915098414,0.8868045067801117
D3-e004Assembly-mGAM-p7,0.5114910840994632,0.2635099707524594
C8-e003Assembly-mGAM-p3,0.1597594866415746,0.49198624036160593
C3-e003Coalescence-mGAM-p3,0.5471758499413835,0.22728735708588138
B4-e003Assembly-mBHI-p5,0.3625532794471525,0.322102366391917
D4-e004Assembly-mGAM-p5,0.155573517615845,0.486859744748737
D3-e003Coalescence-Inoculumn-mBHI,0.23913963102363175,0.5103695825578304
C8-e003Assembly-mGAM-p5,0.14052039242302708,0.42366099441637867
C3-e003Coalescence-mBHI-p7,0.40055247732461285,0.30507724009571924
D11-e003Coalescence-mGAM-p5,0.016244832479792682,0.9479215634139856
A11-e003Coalescence-mGAM-p7,0.027092552600728077,0.9204507444828502
B8-e003Coalescence-mBHI-p5,0.014793792805577839,0.9689416378622706
B10-e003Assembly-mGAM-p5,0.592556858147714,0.187702539218293
C2-e003Coalescence-mGAM-p7,0.3517715184796693,0.33406095453336876
D3-e003Coalescence-mBHI-p5,0.33270901462331093,0.6103150757777187
B11-e003Coalescence-mGAM-p3,0.0042089837724440075,0.9872799787290614
C4-e003Coalescence-mBHI-inoculumn-redo,0.35413358425371755,0.3312748604094656
B5-e003Assembly-mBHI-p5,0.0691793052384772,0.801420898697155
D2-e003Coalescence-mBHI-p5,0.07739051027333868,0.773444097314544
D8-e003Assembly-mGAM-p5,0.1593807613993953,0.4894863733049721
D5-e003Coalescence-mGAM-p5,0.15781039057197507,0.5881028981653815
B5-e003Coalescence-mBHI-p5,0.405617757758993,0.5473336213772932
D5-e003Coalescence-mBHI-p7,0.027202319985191584,0.9232311220420101
C9-e003Coalescence-mBHI-p5,0.18448158203245513,0.6573947753257113
A10-e003Coalescence-mBHI-p3,0.18231128524711546,0.44434425684658335
A5-e003Coalescence-mGAM-p3,0.09880113531190227,0.7138852698750333
A2-e003Coalescence-Inoculumn-mGAM,0.1623541679521195,0.503667774528051
E5-e004Assembly-mGAM-p5,0.3920291232183624,0.302161393246477
D8-e003Coalescence-mGAM-p5,0.01830610230147467,0.9457378356819995
A12-e003Coalescence-mGAM-p3,0.06442327389399644,0.7699772002127094
C2-e003Coalescence-mBHI-p3,0.5099944468439563,0.19085662057963307
C4-e004Assembly-mBHI-p5,0.15438409329302155,0.4829376495612869
D9-e003Coalescence-mGAM-p7,0.45305695070031465,0.4105349641052911
D4-e003Coalescence-mBHI-p7,0.28859350897760233,0.38756401223078973
D8-e003Assembly-mGAM-p3,0.15482859258345158,0.478728928476469
E4-e004Assembly-mGAM-p7,0.15545758005799964,0.4838678542940708
E3-e004Assembly-mGAM-p3,0.5108055161350034,0.2635682664185057
B10-e003Coalescence-mGAM-p3,0.48667267230209166,0.33167189577240097
A9-e003Coalescence-mGAM-p7,0.0018034799777873766,0.9927045333687848
D5-e004Assembly-mGAM-p5,0.35308224841118035,0.32060489231587347
B5-e003Coalescence-Inoculumn-mGAM,0.016243228234713396,0.9662761233714438
D10-e003Coalescence-mBHI-p5,0.13766434256802618,0.800003190640787
D5-e003Coalescence-mBHI-p3,0.13148429690874316,0.6452431534166444
C5-e003Coalescence-mBHI-p3,0.334303264021719,0.35470207391651154
D9-e003Coalescence-mGAM-p5,0.31821268587647306,0.59735655410795
C9-e003Coalescence-mBHI-p3,0.27334121058801747,0.5633268412656208
D10-e003Coalescence-mGAM-p5,0.11236632319368173,0.7710801648497739
C8-e003Coalescence-mBHI-p7,0.21075936323810698,0.45320745812283963
B11-e003Assembly-mGAM-p5,0.036859505152094775,0.8431981520872108
G3-e004Assembly-epsilon-p7,0.5034270994014932,0.2601714304706195
B4-e003Coalescence-mGAM-p5,0.36331794903436787,0.32204825844190377
D4-e003Coalescence-mGAM-p5,0.184589868575307,0.6319664318000532
C3-e004Assembly-mBHI-p7,0.5101939902511261,0.26175731188513696
B5-e003Coalescence-mGAM-p5,0.1273312149071389,0.6679334618452539
B5-e003Coalescence-Inoculumn-mBHI,0.23550687974332077,0.5117270007976602
G3-e004Assembly-epsilon-p3,0.4544987351144567,0.2389342595054507
C2-e003Coalescence-mGAM-p3,0.36888646880977355,0.3247704068067004
B5-e003Coalescence-mGAM-p7,0.09421206885913495,0.7510557697420899
D8-e003Coalescence-mBHI-p5,0.15324045165669153,0.5622372374368518
E5-e004Assembly-mGAM-p7,0.37816147343740353,0.2869528051050253
C10-e003Assembly-mGAM-p3,0.820696427469612,0.06939929540015953
B10-e003Coalescence-mBHI-p5,0.22410538656136236,0.6231229061419835
D5-e003Coalescence-Inoculumn-mGAM,0.013394150675633985,0.941373371443765
B3-e004Assembly-mBHI-p5,0.5078869624236442,0.26148570858814146
B5-e003Coalescence-mBHI-p3,0.3478576541000802,0.5176245679340601
G4-e004Assembly-epsilon-p5,0.13231301289566236,0.4082519941504919
C4-e003Coalescence-mGAM-p5,0.4284396248534584,0.2918239165115661
