,D5-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mGAM
C3-e004Assembly-mBHI-p7,1401,11314
B5-e003Coalescence-mGAM-p5,1548,12490
B5-e003Coalescence-Inoculumn-mBHI,1549,12486
G3-e004Assembly-epsilon-p3,1291,10414
C2-e003Coalescence-mGAM-p3,1531,12369
B5-e003Coalescence-mGAM-p7,1543,12449
D8-e003Coalescence-mBHI-p5,1548,12481
E5-e004Assembly-mGAM-p7,1455,11741
C10-e003Assembly-mGAM-p3,1470,11903
B10-e003Coalescence-mBHI-p5,1549,12490
D5-e003Coalescence-Inoculumn-mGAM,1550,12495
B3-e004Assembly-mBHI-p5,1399,11299
B5-e003Coalescence-mBHI-p3,1549,12481
G4-e004Assembly-epsilon-p5,1354,10887
C4-e003Coalescence-mGAM-p5,1539,12395
C5-e003Coalescence-mGAM-p7,1549,12482
C5-e003Coalescence-mBHI-inoculumn-redo,1550,12493
A2-e003Coalescence-mBHI-p7,588,4924
A10-e003Coalescence-mBHI-p5,1532,12344
B8-e003Assembly-mGAM-p3,1496,11799
A4-e003Coalescence-mGAM-p5,1546,12470
D5-e003Coalescence-mBHI-p5,1534,12347
D4-e003Coalescence-mGAM-p7,1550,12493
E4-e004Assembly-mGAM-p3,1528,12388
A8-e003Coalescence-mBHI-p7,1536,12316
E3-e004Assembly-mGAM-p7,1403,11347
B9-e003GlycerolRevival-mGAM-p2,1539,12377
C4-e003Coalescence-mGAM-p3,1543,12467
B2-e003Coalescence-Inoculumn-mGAM,1545,12411
D5-e003Coalescence-mGAM-p7,1483,11963
C5-e003Coalescence-mBHI-p5,1542,12411
C5-e003Coalescence-mGAM-p3,1537,12406
D9-e003Assembly-mGAM-p5,942,7907
B12-e003Coalescence-mGAM-p3,1530,12296
A11-e003Coalescence-mBHI-p7,1525,12338
A3-e003Coalescence-Inoculumn-mGAM,1541,12389
D10-e003Assembly-mGAM-p3,1498,12153
C3-e003Coalescence-mGAM-p5,1534,12380
B4-e004Assembly-mBHI-p5,1532,12393
C10-e003GlycerolRevival-mGAM-p2,1487,11961
D3-e003Assembly-mBHI-p5,602,5145
A10-e003Coalescence-mGAM-p3,1537,12368
A9-e003Coalescence-mBHI-p3,1548,12469
A2-e003Coalescence-Inoculumn-mBHI,1388,11151
D3-e003Coalescence-mBHI-p7,1544,12459
C3-e003Coalescence-mBHI-p5,1492,12107
D11-e003Assembly-mGAM-p3,1531,12310
D2-e003Assembly-mBHI-p3,1448,11675
A9-e003Coalescence-mBHI-p5,1525,12346
D5-e003Coalescence-Inoculumn-mBHI,1550,12495
B2-e003Coalescence-mGAM-p3,1451,11914
B4-e003Assembly-mBHI-p3,1506,12274
C11-e003Coalescence-mGAM-p5,1550,12494
G4-e004Assembly-epsilon-p3,1488,12069
B3-e003Coalescence-Inoculumn-mBHI,1432,11538
A8-e003Coalescence-mBHI-p5,1529,12292
D5-e004Assembly-mGAM-p7,1514,12109
D9-e003Coalescence-mBHI-p3,1426,11282
D5-e003Assembly-mBHI-p5,1531,12371
A5-e003Coalescence-mBHI-p7,1511,12137
BG-Fecal,880,7544
D2-e003Coalescence-mGAM-p5,1550,12493
B9-e003Assembly-mGAM-p5,1523,12242
D3-e003Coalescence-mGAM-p3,1543,12450
D9-e003Coalescence-mGAM-p3,1550,12483
D3-e003Coalescence-mGAM-p5,1550,12488
C10-e003Coalescence-mGAM-p3,1539,12397
A5-e003Coalescence-mBHI-inoculumn-redo,1550,12488
B11-e003Assembly-mGAM-p3,1466,11870
B9-e003Coalescence-mGAM-p7,1546,12470
B11-e003Coalescence-mGAM-p7,1456,11839
C3-e003Coalescence-Inoculumn-mGAM,1550,12493
B5-e003Coalescence-mBHI-p7,1548,12463
A3-e003Coalescence-mGAM-p7,1478,11981
D4-e003Coalescence-Inoculumn-mBHI,1550,12494
A4-e003Coalescence-mBHI-p5,1442,11891
B3-e003Coalescence-mBHI-p7,1328,10914
D10-e003Coalescence-mGAM-p7,1550,12495
C12-e003Coalescence-mGAM-p3,1550,12468
C11-e003Coalescence-mGAM-p3,1550,12494
D5-e004Assembly-mGAM-p3,1524,12299
A10-e003Coalescence-mBHI-p7,1538,12379
C10-e003Coalescence-mBHI-p7,1537,12381
B9-e003Coalescence-mBHI-p5,1541,12452
F4-e004Assembly-epsilon-p3,996,8020
B10-e003Coalescence-mBHI-p3,1547,12455
C11-e003Coalescence-mBHI-p5,1550,12490
A2-e003Coalescence-mGAM-p7,1519,12209
C5-e003Assembly-mBHI-p3,1540,12374
E3-e004Assembly-mGAM-p5,1402,11340
C3-e003GlycerolRevival-mBHI-p2,808,6565
D10-e003Coalescence-mGAM-p3,1542,12418
B10-e003Coalescence-mGAM-p7,1527,12268
C4-e004Assembly-mBHI-p3,1531,12403
A9-e003Coalescence-mBHI-p7,1545,12479
C2-e003Coalescence-Inoculumn-mGAM,1546,12472
B3-e003Coalescence-Inoculumn-mGAM,1543,12453
D11-e003Coalescence-mGAM-p7,1539,12422
D5-e003Coalescence-mGAM-p3,1550,12487
D4-e004Assembly-mGAM-p3,1533,12363
E4-e004Assembly-mGAM-p5,1532,12404
E5-e004Assembly-mGAM-p3,1444,11644
D2-e003Coalescence-Inoculumn-mBHI,1549,12488
B4-e003Coalescence-Inoculumn-mGAM,1550,12494
A10-e003Coalescence-mGAM-p7,1534,12400
B2-e003Assembly-mBHI-p3,1382,11268
F4-e004Assembly-epsilon-p7,1164,9590
D9-e003Coalescence-mBHI-p5,1540,12443
C4-e003Coalescence-Inoculumn-mGAM,1546,12456
D4-e003Coalescence-mGAM-p3,1546,12429
B9-e003Coalescence-mBHI-p7,1526,12314
A2-e003Coalescence-mGAM-p5,1533,12292
D11-e003Assembly-mGAM-p5,1076,8588
C3-e003Coalescence-mGAM-p7,1536,12391
B11-e003GlycerolRevival-mGAM-p2,1477,11867
C5-e004Assembly-mBHI-p7,870,6835
B3-e003Coalescence-mGAM-p5,1468,12029
D9-e003Coalescence-mBHI-p7,1536,12421
B10-e003Assembly-mGAM-p3,1457,11542
D3-e004Assembly-mGAM-p5,1402,11337
C5-e003Coalescence-mBHI-p7,1549,12484
D12-e003Coalescence-mBHI-p3,1188,9325
D4-e004Assembly-mGAM-p7,1532,12412
C11-e003Coalescence-mGAM-p7,1550,12491
C11-e003Assembly-mGAM-p3,1539,12428
D10-e003Coalescence-mBHI-p7,1548,12484
C9-e003Coalescence-mBHI-p7,1531,12386
A2-e003Coalescence-mBHI-p3,972,7731
B8-e003Coalescence-mGAM-p5,1550,12487
C3-e004Assembly-mBHI-p3,1398,11318
C11-e003Assembly-mGAM-p5,1533,12391
B10-e003GlycerolRevival-mGAM-p2,1528,12382
B3-e003Coalescence-mBHI-p5,1444,11822
C2-e003Coalescence-mBHI-inoculumn-redo,1534,12365
A8-e003Coalescence-mGAM-p7,1533,12309
C11-e003GlycerolRevival-mGAM-p2,1549,12490
B2-e003Coalescence-Inoculumn-mBHI,1213,9972
A11-e003Coalescence-mBHI-p5,1545,12463
C10-e003Coalescence-mGAM-p5,1542,12411
C4-e003Assembly-mBHI-p5,1461,11962
C9-e003Assembly-mGAM-p5,1260,10564
A5-e003Coalescence-Inoculumn-mGAM,1536,12337
D4-e003Coalescence-Inoculumn-mGAM,1533,12372
A2-e003Coalescence-mBHI-p5,1088,8906
B5-e004Assembly-mBHI-p5,1501,12081
C5-e003Assembly-mBHI-p5,1472,11722
C10-e003Coalescence-mBHI-p5,1515,12189
B9-e003Coalescence-mBHI-p3,1510,12233
C3-e003Coalescence-mBHI-inoculumn-redo,1535,12378
B5-e003Coalescence-mGAM-p3,1527,12401
BK-Fecal,1409,11258
A5-e003Coalescence-mBHI-p3,844,6027
C4-e004Assembly-mBHI-p7,1529,12369
A4-e003Coalescence-mBHI-p3,717,5754
C9-e003GlycerolRevival-mGAM-p2,1369,11350
B4-e004Assembly-mBHI-p3,1528,12397
F3-e004Assembly-epsilon-p5,919,7279
C9-e003Coalescence-mGAM-p5,1539,12433
A2-e003Coalescence-mBHI-inoculumn-redo,1456,11681
C2-e003Coalescence-mGAM-p5,1530,12355
B8-e003GlycerolRevival-mGAM-p2,1527,12293
C8-e003Coalescence-mBHI-p5,1537,12353
B8-e003Coalescence-mGAM-p7,1549,12481
B4-e003Coalescence-Inoculumn-mBHI,1531,12376
D2-e003Coalescence-Inoculumn-mGAM,1535,12320
B8-e003Coalescence-mBHI-p7,1535,12414
B3-e004Assembly-mBHI-p3,1396,11315
D3-e003Coalescence-Inoculumn-mGAM,1547,12461
B11-e003Coalescence-mBHI-p3,1529,12390
C5-e003Coalescence-Inoculumn-mGAM,1549,12491
C4-e003Coalescence-mBHI-p5,1533,12372
G3-e004Assembly-epsilon-p5,1380,11106
BC-Fecal,559,4430
e004-inoculumn-fecal-BE,829,6660
A11-e003Coalescence-mBHI-p3,1549,12489
B4-e004Assembly-mBHI-p7,1528,12376
A4-e003Coalescence-Inoculumn-mGAM,1547,12484
B4-e003Coalescence-mBHI-p3,1145,9499
A5-e003Coalescence-Inoculumn-mBHI,1536,12353
A9-e003Coalescence-mGAM-p5,1548,12479
C10-e003Coalescence-mGAM-p7,1537,12413
F3-e004Assembly-epsilon-p7,1053,8894
A11-e003Coalescence-mGAM-p3,1550,12476
C10-e003Coalescence-mBHI-p3,1541,12434
D2-e003Coalescence-mBHI-p3,1545,12452
C5-e003GlycerolRevival-mBHI-p2,1546,12457
H5-e003Coalescence-mBHI-p5_S40,1549,12492
E2-e003Coalescence-mGAM-p7_S145,1530,12246
G5-e003Coalescence-mBHI-p7_S124,1547,12475
H111-e003Coalescence-mGAM-p7_S188,1541,12411
H4-e003Coalescence-mGAM-p7_S183,1550,12489
F5-e003Coalescence-mGAM-p5_S64,1546,12434
F5-e003Coalescence-mGAM-p7_S160,1538,12439
F8-e003Coalescence-mBHI-p3_S117,1535,12249
H3-e003Coalescence-mBHI-p3_S46,1492,12088
H2-e003Coalescence-mBHI-p7_S133,1505,12124
E5-e003Coalescence-mBHI-p3_S12,1541,12345
F100-e003Coalescence-mGAM-p7_S163,1468,12007
F9-e003Coalescence-mBHI-p5_S18,1529,12225
H3-e003Coalescence-mBHI-p7_S134,1536,12295
E3-e003Coalescence-mGAM-p3_S58,1434,11852
G4-e003Coalescence-mBHI-p5_S27,1518,12316
E8-e003Coalescence-mBHI-p5_S5,1521,12272
G2-e003Coalescence-mBHI-p3_S33,915,7714
E9-e003Coalescence-mBHI-p5_S6,1537,12293
H111-e003Coalescence-mBHI-p3_S144,1548,12481
G111-e003Coalescence-mGAM-p5_S80,1550,12486
G100-e003Coalescence-mGAM-p3_S179,1534,12356
F111-e003Coalescence-mGAM-p5_S68,1526,12199
G111-e003Coalescence-mBHI-p5_S32,1549,12475
G5-e003Coalescence-mBHI-p3_S36,1535,12415
H2-e003Coalescence-mGAM-p7_S181,1549,12491
H9-e003Coalescence-mGAM-p3_S190,1471,11737
E3-e003Coalescence-mBHI-p3_S10,414,3515
H2-e003Coalescence-mGAM-p5_S85,1533,12262
G8-e003Coalescence-mGAM-p3_S177,1545,12467
F2-e003Coalescence-mGAM-p7_S157,1451,11916
H3-e003Coalescence-mGAM-p3_S94,1524,12373
H4-e003Coalescence-mGAM-p3_S95,1509,12158
E5-e003Coalescence-mBHI-p7_S100,1544,12439
G111-e003Coalescence-mBHI-p3_S132,584,4424
F3-e003Coalescence-mGAM-p3_S70,1446,11833
E100-e003Coalescence-mBHI-p7_S103,1529,12263
F9-e003Coalescence-mGAM-p5_S66,1542,12357
G111-e003Coalescence-mGAM-p7_S176,1481,11947
H100-e003Coalescence-mGAM-p7_S187,1546,12453
E100-e003Coalescence-mGAM-p3_S155,1527,12320
E3-e003Coalescence-mGAM-p5_S50,1456,11945
F5-e003Coalescence-mGAM-p3_S72,1493,12086
E9-e003Coalescence-mBHI-p7_S102,1536,12326
E5-e003Coalescence-mBHI-p5_S4,1534,12286
F111-e003Coalescence-mGAM-p7_S164,1492,11954
E111-e003Coalescence-mBHI-p5_S8,1548,12480
H100-e003Coalescence-mBHI-p5_S43,1549,12460
F2-e003Coalescence-mGAM-p5_S61,1456,11948
F5-e003Coalescence-mBHI-p5_S16,1534,12328
F8-e003Coalescence-mGAM-p5_S65,1546,12436
H8-e003Coalescence-mBHI-p7_S137,1545,12427
G9-e003Coalescence-mGAM-p5_S78,1531,12371
E2-e003Coalescence-mBHI-p5_S1,853,6449
E2-e003Coalescence-mBHI-p3_S9,1134,9180
G8-e003Coalescence-mGAM-p5_S77,1541,12448
G3-e003Coalescence-mBHI-p3_S34,1510,12169
G100-e003Coalescence-mBHI-p5_S31,1536,12396
F9-e003Coalescence-mBHI-p3_S118,1067,7847
E111-e003Coalescence-mBHI-p3_S108,1527,12376
F8-e003Coalescence-mGAM-p3_S165,1213,9240
G3-e003Coalescence-mBHI-p5_S26,1521,12288
G5-e003Coalescence-mBHI-p5_S28,1550,12495
H111-e003Coalescence-mGAM-p5_S92,1539,12307
G4-e003Coalescence-mBHI-p3_S35,1525,12335
H9-e003Coalescence-mGAM-p5_S90,1524,12278
H2-e003Coalescence-mBHI-p3_S45,1538,12418
E8-e003Coalescence-mBHI-p7_S101,1532,12291
E4-e003Coalescence-mBHI-p5_S3,1455,11911
H2-e003Coalescence-mGAM-p3_S93,1544,12418
E4-e003Coalescence-mGAM-p5_S51,1518,12268
G9-e003Coalescence-mGAM-p7_S174,1538,12386
E8-e003Coalescence-mGAM-p3_S153,1538,12413
G111-e003Coalescence-mGAM-p3_S180,1549,12479
G5-e003Coalescence-mGAM-p3_S84,1535,12361
H8-e003Coalescence-mBHI-p5_S41,1544,12462
E100-e003Coalescence-mBHI-p5_S7,1534,12338
G100-e003Coalescence-mGAM-p7_S175,1510,12173
F9-e003Coalescence-mGAM-p7_S162,1539,12332
F8-e003Coalescence-mGAM-p7_S161,1544,12409
F3-e003Coalescence-mBHI-p3_S22,1414,11620
G3-e003Coalescence-mBHI-p7_S122,1497,12124
G5-e003Coalescence-mGAM-p5_S76,1545,12470
G5-e003Coalescence-mGAM-p7_S172,1535,12376
G4-e003Coalescence-mGAM-p5_S75,1469,12024
G8-e003Coalescence-mBHI-p3_S129,1533,12320
E5-e003Coalescence-mGAM-p3_S60,1544,12411
G2-e003Coalescence-mGAM-p5_S73,1521,12263
E5-e003Coalescence-mGAM-p7_S148,1549,12487
H9-e003Coalescence-mGAM-p7_S186,1539,12381
E100-e003Coalescence-mGAM-p5_S55,1543,12444
E8-e003Coalescence-mGAM-p5_S53,1528,12264
H5-e003Coalescence-mGAM-p3_S96,1548,12448
G4-e003Coalescence-mGAM-p3_S83,1529,12352
F4-e003Coalescence-mBHI-p7_S111,1449,11795
H3-e003Coalescence-mGAM-p7_S182,1546,12481
H5-e003Coalescence-mGAM-p5_S88,1549,12480
F4-e003Coalescence-mGAM-p5_S63,1523,12292
G4-e003Coalescence-mGAM-p7_S171,1472,12024
H8-e003Coalescence-mGAM-p5_S89,1540,12430
F3-e003Coalescence-mBHI-p5_S14,1371,11407
F100-e003Coalescence-mBHI-p7_S115,1543,12463
E3-e003Coalescence-mGAM-p7_S146,1405,11573
F100-e003Coalescence-mGAM-p3_S167,1378,11450
G100-e003Coalescence-mBHI-p3_S131,1524,12186
G4-e003Coalescence-mBHI-p7_S123,1517,12311
E9-e003Coalescence-mGAM-p3_S154,1547,12460
F3-e003Coalescence-mGAM-p5_S62,1395,11455
H4-e003Coalescence-mBHI-p7_S135,1549,12480
E3-e003Coalescence-mBHI-p5_S2,727,5866
G111-e003Coalescence-mBHI-p7_S128,1545,12450
H3-e003Coalescence-mBHI-p5_S38,1539,12383
G3-e003Coalescence-mGAM-p3_S82,1518,12313
F111-e003Coalescence-mGAM-p3_S168,1533,12316
F3-e003Coalescence-mGAM-p7_S158,1283,10660
F8-e003Coalescence-mBHI-p7_S113,1518,12175
G2-e003Coalescence-mBHI-p7_S121,488,3786
H4-e003Coalescence-mBHI-p3_S47,1534,12387
F3-e003Coalescence-mBHI-p7_S110,559,4735
F100-e003Coalescence-mGAM-p5_S67,1425,11750
G8-e003Coalescence-mBHI-p7_S125,1529,12308
F4-e003Coalescence-mBHI-p5_S15,1520,12279
H111-e003Coalescence-mBHI-p5_S44,1547,12448
E111-e003Coalescence-mBHI-p7_S104,1548,12473
E2-e003Coalescence-mGAM-p3_S57,1511,12143
F2-e003Coalescence-mBHI-p5_S13,1485,11911
F4-e003Coalescence-mBHI-p3_S23,956,7699
F2-e003Coalescence-mGAM-p3_S69,1442,11871
E9-e003Coalescence-mGAM-p5_S54,1546,12449
G3-e003Coalescence-mGAM-p5_S74,1541,12452
E111-e003Coalescence-mGAM-p5_S56,1538,12371
G100-e003Coalescence-mGAM-p5_S79,1532,12338
H100-e003Coalescence-mGAM-p5_S91,1534,12389
G9-e003Coalescence-mBHI-p3_S130,1529,12297
E4-e003Coalescence-mGAM-p7_S147,1529,12338
E4-e003Coalescence-mGAM-p3_S59,1528,12329
H4-e003Coalescence-mBHI-p5_S39,1547,12478
F4-e003Coalescence-mGAM-p3_S71,1538,12413
H100-e003Coalescence-mBHI-p7_S139,1547,12472
G8-e003Coalescence-mBHI-p5_S29,1531,12343
G2-e003Coalescence-mBHI-p5_S25,1363,11314
G8-e003Coalescence-mGAM-p7_S173,1536,12403
E2-e003Coalescence-mGAM-p5_S49,1520,12200
H9-e003Coalescence-mBHI-p5_S42,1530,12292
H111-e003Coalescence-mGAM-p3_S192,1532,12353
F5-e003Coalescence-mBHI-p3_S24,1548,12482
E8-e003Coalescence-mBHI-p3_S105,1520,12161
E8-e003Coalescence-mGAM-p7_S149,1529,12263
E9-e003Coalescence-mGAM-p7_S150,1118,8352
H5-e003Coalescence-mBHI-p7_S136,1516,12188
G9-e003Coalescence-mBHI-p5_S30,1538,12372
F111-e003Coalescence-mBHI-p7_S116,1528,12344
F5-e003Coalescence-mBHI-p7_S112,1532,12248
F4-e003Coalescence-mGAM-p7_S159,1524,12291
F111-e003Coalescence-mBHI-p3_S120,1478,11874
H3-e003Coalescence-mGAM-p5_S86,1542,12438
E4-e003Coalescence-mBHI-p7_S99,1456,11925
H4-e003Coalescence-mGAM-p5_S87,1538,12376
E100-e003Coalescence-mGAM-p7_S151,1534,12386
G9-e003Coalescence-mGAM-p3_S178,1543,12432
H9-e003Coalescence-mBHI-p7_S138,1500,11944
H8-e003Coalescence-mGAM-p7_S185,1546,12443
G2-e003Coalescence-mGAM-p3_S81,1539,12408
F111-e003Coalescence-mBHI-p5_S20,1504,11944
F8-e003Coalescence-mBHI-p5_S17,1534,12346
G100-e003Coalescence-mBHI-p7_S127,1530,12344
E5-e003Coalescence-mGAM-p5_S52,1545,12441
