,B3-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
B5-e003Coalescence-Inoculumn-mBHI,0.633,0.374
B5-e003Coalescence-mBHI-p3,0.036,0.975
B5-e003Coalescence-mBHI-p5,0.035,0.969
B5-e003Coalescence-mBHI-p7,0.02300000000000002,0.979
B5-e003Coalescence-mGAM-p3,0.151,0.871
B5-e003Coalescence-mGAM-p5,0.0,1.0
B5-e003Coalescence-mGAM-p7,0.0,1.0
D3-e003Coalescence-Inoculumn-mBHI,0.62,0.388
D3-e003Coalescence-mBHI-p5,0.048,0.966
D3-e003Coalescence-mBHI-p7,0.0,1.0
D3-e003Coalescence-mGAM-p3,0.176,0.839
D3-e003Coalescence-mGAM-p5,0.106,0.894
