,B3-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,0,1
C8-e003Coalescence-mGAM-p7,0,7
e004-inoculumn-fecal-BD,0,7
B9-e003Coalescence-mGAM-p5,0,7
e004-inoculumn-fecal-AK,0,2
D4-e004Assembly-mGAM-p5,0,4
D11-e003Coalescence-mGAM-p5,0,7
A11-e003Coalescence-mGAM-p7,0,6
C2-e003Coalescence-mGAM-p7,0,7
B11-e003Coalescence-mGAM-p3,0,7
D5-e003Coalescence-mGAM-p5,0,7
A5-e003Coalescence-mGAM-p3,0,6
A2-e003Coalescence-Inoculumn-mGAM,0,7
D8-e003Coalescence-mGAM-p5,0,5
D9-e003Coalescence-mGAM-p7,0,6
E4-e004Assembly-mGAM-p7,0,6
B10-e003Coalescence-mGAM-p3,0,2
A9-e003Coalescence-mGAM-p7,0,2
B5-e003Coalescence-Inoculumn-mGAM,0,7
D4-e003Coalescence-mGAM-p5,0,7
B5-e003Coalescence-mGAM-p5,0,5
C2-e003Coalescence-mGAM-p3,0,5
B5-e003Coalescence-mGAM-p7,0,7
D5-e003Coalescence-Inoculumn-mGAM,0,7
C5-e003Coalescence-mGAM-p7,0,4
BF-Fecal,0,3
AM-Fecal,0,4
D5-e003Coalescence-mBHI-p5,0,7
e003-inoculumn-fecal-inoculumn,0,6
D4-e003Coalescence-mGAM-p7,0,3
e003-inoculumn-fecal-AC,0,1
B2-e003Coalescence-Inoculumn-mGAM,0,7
C5-e003Coalescence-mGAM-p3,0,7
A3-e003Coalescence-Inoculumn-mGAM,0,7
A10-e003Coalescence-mGAM-p3,0,7
B2-e003Coalescence-mGAM-p3,0,7
BG-Fecal,0,7
D2-e003Coalescence-mGAM-p5,0,7
D3-e003Coalescence-mGAM-p3,0,7
D9-e003Coalescence-mGAM-p3,0,7
D3-e003Coalescence-mGAM-p5,0,7
C10-e003Coalescence-mGAM-p3,0,3
C3-e003Coalescence-Inoculumn-mGAM,0,6
A3-e003Coalescence-mGAM-p7,0,0
C11-e003Coalescence-mGAM-p3,0,1
A2-e003Coalescence-mGAM-p7,0,7
E2-e004Assembly-mGAM-p5,0,1
D10-e003Coalescence-mGAM-p3,0,6
C2-e003Coalescence-Inoculumn-mGAM,0,7
B3-e003Coalescence-Inoculumn-mGAM,0,7
D11-e003Coalescence-mGAM-p7,0,7
D5-e003Coalescence-mGAM-p3,0,7
E4-e004Assembly-mGAM-p5,0,7
B4-e003Coalescence-Inoculumn-mGAM,0,7
A10-e003Coalescence-mGAM-p7,0,7
C4-e003Coalescence-Inoculumn-mGAM,0,7
D4-e003Coalescence-mGAM-p3,0,4
A2-e003Coalescence-mGAM-p5,0,6
B11-e003GlycerolRevival-mGAM-p2,0,6
D4-e004Assembly-mGAM-p7,0,7
C11-e003Coalescence-mGAM-p7,0,4
B10-e003GlycerolRevival-mGAM-p2,0,3
A8-e003Coalescence-mGAM-p7,0,6
C10-e003Coalescence-mGAM-p5,0,7
A5-e003Coalescence-Inoculumn-mGAM,0,7
D4-e003Coalescence-Inoculumn-mGAM,0,5
B5-e003Coalescence-mGAM-p3,0,7
BK-Fecal,0,7
C9-e003GlycerolRevival-mGAM-p2,0,7
C9-e003Coalescence-mGAM-p5,0,2
C2-e003Coalescence-mGAM-p5,0,7
B8-e003GlycerolRevival-mGAM-p2,0,7
B8-e003Coalescence-mGAM-p7,0,5
D2-e003Coalescence-Inoculumn-mGAM,0,7
e003-inoculumn-fecal-AE,0,6
D3-e003Coalescence-Inoculumn-mGAM,0,4
C5-e003Coalescence-Inoculumn-mGAM,0,7
BC-Fecal,0,7
A4-e003Coalescence-Inoculumn-mGAM,0,7
C10-e003Coalescence-mGAM-p7,0,7
A11-e003Coalescence-mGAM-p3,0,6
E2-e003Coalescence-mGAM-p7_S145,0,7
H111-e003Coalescence-mGAM-p7_S188,0,6
H4-e003Coalescence-mGAM-p7_S183,0,7
F5-e003Coalescence-mGAM-p5_S64,0,7
F5-e003Coalescence-mGAM-p7_S160,0,7
F100-e003Coalescence-mGAM-p7_S163,0,7
E3-e003Coalescence-mGAM-p3_S58,0,6
G100-e003Coalescence-mGAM-p3_S179,0,1
H2-e003Coalescence-mGAM-p7_S181,0,7
G8-e003Coalescence-mGAM-p3_S177,0,7
F2-e003Coalescence-mGAM-p7_S157,0,7
H3-e003Coalescence-mGAM-p3_S94,0,7
H4-e003Coalescence-mGAM-p3_S95,0,5
F9-e003Coalescence-mGAM-p5_S66,0,2
H100-e003Coalescence-mGAM-p7_S187,0,3
E100-e003Coalescence-mGAM-p3_S155,0,7
E3-e003Coalescence-mGAM-p5_S50,0,7
F2-e003Coalescence-mGAM-p5_S61,0,6
G9-e003Coalescence-mGAM-p5_S78,0,3
G8-e003Coalescence-mGAM-p5_S77,0,7
H111-e003Coalescence-mGAM-p5_S92,0,7
H2-e003Coalescence-mGAM-p3_S93,0,7
E4-e003Coalescence-mGAM-p5_S51,0,7
G9-e003Coalescence-mGAM-p7_S174,0,1
G5-e003Coalescence-mGAM-p3_S84,0,3
G100-e003Coalescence-mGAM-p7_S175,0,3
G5-e003Coalescence-mGAM-p5_S76,0,6
G5-e003Coalescence-mGAM-p7_S172,0,7
E5-e003Coalescence-mGAM-p3_S60,0,2
G2-e003Coalescence-mGAM-p5_S73,0,7
E5-e003Coalescence-mGAM-p7_S148,0,7
E100-e003Coalescence-mGAM-p5_S55,0,5
E8-e003Coalescence-mGAM-p5_S53,0,7
H5-e003Coalescence-mGAM-p3_S96,0,7
H3-e003Coalescence-mGAM-p7_S182,0,7
H5-e003Coalescence-mGAM-p5_S88,0,7
H8-e003Coalescence-mGAM-p5_S89,0,5
E3-e003Coalescence-mGAM-p7_S146,0,4
G100-e003Coalescence-mBHI-p3_S131,0,7
E9-e003Coalescence-mGAM-p3_S154,0,6
F100-e003Coalescence-mGAM-p5_S67,0,3
E2-e003Coalescence-mGAM-p3_S57,0,7
F2-e003Coalescence-mGAM-p3_S69,0,6
E111-e003Coalescence-mGAM-p5_S56,0,3
G100-e003Coalescence-mGAM-p5_S79,0,7
H100-e003Coalescence-mGAM-p5_S91,0,7
E4-e003Coalescence-mGAM-p7_S147,0,6
E4-e003Coalescence-mGAM-p3_S59,0,7
G8-e003Coalescence-mGAM-p7_S173,0,7
E2-e003Coalescence-mGAM-p5_S49,0,7
H111-e003Coalescence-mGAM-p3_S192,0,7
E8-e003Coalescence-mGAM-p7_S149,0,7
H3-e003Coalescence-mGAM-p5_S86,0,7
H4-e003Coalescence-mGAM-p5_S87,0,7
E100-e003Coalescence-mGAM-p7_S151,0,7
G9-e003Coalescence-mGAM-p3_S178,0,7
H8-e003Coalescence-mGAM-p7_S185,0,7
G2-e003Coalescence-mGAM-p3_S81,0,7
E5-e003Coalescence-mGAM-p5_S52,0,5
