,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,3168,3368
C8-e003Coalescence-mGAM-p7,4720,5251
e004-inoculumn-fecal-BD,3996,4426
B9-e003Coalescence-mGAM-p5,4611,5082
e004-inoculumn-fecal-AK,1665,1853
D4-e004Assembly-mGAM-p5,4430,4985
D11-e003Coalescence-mGAM-p5,3210,3502
A11-e003Coalescence-mGAM-p7,4045,4510
C2-e003Coalescence-mGAM-p7,4868,5387
B11-e003Coalescence-mGAM-p3,4404,4865
D5-e003Coalescence-mGAM-p5,4281,4741
A5-e003Coalescence-mGAM-p3,3734,4076
A2-e003Coalescence-Inoculumn-mGAM,4844,5359
D8-e003Coalescence-mGAM-p5,3800,4143
D9-e003Coalescence-mGAM-p7,3146,3469
E4-e004Assembly-mGAM-p7,3854,4179
B10-e003Coalescence-mGAM-p3,2368,2517
A9-e003Coalescence-mGAM-p7,3042,3353
B5-e003Coalescence-Inoculumn-mGAM,4755,5285
D4-e003Coalescence-mGAM-p5,4857,5372
B5-e003Coalescence-mGAM-p5,4172,4647
C2-e003Coalescence-mGAM-p3,4328,4791
B5-e003Coalescence-mGAM-p7,3776,4175
D5-e003Coalescence-Inoculumn-mGAM,4868,5388
C5-e003Coalescence-mGAM-p7,2307,2519
BF-Fecal,3785,4209
AM-Fecal,3446,3770
D5-e003Coalescence-mBHI-p5,4854,5370
e003-inoculumn-fecal-inoculumn,4250,4749
D4-e003Coalescence-mGAM-p7,3037,3400
e003-inoculumn-fecal-AC,2025,2241
B2-e003Coalescence-Inoculumn-mGAM,4820,5310
C5-e003Coalescence-mGAM-p3,4506,4972
A3-e003Coalescence-Inoculumn-mGAM,4683,5173
A10-e003Coalescence-mGAM-p3,4868,5388
B2-e003Coalescence-mGAM-p3,4817,5335
BG-Fecal,4719,5238
D2-e003Coalescence-mGAM-p5,4850,5374
D3-e003Coalescence-mGAM-p3,4867,5388
D9-e003Coalescence-mGAM-p3,2242,2384
D3-e003Coalescence-mGAM-p5,4867,5388
C10-e003Coalescence-mGAM-p3,2587,2879
C3-e003Coalescence-Inoculumn-mGAM,4379,4902
A3-e003Coalescence-mGAM-p7,2102,2425
C11-e003Coalescence-mGAM-p3,2694,3006
A2-e003Coalescence-mGAM-p7,4519,5037
E2-e004Assembly-mGAM-p5,2592,2904
D10-e003Coalescence-mGAM-p3,4528,4992
C2-e003Coalescence-Inoculumn-mGAM,4765,5291
B3-e003Coalescence-Inoculumn-mGAM,3333,3661
D11-e003Coalescence-mGAM-p7,4866,5382
D5-e003Coalescence-mGAM-p3,4801,5300
E4-e004Assembly-mGAM-p5,3167,3492
B4-e003Coalescence-Inoculumn-mGAM,4801,5331
A10-e003Coalescence-mGAM-p7,4323,4807
C4-e003Coalescence-Inoculumn-mGAM,4868,5388
D4-e003Coalescence-mGAM-p3,3814,4208
A2-e003Coalescence-mGAM-p5,4821,5336
B11-e003GlycerolRevival-mGAM-p2,3671,4007
D4-e004Assembly-mGAM-p7,4451,4970
C11-e003Coalescence-mGAM-p7,3916,4339
B10-e003GlycerolRevival-mGAM-p2,2279,2544
A8-e003Coalescence-mGAM-p7,4116,4538
C10-e003Coalescence-mGAM-p5,4842,5363
A5-e003Coalescence-Inoculumn-mGAM,4846,5363
D4-e003Coalescence-Inoculumn-mGAM,3243,3589
B5-e003Coalescence-mGAM-p3,4453,4886
BK-Fecal,4845,5360
C9-e003GlycerolRevival-mGAM-p2,4638,5147
C9-e003Coalescence-mGAM-p5,2823,3074
C2-e003Coalescence-mGAM-p5,4621,5114
B8-e003GlycerolRevival-mGAM-p2,4669,5147
B8-e003Coalescence-mGAM-p7,3314,3635
D2-e003Coalescence-Inoculumn-mGAM,4850,5356
e003-inoculumn-fecal-AE,2864,3271
D3-e003Coalescence-Inoculumn-mGAM,3325,3666
C5-e003Coalescence-Inoculumn-mGAM,4865,5386
BC-Fecal,4701,5228
A4-e003Coalescence-Inoculumn-mGAM,4868,5387
C10-e003Coalescence-mGAM-p7,4867,5387
A11-e003Coalescence-mGAM-p3,3643,3959
E2-e003Coalescence-mGAM-p7_S145,4753,5239
H111-e003Coalescence-mGAM-p7_S188,4829,5340
H4-e003Coalescence-mGAM-p7_S183,4868,5388
F5-e003Coalescence-mGAM-p5_S64,4864,5382
F5-e003Coalescence-mGAM-p7_S160,4862,5377
F100-e003Coalescence-mGAM-p7_S163,4797,5304
E3-e003Coalescence-mGAM-p3_S58,4806,5322
G100-e003Coalescence-mGAM-p3_S179,2067,2309
H2-e003Coalescence-mGAM-p7_S181,4868,5388
G8-e003Coalescence-mGAM-p3_S177,4863,5384
F2-e003Coalescence-mGAM-p7_S157,4765,5303
H3-e003Coalescence-mGAM-p3_S94,4685,5136
H4-e003Coalescence-mGAM-p3_S95,3958,4319
F9-e003Coalescence-mGAM-p5_S66,2415,2575
H100-e003Coalescence-mGAM-p7_S187,2997,3263
E100-e003Coalescence-mGAM-p3_S155,4860,5382
E3-e003Coalescence-mGAM-p5_S50,4860,5380
F2-e003Coalescence-mGAM-p5_S61,4806,5319
G9-e003Coalescence-mGAM-p5_S78,2602,2792
G8-e003Coalescence-mGAM-p5_S77,4837,5360
H111-e003Coalescence-mGAM-p5_S92,4825,5334
H2-e003Coalescence-mGAM-p3_S93,4720,5195
E4-e003Coalescence-mGAM-p5_S51,4796,5304
G9-e003Coalescence-mGAM-p7_S174,1647,1683
G5-e003Coalescence-mGAM-p3_S84,3455,3697
G100-e003Coalescence-mGAM-p7_S175,2387,2792
G5-e003Coalescence-mGAM-p5_S76,4413,4833
G5-e003Coalescence-mGAM-p7_S172,4860,5378
E5-e003Coalescence-mGAM-p3_S60,2624,2802
G2-e003Coalescence-mGAM-p5_S73,4848,5368
E5-e003Coalescence-mGAM-p7_S148,4867,5382
E100-e003Coalescence-mGAM-p5_S55,4698,5233
E8-e003Coalescence-mGAM-p5_S53,4796,5298
H5-e003Coalescence-mGAM-p3_S96,4614,5053
H3-e003Coalescence-mGAM-p7_S182,4858,5377
H5-e003Coalescence-mGAM-p5_S88,4791,5308
H8-e003Coalescence-mGAM-p5_S89,3819,4174
E3-e003Coalescence-mGAM-p7_S146,4727,5256
G100-e003Coalescence-mBHI-p3_S131,4785,5292
E9-e003Coalescence-mGAM-p3_S154,3389,3729
F100-e003Coalescence-mGAM-p5_S67,2241,2435
E2-e003Coalescence-mGAM-p3_S57,4834,5360
F2-e003Coalescence-mGAM-p3_S69,4758,5249
E111-e003Coalescence-mGAM-p5_S56,3515,3785
G100-e003Coalescence-mGAM-p5_S79,4854,5384
H100-e003Coalescence-mGAM-p5_S91,4647,5143
E4-e003Coalescence-mGAM-p7_S147,4856,5377
E4-e003Coalescence-mGAM-p3_S59,4839,5363
G8-e003Coalescence-mGAM-p7_S173,4858,5369
E2-e003Coalescence-mGAM-p5_S49,4836,5358
H111-e003Coalescence-mGAM-p3_S192,4775,5260
E8-e003Coalescence-mGAM-p7_S149,4842,5341
H3-e003Coalescence-mGAM-p5_S86,4809,5308
H4-e003Coalescence-mGAM-p5_S87,4589,5098
E100-e003Coalescence-mGAM-p7_S151,4646,5191
G9-e003Coalescence-mGAM-p3_S178,4379,4742
H8-e003Coalescence-mGAM-p7_S185,4861,5382
G2-e003Coalescence-mGAM-p3_S81,4826,5354
E5-e003Coalescence-mGAM-p5_S52,4558,4998
