,B3-e003Coalescence-Inoculumn-mGAM,C4-e003Coalescence-Inoculumn-mGAM
A2-e003Coalescence-mGAM-p7,1785,1725
E2-e004Assembly-mGAM-p5,1115,1052
D10-e003Coalescence-mGAM-p3,1632,1548
C2-e003Coalescence-Inoculumn-mGAM,1872,1819
B3-e003Coalescence-Inoculumn-mGAM,1905,1847
D11-e003Coalescence-mGAM-p7,1904,1847
D5-e003Coalescence-mGAM-p3,1877,1834
E4-e004Assembly-mGAM-p5,1333,1262
B4-e003Coalescence-Inoculumn-mGAM,1901,1839
A10-e003Coalescence-mGAM-p7,1731,1654
C4-e003Coalescence-Inoculumn-mGAM,1905,1847
D4-e003Coalescence-mGAM-p3,1547,1521
A2-e003Coalescence-mGAM-p5,1890,1828
B11-e003GlycerolRevival-mGAM-p2,1478,1442
D4-e004Assembly-mGAM-p7,1752,1712
C11-e003Coalescence-mGAM-p7,1260,1259
B10-e003GlycerolRevival-mGAM-p2,956,939
A8-e003Coalescence-mGAM-p7,1634,1625
C10-e003Coalescence-mGAM-p5,1902,1844
A5-e003Coalescence-Inoculumn-mGAM,1903,1845
D4-e003Coalescence-Inoculumn-mGAM,1017,1018
B5-e003Coalescence-mGAM-p3,1773,1716
BK-Fecal,1899,1839
C9-e003GlycerolRevival-mGAM-p2,1828,1752
C9-e003Coalescence-mGAM-p5,1526,1488
C2-e003Coalescence-mGAM-p5,1827,1753
B8-e003GlycerolRevival-mGAM-p2,1823,1780
B8-e003Coalescence-mGAM-p7,1358,1301
D2-e003Coalescence-Inoculumn-mGAM,1896,1833
e003-inoculumn-fecal-AE,1234,1158
D3-e003Coalescence-Inoculumn-mGAM,1346,1285
C5-e003Coalescence-Inoculumn-mGAM,1905,1845
BC-Fecal,1853,1792
A4-e003Coalescence-Inoculumn-mGAM,1905,1847
C10-e003Coalescence-mGAM-p7,1905,1847
A11-e003Coalescence-mGAM-p3,1415,1394
E2-e003Coalescence-mGAM-p7_S145,1853,1804
H111-e003Coalescence-mGAM-p7_S188,1897,1835
H4-e003Coalescence-mGAM-p7_S183,1905,1847
F5-e003Coalescence-mGAM-p5_S64,1902,1843
F5-e003Coalescence-mGAM-p7_S160,1903,1842
F100-e003Coalescence-mGAM-p7_S163,1899,1844
E3-e003Coalescence-mGAM-p3_S58,1881,1815
G100-e003Coalescence-mGAM-p3_S179,861,857
H2-e003Coalescence-mGAM-p7_S181,1905,1847
G8-e003Coalescence-mGAM-p3_S177,1903,1844
F2-e003Coalescence-mGAM-p7_S157,1880,1797
H3-e003Coalescence-mGAM-p3_S94,1830,1780
H4-e003Coalescence-mGAM-p3_S95,1577,1527
F9-e003Coalescence-mGAM-p5_S66,956,1007
H100-e003Coalescence-mGAM-p7_S187,919,887
E100-e003Coalescence-mGAM-p3_S155,1901,1844
E3-e003Coalescence-mGAM-p5_S50,1904,1844
F2-e003Coalescence-mGAM-p5_S61,1885,1817
G9-e003Coalescence-mGAM-p5_S78,1448,1424
G8-e003Coalescence-mGAM-p5_S77,1895,1840
H111-e003Coalescence-mGAM-p5_S92,1896,1842
H2-e003Coalescence-mGAM-p3_S93,1845,1769
E4-e003Coalescence-mGAM-p5_S51,1878,1823
G9-e003Coalescence-mGAM-p7_S174,1046,1057
G5-e003Coalescence-mGAM-p3_S84,1405,1367
G100-e003Coalescence-mGAM-p7_S175,1082,1005
G5-e003Coalescence-mGAM-p5_S76,1726,1698
G5-e003Coalescence-mGAM-p7_S172,1902,1843
E5-e003Coalescence-mGAM-p3_S60,1003,1044
G2-e003Coalescence-mGAM-p5_S73,1901,1840
E5-e003Coalescence-mGAM-p7_S148,1905,1847
E100-e003Coalescence-mGAM-p5_S55,1856,1793
E8-e003Coalescence-mGAM-p5_S53,1884,1822
H5-e003Coalescence-mGAM-p3_S96,1800,1753
H3-e003Coalescence-mGAM-p7_S182,1902,1843
H5-e003Coalescence-mGAM-p5_S88,1885,1814
H8-e003Coalescence-mGAM-p5_S89,1560,1506
E3-e003Coalescence-mGAM-p7_S146,1875,1791
G100-e003Coalescence-mBHI-p3_S131,1872,1822
E9-e003Coalescence-mGAM-p3_S154,1363,1354
F100-e003Coalescence-mGAM-p5_S67,1357,1354
E2-e003Coalescence-mGAM-p3_S57,1896,1836
F2-e003Coalescence-mGAM-p3_S69,1864,1794
E111-e003Coalescence-mGAM-p5_S56,1404,1388
G100-e003Coalescence-mGAM-p5_S79,1905,1845
H100-e003Coalescence-mGAM-p5_S91,1740,1689
E4-e003Coalescence-mGAM-p7_S147,1903,1844
E4-e003Coalescence-mGAM-p3_S59,1898,1838
G8-e003Coalescence-mGAM-p7_S173,1899,1847
E2-e003Coalescence-mGAM-p5_S49,1896,1835
H111-e003Coalescence-mGAM-p3_S192,1858,1810
E8-e003Coalescence-mGAM-p7_S149,1896,1837
H3-e003Coalescence-mGAM-p5_S86,1884,1829
H4-e003Coalescence-mGAM-p5_S87,1811,1765
E100-e003Coalescence-mGAM-p7_S151,1850,1775
G9-e003Coalescence-mGAM-p3_S178,1846,1796
H8-e003Coalescence-mGAM-p7_S185,1903,1845
G2-e003Coalescence-mGAM-p3_S81,1894,1833
E5-e003Coalescence-mGAM-p5_S52,1799,1767
