,A2-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C9-e003Coalescence-mGAM-p3,5543,5804
C8-e003Coalescence-mGAM-p7,8470,9192
e004-inoculumn-fecal-BD,6963,7581
B9-e003Coalescence-mGAM-p5,8179,8867
e004-inoculumn-fecal-AK,2978,3079
D4-e004Assembly-mGAM-p5,7848,8588
D11-e003Coalescence-mGAM-p5,5631,5973
A11-e003Coalescence-mGAM-p7,7530,8159
C2-e003Coalescence-mGAM-p7,8713,9427
B11-e003Coalescence-mGAM-p3,7840,8421
D5-e003Coalescence-mGAM-p5,7601,8156
A5-e003Coalescence-mGAM-p3,6627,6968
A2-e003Coalescence-Inoculumn-mGAM,8713,9429
D8-e003Coalescence-mGAM-p5,7086,7645
D9-e003Coalescence-mGAM-p7,5561,5922
E4-e004Assembly-mGAM-p7,6620,7248
B10-e003Coalescence-mGAM-p3,4180,4183
A9-e003Coalescence-mGAM-p7,5266,5708
B5-e003Coalescence-Inoculumn-mGAM,8544,9233
D4-e003Coalescence-mGAM-p5,8688,9399
B5-e003Coalescence-mGAM-p5,7379,7967
C2-e003Coalescence-mGAM-p3,7444,8345
B5-e003Coalescence-mGAM-p7,6604,7131
D5-e003Coalescence-Inoculumn-mGAM,8713,9429
C5-e003Coalescence-mGAM-p7,4023,4270
BF-Fecal,6565,7192
AM-Fecal,5926,6431
D5-e003Coalescence-mBHI-p5,8662,9401
e003-inoculumn-fecal-inoculumn,7203,8193
D4-e003Coalescence-mGAM-p7,5262,5722
e003-inoculumn-fecal-AC,3374,3753
B2-e003Coalescence-Inoculumn-mGAM,8563,9308
C5-e003Coalescence-mGAM-p3,7977,8608
A3-e003Coalescence-Inoculumn-mGAM,8328,9022
A10-e003Coalescence-mGAM-p3,8704,9425
B2-e003Coalescence-mGAM-p3,8613,9360
BG-Fecal,8398,9141
D2-e003Coalescence-mGAM-p5,8671,9396
D3-e003Coalescence-mGAM-p3,8705,9426
D9-e003Coalescence-mGAM-p3,3801,4077
D3-e003Coalescence-mGAM-p5,8713,9429
C10-e003Coalescence-mGAM-p3,4579,4922
C3-e003Coalescence-Inoculumn-mGAM,7956,8495
A3-e003Coalescence-mGAM-p7,3247,4109
C11-e003Coalescence-mGAM-p3,3639,3720
A2-e003Coalescence-mGAM-p7,7934,8816
E2-e004Assembly-mGAM-p5,4512,4810
D10-e003Coalescence-mGAM-p3,7220,7787
C2-e003Coalescence-Inoculumn-mGAM,8475,9207
B3-e003Coalescence-Inoculumn-mGAM,5855,6234
D11-e003Coalescence-mGAM-p7,8702,9423
D5-e003Coalescence-mGAM-p3,8576,9244
E4-e004Assembly-mGAM-p5,5351,5881
B4-e003Coalescence-Inoculumn-mGAM,8559,9260
A10-e003Coalescence-mGAM-p7,7626,8391
C4-e003Coalescence-Inoculumn-mGAM,8516,9227
D4-e003Coalescence-mGAM-p3,6740,7282
A2-e003Coalescence-mGAM-p5,8623,9354
B11-e003GlycerolRevival-mGAM-p2,6290,6844
D4-e004Assembly-mGAM-p7,7926,8569
C11-e003Coalescence-mGAM-p7,5392,5915
B10-e003GlycerolRevival-mGAM-p2,4009,4364
A8-e003Coalescence-mGAM-p7,7113,7909
C10-e003Coalescence-mGAM-p5,8619,9335
A5-e003Coalescence-Inoculumn-mGAM,8676,9401
D4-e003Coalescence-Inoculumn-mGAM,5184,4853
B5-e003Coalescence-mGAM-p3,7882,8480
BK-Fecal,8653,9366
C9-e003GlycerolRevival-mGAM-p2,8270,9022
C9-e003Coalescence-mGAM-p5,4980,5205
C2-e003Coalescence-mGAM-p5,7988,8930
B8-e003GlycerolRevival-mGAM-p2,8305,8996
B8-e003Coalescence-mGAM-p7,5781,6213
D2-e003Coalescence-Inoculumn-mGAM,8677,9404
e003-inoculumn-fecal-AE,5094,5519
D3-e003Coalescence-Inoculumn-mGAM,5820,6209
C5-e003Coalescence-Inoculumn-mGAM,8695,9409
BC-Fecal,8415,9138
A4-e003Coalescence-Inoculumn-mGAM,8707,9425
C10-e003Coalescence-mGAM-p7,8661,9372
A11-e003Coalescence-mGAM-p3,6724,7144
E2-e003Coalescence-mGAM-p7_S145,8371,9157
