,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mGAM-p3,1949,1952
A2-e003Coalescence-mGAM-p7,4080,4551
E2-e004Assembly-mGAM-p5,2519,2607
D10-e003Coalescence-mGAM-p3,3787,4090
C2-e003Coalescence-Inoculumn-mGAM,4367,4754
B3-e003Coalescence-Inoculumn-mGAM,4476,4867
D11-e003Coalescence-mGAM-p7,4472,4865
D5-e003Coalescence-mGAM-p3,4415,4791
E4-e004Assembly-mGAM-p5,2866,3181
B4-e003Coalescence-Inoculumn-mGAM,4400,4777
A10-e003Coalescence-mGAM-p7,3961,4362
C4-e003Coalescence-Inoculumn-mGAM,4373,4764
D4-e003Coalescence-mGAM-p3,3577,3863
A2-e003Coalescence-mGAM-p5,4434,4827
B11-e003GlycerolRevival-mGAM-p2,3323,3643
D4-e004Assembly-mGAM-p7,4080,4439
C11-e003Coalescence-mGAM-p7,2844,3106
B10-e003GlycerolRevival-mGAM-p2,2109,2379
A8-e003Coalescence-mGAM-p7,3762,4138
C10-e003Coalescence-mGAM-p5,4429,4818
A5-e003Coalescence-Inoculumn-mGAM,4460,4844
D4-e003Coalescence-Inoculumn-mGAM,2781,2637
B5-e003Coalescence-mGAM-p3,4109,4461
BK-Fecal,4443,4836
C9-e003GlycerolRevival-mGAM-p2,4238,4655
C9-e003Coalescence-mGAM-p5,2675,2818
C2-e003Coalescence-mGAM-p5,4150,4635
B8-e003GlycerolRevival-mGAM-p2,4294,4675
B8-e003Coalescence-mGAM-p7,3705,3967
D2-e003Coalescence-Inoculumn-mGAM,4453,4841
e003-inoculumn-fecal-AE,2657,2972
D3-e003Coalescence-Inoculumn-mGAM,3015,3307
C5-e003Coalescence-Inoculumn-mGAM,4466,4860
BC-Fecal,4331,4692
A4-e003Coalescence-Inoculumn-mGAM,4475,4864
C10-e003Coalescence-mGAM-p7,4440,4831
A11-e003Coalescence-mGAM-p3,3329,3489
E2-e003Coalescence-mGAM-p7_S145,4310,4724
H111-e003Coalescence-mGAM-p7_S188,4436,4826
H4-e003Coalescence-mGAM-p7_S183,4476,4865
F5-e003Coalescence-mGAM-p5_S64,4469,4850
F5-e003Coalescence-mGAM-p7_S160,4468,4851
F100-e003Coalescence-mGAM-p7_S163,4397,4782
E3-e003Coalescence-mGAM-p3_S58,4402,4801
G100-e003Coalescence-mGAM-p3_S179,1901,2057
H2-e003Coalescence-mGAM-p7_S181,4476,4867
G8-e003Coalescence-mGAM-p3_S177,4473,4863
F2-e003Coalescence-mGAM-p7_S157,4359,4774
H3-e003Coalescence-mGAM-p3_S94,4266,4661
H4-e003Coalescence-mGAM-p3_S95,3618,3889
F9-e003Coalescence-mGAM-p5_S66,2243,2344
H100-e003Coalescence-mGAM-p7_S187,1945,2108
E100-e003Coalescence-mGAM-p3_S155,4465,4863
E3-e003Coalescence-mGAM-p5_S50,4468,4862
F2-e003Coalescence-mGAM-p5_S61,4399,4801
G9-e003Coalescence-mGAM-p5_S78,2393,2506
G8-e003Coalescence-mGAM-p5_S77,4456,4840
H111-e003Coalescence-mGAM-p5_S92,4447,4821
H2-e003Coalescence-mGAM-p3_S93,4317,4681
E4-e003Coalescence-mGAM-p5_S51,4367,4785
G9-e003Coalescence-mGAM-p7_S174,1549,1533
G5-e003Coalescence-mGAM-p3_S84,3139,3305
G100-e003Coalescence-mGAM-p7_S175,2351,2494
G5-e003Coalescence-mGAM-p5_S76,4041,4358
G5-e003Coalescence-mGAM-p7_S172,4460,4855
E5-e003Coalescence-mGAM-p3_S60,2355,2470
G2-e003Coalescence-mGAM-p5_S73,4457,4864
E5-e003Coalescence-mGAM-p7_S148,4475,4866
E100-e003Coalescence-mGAM-p5_S55,4272,4744
E8-e003Coalescence-mGAM-p5_S53,4416,4811
H5-e003Coalescence-mGAM-p3_S96,4214,4571
H3-e003Coalescence-mGAM-p7_S182,4465,4862
H5-e003Coalescence-mGAM-p5_S88,4389,4792
H8-e003Coalescence-mGAM-p5_S89,3547,3776
E3-e003Coalescence-mGAM-p7_S146,4323,4736
G100-e003Coalescence-mBHI-p3_S131,4392,4799
E9-e003Coalescence-mGAM-p3_S154,3709,4001
F100-e003Coalescence-mGAM-p5_S67,2103,2135
E2-e003Coalescence-mGAM-p3_S57,4442,4847
F2-e003Coalescence-mGAM-p3_S69,4334,4738
E111-e003Coalescence-mGAM-p5_S56,3171,3372
G100-e003Coalescence-mGAM-p5_S79,4437,4826
H100-e003Coalescence-mGAM-p5_S91,4018,4305
E4-e003Coalescence-mGAM-p7_S147,4456,4860
E4-e003Coalescence-mGAM-p3_S59,4436,4848
G8-e003Coalescence-mGAM-p7_S173,4460,4864
E2-e003Coalescence-mGAM-p5_S49,4430,4839
H111-e003Coalescence-mGAM-p3_S192,4372,4729
E8-e003Coalescence-mGAM-p7_S149,4446,4849
H3-e003Coalescence-mGAM-p5_S86,4410,4789
H4-e003Coalescence-mGAM-p5_S87,4227,4588
E100-e003Coalescence-mGAM-p7_S151,4234,4681
G9-e003Coalescence-mGAM-p3_S178,4005,4301
H8-e003Coalescence-mGAM-p7_S185,4466,4850
G2-e003Coalescence-mGAM-p3_S81,4435,4837
E5-e003Coalescence-mGAM-p5_S52,4177,4530
