,A2-e003Coalescence-Inoculumn-mBHI,D5-e003Coalescence-Inoculumn-mBHI
A5-e003Coalescence-Inoculumn-mBHI,638962.0,536650.0
A5-e003Coalescence-mBHI-inoculumn-redo,1163078.0,993863.0
A5-e003Coalescence-mBHI-p3,1561551.0,1455877.0
A5-e003Coalescence-mBHI-p7,6889437.0,6441462.0
A5-e003Coalescence-mGAM-p3,558040.0,519191.0
D2-e003Coalescence-Inoculumn-mBHI,2110105.0,1818955.0
D2-e003Coalescence-mBHI-p3,6516521.0,6038811.0
D2-e003Coalescence-mBHI-p5,3125528.0,2886775.0
D2-e003Coalescence-mBHI-p7,387484.0,360758.0
D2-e003Coalescence-mGAM-p5,2323998.0,2148200.0
E5-e003Coalescence-mBHI-p3_S12,4771218.0,4547751.0
E5-e003Coalescence-mBHI-p5_S4,5123257.0,4964919.0
E5-e003Coalescence-mBHI-p7_S100,15615847.0,15226514.0
E5-e003Coalescence-mGAM-p3_S60,254661.0,241308.0
E5-e003Coalescence-mGAM-p5_S52,1584187.0,1534405.0
E5-e003Coalescence-mGAM-p7_S148,4233964.0,4048309.0
H2-e003Coalescence-mBHI-p3_S45,6368586.0,6101732.0
H2-e003Coalescence-mBHI-p7_S133,4525427.0,4336907.0
H2-e003Coalescence-mGAM-p3_S93,1133007.0,1072355.0
H2-e003Coalescence-mGAM-p5_S85,317490.0,319750.0
H2-e003Coalescence-mGAM-p7_S181,5497598.0,5273303.0
