,0
B2-e003Coalescence-mBHI-p3,40.0
A4-e003Coalescence-mBHI-p7,6.0
A4-e003Coalescence-mBHI-inoculumn-redo,4.0
B3-e003Coalescence-mBHI-p3,4.0
C2-e003Coalescence-mBHI-p5,13.0
B2-e003Coalescence-mBHI-p5,16.0
C2-e003Coalescence-mGAM-p7,11.0
D2-e003Coalescence-mBHI-p5,4.0
C2-e003Coalescence-mBHI-p3,82.0
A2-e003Coalescence-mBHI-p7,13.0
D5-e003Coalescence-mBHI-p5,3.0
A3-e003Coalescence-mBHI-inoculumn-redo,4.0
A2-e003Coalescence-Inoculumn-mBHI,12.0
B2-e003Coalescence-mGAM-p3,6.0
A5-e003Coalescence-mBHI-p7,5.0
D2-e003Coalescence-mGAM-p5,4.0
A5-e003Coalescence-mBHI-inoculumn-redo,10.0
A4-e003Coalescence-mBHI-p5,8.0
A2-e003Coalescence-mGAM-p7,5.0
D2-e003Coalescence-Inoculumn-mBHI,6.0
A2-e003Coalescence-mGAM-p5,6.0
A2-e003Coalescence-mBHI-p3,13.0
C2-e003Coalescence-mBHI-inoculumn-redo,6.0
B2-e003Coalescence-Inoculumn-mBHI,4.0
A3-e003Coalescence-mBHI-p3,52.0
A2-e003Coalescence-mBHI-p5,16.0
A5-e003Coalescence-mBHI-p3,4.0
A4-e003Coalescence-mBHI-p3,20.0
A2-e003Coalescence-mBHI-inoculumn-redo,13.0
C2-e003Coalescence-mGAM-p5,3.0
B2-e003Coalescence-mBHI-p7,5.0
A5-e003Coalescence-Inoculumn-mBHI,5.0
D2-e003Coalescence-mBHI-p3,4.0
E2-e003Coalescence-mGAM-p7_S145,7.0
H2-e003Coalescence-mBHI-p7_S133,4.0
E5-e003Coalescence-mBHI-p3_S12,4.0
E3-e003Coalescence-mGAM-p3_S58,5.0
G2-e003Coalescence-mBHI-p3_S33,4.0
H2-e003Coalescence-mGAM-p7_S181,5.0
E3-e003Coalescence-mBHI-p3_S10,37.0
F2-e003Coalescence-mGAM-p7_S157,6.0
E5-e003Coalescence-mBHI-p7_S100,5.0
E3-e003Coalescence-mGAM-p5_S50,6.0
E5-e003Coalescence-mBHI-p5_S4,4.0
F2-e003Coalescence-mGAM-p5_S61,4.0
E2-e003Coalescence-mBHI-p5_S1,13.0
E2-e003Coalescence-mBHI-p3_S9,18.0
E4-e003Coalescence-mBHI-p5_S3,14.0
E4-e003Coalescence-mGAM-p5_S51,3.0
F2-e003Coalescence-mBHI-p3_S21,16.0
E2-e003Coalescence-mBHI-p7_S97,4.0
E5-e003Coalescence-mGAM-p7_S148,4.0
E3-e003Coalescence-mGAM-p7_S146,5.0
E3-e003Coalescence-mBHI-p5_S2,25.0
E2-e003Coalescence-mGAM-p3_S57,6.0
F2-e003Coalescence-mBHI-p5_S13,60.0
E4-e003Coalescence-mGAM-p7_S147,4.0
E4-e003Coalescence-mGAM-p3_S59,4.0
G2-e003Coalescence-mBHI-p5_S25,4.0
E4-e003Coalescence-mBHI-p3_S11,23.0
E4-e003Coalescence-mBHI-p7_S99,15.0
G2-e003Coalescence-mGAM-p3_S81,4.0
