,sample,boot_med,boot_low,boot_high,actual_med
0,B10-e003Coalescence-mGAM-p1_S769,1.0,1.0,1.0,1.0
1,B10-e003Coalescence-mGAM-p3,1.0,1.0,1.0,1.0
2,B4-e003Coalescence-Inoculumn-mGAM,0.778,0.765,0.7921999999999999,0.778
3,B_G10_C9_ACPP_AE_mGAM_mGAM_4_S178,1.0,1.0,1.0,1.0
4,C3-e003Coalescence-Inoculumn-mGAM,0.842,0.786,1.0,0.842
5,C9-e003Coalescence-mGAM-p1_S762,1.0,1.0,1.0,1.0
6,C9-e003Coalescence-mGAM-p3,1.0,1.0,1.0,1.0
7,C9-e003Coalescence-mGAM-p5,1.0,1.0,1.0,1.0
8,C9-e003Coalescence-mGAM-p7,1.0,1.0,1.0,1.0
9,Coalescence-C10-B10-ACPP-AE-mGAM-mGAM-5_S653,1.0,1.0,1.0,1.0
10,F10-e003Coalescence-mGAM-p1_S833,1.0,1.0,1.0,1.0
11,F100-e003Coalescence-mGAM-p3_S167,1.0,1.0,1.0,1.0
12,G9-e003Coalescence-mGAM-p1_S826,1.0,1.0,1.0,1.0
13,G9-e003Coalescence-mGAM-p3_S178,1.0,1.0,1.0,1.0
14,G9-e003Coalescence-mGAM-p5_S78,1.0,1.0,1.0,1.0
15,G9-e003Coalescence-mGAM-p7_S174,1.0,1.0,1.0,1.0
