,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,37717,2237
A9-e003Coalescence-mBHI-p1_S756,37874,2255
A9-e003Coalescence-mBHI-p3,22083,1270
A9-e003Coalescence-mBHI-p7,32118,1893
A9-e003Coalescence-mGAM-p1_S760,38218,2264
A9-e003Coalescence-mGAM-p5,36824,2164
A9-e003Coalescence-mGAM-p7,15954,931
B2-e003Coalescence-Inoculumn-mGAM,38125,2260
B8-e003Coalescence-mBHI-p1_S749,35619,2139
B8-e003Coalescence-mGAM-p1_S753,38185,2262
B8-e003Coalescence-mGAM-p5,36762,2174
B8-e003Coalescence-mGAM-p7,37435,2207
B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,31373,1871
B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,38125,2255
B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,36533,2187
Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,37120,2190
Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,24457,1494
E9-e003Coalescence-mBHI-p1_S820,38097,2258
E9-e003Coalescence-mGAM-p1_S824,38141,2256
E9-e003Coalescence-mGAM-p3_S154,35843,2145
E9-e003Coalescence-mGAM-p5_S54,16453,881
F8-e003Coalescence-mBHI-p1_S813,23261,1453
F8-e003Coalescence-mGAM-p1_S817,38187,2261
F8-e003Coalescence-mGAM-p5_S65,17163,948
F8-e003Coalescence-mGAM-p7_S161,16640,916
