,sample,boot_med,boot_low,boot_high,actual_med
0,A3-e003Coalescence-Inoculumn-mGAM,1.0,1.0,1.0,1.0
1,A9-e003Coalescence-mBHI-p1_S756,0.885,0.881,0.886,0.885
2,A9-e003Coalescence-mBHI-p3,0.5,0.5,0.5,0.5
3,A9-e003Coalescence-mBHI-p7,0.45499999999999996,0.45499999999999996,0.46199999999999997,0.45499999999999996
4,A9-e003Coalescence-mGAM-p1_S760,0.959,0.959,0.96,0.959
5,A9-e003Coalescence-mGAM-p5,0.0,0.0,0.0,0.0
6,A9-e003Coalescence-mGAM-p7,0.0,0.0,0.0,0.0
7,B2-e003Coalescence-Inoculumn-mGAM,0.862,0.861,0.864,0.862
8,B8-e003Coalescence-mBHI-p1_S749,1.0,1.0,1.0,1.0
9,B8-e003Coalescence-mGAM-p1_S753,0.963,0.958,1.0,0.963
10,B8-e003Coalescence-mGAM-p5,0.0,0.0,0.0,0.0
11,B8-e003Coalescence-mGAM-p7,0.0,0.0,0.0,0.0
12,B_A10_A9_ACPP_AA_mGAM_mBHI_4_S106,0.375,0.375,0.375,0.375
13,B_E10_A9_ACPP_AA_mGAM_mGAM_4_S154,0.0,0.0,0.0,0.0
14,B_E6_E9_ACPP_AA_mGAM_mGAM_2_S150,1.0,1.0,1.0,1.0
15,Coalescence-D10-A9-AA-ACPP-mGAM-mGAM-3_S665,0.667,0.667,0.667,0.667
16,Coalescence-E1-B8-AA-ACPP-mGAM-mBHI-3_S668,1.0,1.0,1.0,1.0
17,E9-e003Coalescence-mBHI-p1_S820,0.875,0.875,0.875,0.875
18,E9-e003Coalescence-mGAM-p1_S824,1.0,1.0,1.0,1.0
19,E9-e003Coalescence-mGAM-p3_S154,0.765,0.765,0.769,0.765
20,E9-e003Coalescence-mGAM-p5_S54,0.0,0.0,0.0,0.0
21,F8-e003Coalescence-mBHI-p1_S813,1.0,1.0,1.0,1.0
22,F8-e003Coalescence-mGAM-p1_S817,0.945,0.944,0.946,0.945
23,F8-e003Coalescence-mGAM-p5_S65,0.0,0.0,0.0,0.0
24,F8-e003Coalescence-mGAM-p7_S161,0.0,0.0,0.0,0.0
