,C4-e003Coalescence-Inoculumn-mGAM,D5-e003Coalescence-Inoculumn-mGAM
C11-e003Coalescence-mBHI-p5,6148,490
C11-e003Coalescence-mGAM-p3,7766,657
C11-e003Coalescence-mGAM-p5,4600,425
C11-e003Coalescence-mGAM-p7,7108,598
C5-e003Coalescence-Inoculumn-mGAM,8511,698
Coalescence-A10-C11-AE-AF-mGAM-mBHI-7_S629,8366,681
D10-e003Coalescence-mBHI-p7,6148,486
D10-e003Coalescence-mGAM-p1_S771,8480,697
D10-e003Coalescence-mGAM-p3,8165,663
D10-e003Coalescence-mGAM-p5,3490,296
D10-e003Coalescence-mGAM-p7,8384,695
D4-e003Coalescence-Inoculumn-mGAM,5693,467
G11-e003Coalescence-mGAM-p1_S842,8261,664
G111-e003Coalescence-mBHI-p5_S32,8303,684
G111-e003Coalescence-mBHI-p7_S128,5628,453
G111-e003Coalescence-mGAM-p5_S80,6897,591
H10-e003Coalescence-mBHI-p1_S831,7047,549
H10-e003Coalescence-mGAM-p1_S835,8364,669
H100-e003Coalescence-mBHI-p7_S139,3756,308
