,sample,boot_med,boot_low,boot_high,actual_med
0,B11-e003Coalescence-mBHI-p1_S773,0.0,0.0,0.0,0.0
1,B11-e003Coalescence-mGAM-p3,1.0,1.0,1.0,1.0
2,B11-e003Coalescence-mGAM-p7,1.0,1.0,1.0,1.0
3,B5-e003Coalescence-Inoculumn-mGAM,0.22699999999999998,0.214,0.231,0.22699999999999998
4,B_H10_D9_ACPP_AF_mGAM_mGAM_4_S190,1.0,1.0,1.0,1.0
5,B_H6_H9_ACPP_AF_mGAM_mGAM_2_S186,1.0,1.0,1.0,1.0
6,Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,1.0,1.0,1.0,1.0
7,D3-e003Coalescence-Inoculumn-mGAM,0.208,0.20499999999999996,0.212,0.208
8,D9-e003Coalescence-mBHI-p1_S759,0.0,0.0,0.0,0.0
9,D9-e003Coalescence-mGAM-p1_S763,0.423,0.417,0.42900000000000005,0.4215
10,D9-e003Coalescence-mGAM-p3,1.0,1.0,1.0,1.0
11,D9-e003Coalescence-mGAM-p5,1.0,1.0,1.0,1.0
12,D9-e003Coalescence-mGAM-p7,1.0,1.0,1.0,1.0
13,F11-e003Coalescence-mBHI-p1_S837,0.0,0.0,0.21442499999999962,0.0
14,F11-e003Coalescence-mGAM-p1_S841,0.381,0.37,0.391,0.381
15,F111-e003Coalescence-mGAM-p3_S168,1.0,1.0,1.0,1.0
16,F111-e003Coalescence-mGAM-p5_S68,1.0,1.0,1.0,1.0
17,F111-e003Coalescence-mGAM-p7_S164,1.0,1.0,1.0,1.0
18,H9-e003Coalescence-mBHI-p1_S823,0.267,0.25,0.273,0.267
19,H9-e003Coalescence-mBHI-p5_S42,1.0,1.0,1.0,1.0
20,H9-e003Coalescence-mGAM-p1_S827,0.44399999999999995,0.438,0.4495124999999999,0.44399999999999995
21,H9-e003Coalescence-mGAM-p5_S90,1.0,1.0,1.0,1.0
22,H9-e003Coalescence-mGAM-p7_S186,1.0,1.0,1.0,1.0
